precinct_norm,offense_category,previous_28d,current_28d,change_28d,pct_change_28d,recent_movement,city_previous_28d,city_current_28d,city_change_28d,city_pct_change_28d,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,pct_change_vs_previous,trend_class,city_gap_28d,priority_score,priority_signal
04,FORGERY,0,1,1,,Increasing,6,9,3,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-44.44444444444444,Improving,,6.9,Monitor
05,HOMICIDE,0,1,1,,Increasing,17,13,-4,-23.53,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-81.81818181818181,Improving,,6.9,Monitor
10,HEALTH AND SAFETY,0,1,1,,Increasing,8,12,4,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,,Worsening,,6.9,Monitor
11,EXTORTION,0,1,1,,Increasing,11,7,-4,-36.36,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-25.0,Improving,,6.9,Monitor
12,EXTORTION,0,1,1,,Increasing,11,7,-4,-36.36,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-33.333333333333336,Improving,,6.9,Monitor
03,SEX OFFENSES,15,3,-12,-80.0,Decreasing,82,58,-24,-29.27,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-9.58904109589041,Improving,-50.730000000000004,6.7,Monitor
04,FAMILY OFFENSE,5,3,-2,-40.0,Decreasing,78,68,-10,-12.82,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-40.0,Improving,-27.18,6.7,Monitor
04,RUNAWAY,4,3,-1,-25.0,Decreasing,105,113,8,7.62,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-7.142857142857143,Consistently Improving,-32.62,6.7,Monitor
05,ROBBERY,6,3,-3,-50.0,Decreasing,99,96,-3,-3.03,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-18.64406779661017,Improving,-46.97,6.7,Monitor
07,INVASION OF PRIVACY -OTHER,6,3,-3,-50.0,Decreasing,42,57,15,35.71,2026-07-01,2026-07-28,2026-07-29,2026-08-25,,Worsening,-85.71000000000001,6.7,Monitor
10,FAMILY OFFENSE,7,3,-4,-57.14,Decreasing,78,68,-10,-12.82,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-28.0,Improving,-44.32,6.7,Monitor
05,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,7,1,16.67,2026-07-01,2026-07-28,2026-07-29,2026-08-25,33.333333333333336,Worsening,-116.67,6.7,Monitor
02,ARSON,3,2,-1,-33.33,Decreasing,32,34,2,6.25,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,-39.58,5.3,Monitor
02,SEXUAL ASSAULT,3,2,-1,-33.33,Decreasing,46,54,8,17.39,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,-50.72,5.3,Monitor
07,DISORDERLY CONDUCT,2,2,0,0.0,No Change,23,23,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-28.571428571428573,Improving,0.0,5.3,Monitor
08,DISORDERLY CONDUCT,2,2,0,0.0,No Change,23,23,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,0.0,5.3,Monitor
08,HOMICIDE,4,2,-2,-50.0,Decreasing,17,13,-4,-23.53,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-44.0,Improving,-26.47,5.3,Monitor
12,OUIL,14,2,-12,-85.71,Decreasing,66,66,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-10.714285714285714,Improving,-85.71,5.3,Monitor
12,SEX OFFENSES,4,2,-2,-50.0,Decreasing,82,58,-24,-29.27,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-53.608247422680414,Consistently Improving,-20.73,5.3,Monitor
03,FORGERY,1,1,0,0.0,No Change,6,9,3,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,8.333333333333334,Worsening,-50.0,5.0,Monitor
02,DANGEROUS DRUGS,6,1,-5,-83.33,Decreasing,74,77,3,4.05,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-51.89873417721519,Improving,-87.38,3.4,Monitor
02,MISCELLANEOUS,1,1,0,0.0,No Change,6,7,1,16.67,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,-16.67,3.4,Monitor
06,DISORDERLY CONDUCT,1,1,0,0.0,No Change,23,23,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-64.28571428571429,Improving,0.0,3.4,Monitor
06,FORGERY,1,1,0,0.0,No Change,6,9,3,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-37.5,Improving,-50.0,3.4,Monitor
07,ROBBERY,5,1,-4,-80.0,Decreasing,99,96,-3,-3.03,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-40.42553191489362,Consistently Improving,-76.97,3.4,Monitor
08,ARSON,6,1,-5,-83.33,Decreasing,32,34,2,6.25,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-2.6315789473684212,Improving,-89.58,3.4,Monitor
08,HEALTH AND SAFETY,2,1,-1,-50.0,Decreasing,8,12,4,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,,Worsening,-100.0,3.4,Monitor
11,OBSTRUCTING JUDICIARY,5,1,-4,-80.0,Decreasing,94,87,-7,-7.45,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-32.0,Improving,-72.55,3.4,Monitor
12,DISORDERLY CONDUCT,1,1,0,0.0,No Change,23,23,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-45.45454545454545,Consistently Improving,0.0,3.4,Monitor
12,HOMICIDE,1,0,-1,-100.0,Decreasing,17,13,-4,-23.53,2026-07-01,2026-07-28,2026-07-29,2026-08-25,7.6923076923076925,Worsening,-76.47,1.5,Monitor
02,DISORDERLY CONDUCT,1,0,-1,-100.0,Decreasing,23,23,0,0.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-65.625,Improving,-100.0,0.0,Monitor
03,HOMICIDE,1,0,-1,-100.0,Decreasing,17,13,-4,-23.53,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,-76.47,0.0,Monitor
03,LIQUOR,1,0,-1,-100.0,Decreasing,2,0,-2,-100.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-50.0,Improving,0.0,0.0,Monitor
04,SEX OFFENSES,2,0,-2,-100.0,Decreasing,82,58,-24,-29.27,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-41.666666666666664,Consistently Improving,-70.73,0.0,Monitor
05,EXTORTION,1,0,-1,-100.0,Decreasing,11,7,-4,-36.36,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-75.0,Improving,-63.64,0.0,Monitor
06,SOLICITATION,13,0,-13,-100.0,Decreasing,13,0,-13,-100.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,,Worsening,0.0,0.0,Monitor
07,SEX OFFENSES,4,0,-4,-100.0,Decreasing,82,58,-24,-29.27,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-34.48275862068966,Improving,-70.73,0.0,Monitor
08,DANGEROUS DRUGS,5,0,-5,-100.0,Decreasing,74,77,3,4.05,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-29.41176470588235,Improving,-104.05,0.0,Monitor
09,JUSTIFIABLE HOMICIDE,1,0,-1,-100.0,Decreasing,1,0,-1,-100.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-50.0,Consistently Improving,0.0,0.0,Monitor
10,HOMICIDE,2,0,-2,-100.0,Decreasing,17,13,-4,-23.53,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-38.46153846153846,Consistently Improving,-76.47,0.0,Monitor
12,FORGERY,1,0,-1,-100.0,Decreasing,6,9,3,50.0,2026-07-01,2026-07-28,2026-07-29,2026-08-25,-75.0,Improving,-150.0,0.0,Monitor
12,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,7,1,16.67,2026-07-01,2026-07-28,2026-07-29,2026-08-25,0.0,Stable,-116.67,0.0,Monitor
HP,LARCENY,1,0,-1,-100.0,Decreasing,1087,876,-211,-19.41,2026-07-01,2026-07-28,2026-07-29,2026-08-25,,Worsening,-80.59,0.0,Monitor
