period,precinct_norm,selection_type,selection_name,weekday,time_block,incident_count,neighborhood_scope
Recent 14D,ALL,All,All,Friday,12:00-17:59,6,Downtown
Recent 14D,ALL,All,All,Friday,18:00-23:59,3,Downtown
Recent 14D,ALL,All,All,Monday,12:00-17:59,5,Downtown
Recent 14D,ALL,All,All,Monday,18:00-23:59,3,Downtown
Recent 14D,ALL,All,All,Saturday,00:00-05:59,3,Downtown
Recent 14D,ALL,All,All,Saturday,06:00-11:59,1,Downtown
Recent 14D,ALL,All,All,Saturday,12:00-17:59,3,Downtown
Recent 14D,ALL,All,All,Saturday,18:00-23:59,6,Downtown
Recent 14D,ALL,All,All,Sunday,00:00-05:59,6,Downtown
Recent 14D,ALL,All,All,Sunday,06:00-11:59,3,Downtown
Recent 14D,ALL,All,All,Sunday,12:00-17:59,3,Downtown
Recent 14D,ALL,All,All,Sunday,18:00-23:59,7,Downtown
Recent 14D,ALL,All,All,Thursday,00:00-05:59,4,Downtown
Recent 14D,ALL,All,All,Thursday,06:00-11:59,1,Downtown
Recent 14D,ALL,All,All,Thursday,12:00-17:59,2,Downtown
Recent 14D,ALL,All,All,Thursday,18:00-23:59,5,Downtown
Recent 14D,ALL,All,All,Tuesday,00:00-05:59,1,Downtown
Recent 14D,ALL,All,All,Tuesday,06:00-11:59,4,Downtown
Recent 14D,ALL,All,All,Tuesday,12:00-17:59,5,Downtown
Recent 14D,ALL,All,All,Tuesday,18:00-23:59,8,Downtown
Recent 14D,ALL,All,All,Wednesday,00:00-05:59,3,Downtown
Recent 14D,ALL,All,All,Wednesday,06:00-11:59,3,Downtown
Recent 14D,ALL,All,All,Wednesday,12:00-17:59,3,Downtown
Recent 14D,ALL,All,All,Wednesday,18:00-23:59,6,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Friday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Monday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Saturday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Sunday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Thursday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Tuesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Friday,12:00-17:59,3,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Friday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Monday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Saturday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Saturday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Saturday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Sunday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Sunday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Sunday,18:00-23:59,3,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Thursday,00:00-05:59,2,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Thursday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Tuesday,12:00-17:59,2,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Tuesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Wednesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Wednesday,12:00-17:59,2,Downtown
Recent 14D,ALL,Crime Type,ASSAULT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,BURGLARY,Saturday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,BURGLARY,Wednesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,Friday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,Saturday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,Saturday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,Tuesday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,Wednesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,DANGEROUS DRUGS,Tuesday,12:00-17:59,3,Downtown
Recent 14D,ALL,Crime Type,DISORDERLY CONDUCT,Sunday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,DISORDERLY CONDUCT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Friday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Friday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Friday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Sunday,12:00-17:59,2,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Thursday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Tuesday,06:00-11:59,2,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Tuesday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,FRAUD,Wednesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,INVASION OF PRIVACY -OTHER,Sunday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,INVASION OF PRIVACY -OTHER,Wednesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,KIDNAPPING,Thursday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Friday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Monday,12:00-17:59,2,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Saturday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Saturday,18:00-23:59,3,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Sunday,00:00-05:59,3,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Sunday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Sunday,18:00-23:59,3,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Thursday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Thursday,12:00-17:59,2,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Tuesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Tuesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Wednesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Wednesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Wednesday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,LARCENY,Wednesday,18:00-23:59,2,Downtown
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,Friday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,Monday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,Sunday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,Tuesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,ROBBERY,Tuesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,SEX OFFENSES,Friday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,STOLEN PROPERTY,Monday,12:00-17:59,1,Downtown
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,Monday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,Sunday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,Thursday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,Tuesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,Friday,00:00-05:59,1,Downtown
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,Friday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,Saturday,06:00-11:59,1,Downtown
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,Thursday,18:00-23:59,1,Downtown
Recent 14D,ALL,Category Focus,Gun-Related,Friday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Gun-Related,Friday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Gun-Related,Saturday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Gun-Related,Thursday,18:00-23:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Friday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Friday,12:00-17:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Monday,12:00-17:59,3,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Monday,18:00-23:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Saturday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Saturday,12:00-17:59,2,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Saturday,18:00-23:59,4,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Sunday,00:00-05:59,4,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Sunday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Sunday,18:00-23:59,3,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Thursday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Thursday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Thursday,12:00-17:59,2,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Tuesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Tuesday,18:00-23:59,4,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Wednesday,00:00-05:59,2,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Wednesday,06:00-11:59,2,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Wednesday,12:00-17:59,1,Downtown
Recent 14D,ALL,Category Focus,Property Crime,Wednesday,18:00-23:59,2,Downtown
Recent 14D,ALL,Category Focus,Larceny,Friday,12:00-17:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Monday,12:00-17:59,2,Downtown
Recent 14D,ALL,Category Focus,Larceny,Saturday,12:00-17:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Saturday,18:00-23:59,3,Downtown
Recent 14D,ALL,Category Focus,Larceny,Sunday,00:00-05:59,3,Downtown
Recent 14D,ALL,Category Focus,Larceny,Sunday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Sunday,18:00-23:59,3,Downtown
Recent 14D,ALL,Category Focus,Larceny,Thursday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Thursday,12:00-17:59,2,Downtown
Recent 14D,ALL,Category Focus,Larceny,Tuesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Tuesday,18:00-23:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Wednesday,00:00-05:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Wednesday,06:00-11:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Wednesday,12:00-17:59,1,Downtown
Recent 14D,ALL,Category Focus,Larceny,Wednesday,18:00-23:59,2,Downtown
Recent 14D,03,All,All,Friday,00:00-05:59,2,Downtown
Recent 14D,03,All,All,Friday,06:00-11:59,4,Downtown
Recent 14D,03,All,All,Friday,12:00-17:59,6,Downtown
Recent 14D,03,All,All,Friday,18:00-23:59,3,Downtown
Recent 14D,03,All,All,Monday,12:00-17:59,5,Downtown
Recent 14D,03,All,All,Monday,18:00-23:59,3,Downtown
Recent 14D,03,All,All,Saturday,00:00-05:59,3,Downtown
Recent 14D,03,All,All,Saturday,06:00-11:59,1,Downtown
Recent 14D,03,All,All,Saturday,12:00-17:59,3,Downtown
Recent 14D,03,All,All,Saturday,18:00-23:59,6,Downtown
Recent 14D,03,All,All,Sunday,00:00-05:59,6,Downtown
Recent 14D,03,All,All,Sunday,06:00-11:59,2,Downtown
Recent 14D,03,All,All,Sunday,12:00-17:59,3,Downtown
Recent 14D,03,All,All,Sunday,18:00-23:59,7,Downtown
Recent 14D,03,All,All,Thursday,00:00-05:59,4,Downtown
Recent 14D,03,All,All,Thursday,06:00-11:59,1,Downtown
Recent 14D,03,All,All,Thursday,12:00-17:59,2,Downtown
Recent 14D,03,All,All,Thursday,18:00-23:59,5,Downtown
Recent 14D,03,All,All,Tuesday,00:00-05:59,1,Downtown
Recent 14D,03,All,All,Tuesday,06:00-11:59,4,Downtown
Recent 14D,03,All,All,Tuesday,12:00-17:59,5,Downtown
Recent 14D,03,All,All,Tuesday,18:00-23:59,8,Downtown
Recent 14D,03,All,All,Wednesday,00:00-05:59,3,Downtown
Recent 14D,03,All,All,Wednesday,06:00-11:59,3,Downtown
Recent 14D,03,All,All,Wednesday,12:00-17:59,3,Downtown
Recent 14D,03,All,All,Wednesday,18:00-23:59,6,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Friday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Monday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Saturday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Sunday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Thursday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Tuesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,AGGRAVATED ASSAULT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Friday,12:00-17:59,3,Downtown
Recent 14D,03,Crime Type,ASSAULT,Friday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Monday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Saturday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Saturday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Saturday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,ASSAULT,Sunday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Sunday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Sunday,18:00-23:59,3,Downtown
Recent 14D,03,Crime Type,ASSAULT,Thursday,00:00-05:59,2,Downtown
Recent 14D,03,Crime Type,ASSAULT,Thursday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,ASSAULT,Tuesday,12:00-17:59,2,Downtown
Recent 14D,03,Crime Type,ASSAULT,Tuesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Wednesday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,ASSAULT,Wednesday,12:00-17:59,2,Downtown
Recent 14D,03,Crime Type,ASSAULT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,BURGLARY,Saturday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,BURGLARY,Wednesday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,Friday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,Saturday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,Saturday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,Tuesday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,Wednesday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,DANGEROUS DRUGS,Tuesday,12:00-17:59,3,Downtown
Recent 14D,03,Crime Type,DISORDERLY CONDUCT,Sunday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,DISORDERLY CONDUCT,Wednesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,FRAUD,Friday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,FRAUD,Friday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,FRAUD,Friday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,FRAUD,Sunday,12:00-17:59,2,Downtown
Recent 14D,03,Crime Type,FRAUD,Thursday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,FRAUD,Tuesday,06:00-11:59,2,Downtown
Recent 14D,03,Crime Type,FRAUD,Tuesday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,FRAUD,Wednesday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,INVASION OF PRIVACY -OTHER,Sunday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,INVASION OF PRIVACY -OTHER,Wednesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,KIDNAPPING,Thursday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Friday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Monday,12:00-17:59,2,Downtown
Recent 14D,03,Crime Type,LARCENY,Saturday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Saturday,18:00-23:59,3,Downtown
Recent 14D,03,Crime Type,LARCENY,Sunday,00:00-05:59,3,Downtown
Recent 14D,03,Crime Type,LARCENY,Sunday,18:00-23:59,3,Downtown
Recent 14D,03,Crime Type,LARCENY,Thursday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Thursday,12:00-17:59,2,Downtown
Recent 14D,03,Crime Type,LARCENY,Tuesday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Tuesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Wednesday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Wednesday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Wednesday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,LARCENY,Wednesday,18:00-23:59,2,Downtown
Recent 14D,03,Crime Type,OBSTRUCTING THE POLICE,Friday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,OBSTRUCTING THE POLICE,Monday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,OBSTRUCTING THE POLICE,Sunday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,OBSTRUCTING THE POLICE,Tuesday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,ROBBERY,Tuesday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,SEX OFFENSES,Friday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,STOLEN PROPERTY,Monday,12:00-17:59,1,Downtown
Recent 14D,03,Crime Type,STOLEN VEHICLE,Monday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,STOLEN VEHICLE,Sunday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,STOLEN VEHICLE,Thursday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,STOLEN VEHICLE,Tuesday,18:00-23:59,1,Downtown
Recent 14D,03,Crime Type,WEAPONS OFFENSES,Friday,00:00-05:59,1,Downtown
Recent 14D,03,Crime Type,WEAPONS OFFENSES,Friday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,WEAPONS OFFENSES,Saturday,06:00-11:59,1,Downtown
Recent 14D,03,Crime Type,WEAPONS OFFENSES,Thursday,18:00-23:59,1,Downtown
Recent 14D,03,Category Focus,Gun-Related,Friday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Gun-Related,Friday,06:00-11:59,1,Downtown
Recent 14D,03,Category Focus,Gun-Related,Saturday,06:00-11:59,1,Downtown
Recent 14D,03,Category Focus,Gun-Related,Thursday,18:00-23:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Friday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Friday,12:00-17:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Monday,12:00-17:59,3,Downtown
Recent 14D,03,Category Focus,Property Crime,Monday,18:00-23:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Saturday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Saturday,12:00-17:59,2,Downtown
Recent 14D,03,Category Focus,Property Crime,Saturday,18:00-23:59,4,Downtown
Recent 14D,03,Category Focus,Property Crime,Sunday,00:00-05:59,4,Downtown
Recent 14D,03,Category Focus,Property Crime,Sunday,18:00-23:59,3,Downtown
Recent 14D,03,Category Focus,Property Crime,Thursday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Thursday,06:00-11:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Thursday,12:00-17:59,2,Downtown
Recent 14D,03,Category Focus,Property Crime,Tuesday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Tuesday,18:00-23:59,4,Downtown
Recent 14D,03,Category Focus,Property Crime,Wednesday,00:00-05:59,2,Downtown
Recent 14D,03,Category Focus,Property Crime,Wednesday,06:00-11:59,2,Downtown
Recent 14D,03,Category Focus,Property Crime,Wednesday,12:00-17:59,1,Downtown
Recent 14D,03,Category Focus,Property Crime,Wednesday,18:00-23:59,2,Downtown
Recent 14D,03,Category Focus,Larceny,Friday,12:00-17:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Monday,12:00-17:59,2,Downtown
Recent 14D,03,Category Focus,Larceny,Saturday,12:00-17:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Saturday,18:00-23:59,3,Downtown
Recent 14D,03,Category Focus,Larceny,Sunday,00:00-05:59,3,Downtown
Recent 14D,03,Category Focus,Larceny,Sunday,18:00-23:59,3,Downtown
Recent 14D,03,Category Focus,Larceny,Thursday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Thursday,12:00-17:59,2,Downtown
Recent 14D,03,Category Focus,Larceny,Tuesday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Tuesday,18:00-23:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Wednesday,00:00-05:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Wednesday,06:00-11:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Wednesday,12:00-17:59,1,Downtown
Recent 14D,03,Category Focus,Larceny,Wednesday,18:00-23:59,2,Downtown
Recent 14D,07,All,All,Sunday,06:00-11:59,1,Downtown
Recent 14D,07,Crime Type,LARCENY,Sunday,06:00-11:59,1,Downtown
Recent 14D,07,Category Focus,Property Crime,Sunday,06:00-11:59,1,Downtown
Recent 14D,07,Category Focus,Larceny,Sunday,06:00-11:59,1,Downtown
YTD,ALL,All,All,Friday,00:00-05:59,4,East Canfield
YTD,ALL,All,All,Friday,06:00-11:59,2,East Canfield
YTD,ALL,All,All,Friday,12:00-17:59,3,East Canfield
YTD,ALL,All,All,Friday,18:00-23:59,2,East Canfield
YTD,ALL,All,All,Monday,00:00-05:59,2,East Canfield
YTD,ALL,All,All,Monday,18:00-23:59,3,East Canfield
YTD,ALL,All,All,Saturday,00:00-05:59,1,East Canfield
YTD,ALL,All,All,Saturday,06:00-11:59,1,East Canfield
YTD,ALL,All,All,Saturday,12:00-17:59,1,East Canfield
YTD,ALL,All,All,Saturday,18:00-23:59,1,East Canfield
YTD,ALL,All,All,Sunday,06:00-11:59,2,East Canfield
YTD,ALL,All,All,Sunday,12:00-17:59,1,East Canfield
YTD,ALL,All,All,Sunday,18:00-23:59,1,East Canfield
YTD,ALL,All,All,Thursday,00:00-05:59,1,East Canfield
YTD,ALL,All,All,Thursday,06:00-11:59,2,East Canfield
YTD,ALL,All,All,Thursday,12:00-17:59,4,East Canfield
YTD,ALL,All,All,Thursday,18:00-23:59,1,East Canfield
YTD,ALL,All,All,Tuesday,00:00-05:59,2,East Canfield
YTD,ALL,All,All,Tuesday,18:00-23:59,2,East Canfield
YTD,ALL,All,All,Wednesday,06:00-11:59,4,East Canfield
YTD,ALL,All,All,Wednesday,12:00-17:59,1,East Canfield
YTD,ALL,All,All,Wednesday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,Friday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,Friday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,Monday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,Saturday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,Sunday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Friday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Friday,12:00-17:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Friday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Monday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Saturday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Sunday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Thursday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Tuesday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Tuesday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,ASSAULT,Wednesday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,BURGLARY,Friday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,BURGLARY,Thursday,12:00-17:59,2,East Canfield
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,Monday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,Tuesday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,Tuesday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,Wednesday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,FAMILY OFFENSE,Thursday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,FRAUD,Friday,12:00-17:59,1,East Canfield
YTD,ALL,Crime Type,FRAUD,Thursday,12:00-17:59,2,East Canfield
YTD,ALL,Crime Type,FRAUD,Wednesday,12:00-17:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Friday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Friday,12:00-17:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Monday,00:00-05:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Thursday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Thursday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,LARCENY,Wednesday,06:00-11:59,1,East Canfield
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,Saturday,12:00-17:59,1,East Canfield
YTD,ALL,Crime Type,RUNAWAY,Saturday,18:00-23:59,1,East Canfield
YTD,ALL,Crime Type,STOLEN PROPERTY,Friday,06:00-11:59,1,East Canfield
