period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end
Recent 28D,04,Category Focus,Property Crime,115,Tuesday,21,0,9,Evening Shift (14:00-21:59),48,18:00-23:59,37,2025-12-05,2026-01-01
Recent 28D,04,Category Focus,Larceny,38,Wednesday,8,19,5,Evening Shift (14:00-21:59),18,18:00-23:59,15,2025-12-05,2026-01-01
Recent 28D,05,All,All,400,Sunday,78,15,28,Evening Shift (14:00-21:59),182,12:00-17:59,148,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,AGGRAVATED ASSAULT,35,Sunday,8,22,5,Night Shift (22:00-05:59),15,18:00-23:59,11,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,ARSON,2,Thursday,1,12,1,Day Shift (06:00-13:59),2,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,ASSAULT,82,Sunday,19,17,8,Evening Shift (14:00-21:59),42,12:00-17:59,31,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,BURGLARY,33,Wednesday,9,15,4,Day Shift (06:00-13:59),15,12:00-17:59,12,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,DAMAGE TO PROPERTY,44,Sunday,10,9,4,Day Shift (06:00-13:59),17,18:00-23:59,12,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,DANGEROUS DRUGS,1,Friday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,DISORDERLY CONDUCT,1,Sunday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,FAMILY OFFENSE,5,Wednesday,2,8,1,Day Shift (06:00-13:59),3,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,FORGERY,1,Friday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,FRAUD,60,Wednesday,10,12,8,Day Shift (06:00-13:59),33,12:00-17:59,27,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,INVASION OF PRIVACY -OTHER,1,Monday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,KIDNAPPING,1,Wednesday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,LARCENY,45,Thursday,10,15,5,Evening Shift (14:00-21:59),23,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,MISCELLANEOUS,1,Saturday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,OBSTRUCTING JUDICIARY,2,Sunday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,OBSTRUCTING THE POLICE,10,Sunday,3,21,2,Evening Shift (14:00-21:59),7,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,OUIL,4,Monday,2,0,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,ROBBERY,7,Sunday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,RUNAWAY,3,Sunday,2,20,2,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,SEX OFFENSES,5,Friday,2,21,1,Evening Shift (14:00-21:59),4,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,SEXUAL ASSAULT,2,Thursday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,STOLEN PROPERTY,12,Sunday,5,0,2,Night Shift (22:00-05:59),5,12:00-17:59,5,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,STOLEN VEHICLE,29,Monday,7,18,4,Evening Shift (14:00-21:59),16,18:00-23:59,12,2025-12-05,2026-01-01
Recent 28D,05,Crime Type,WEAPONS OFFENSES,14,Saturday,3,14,3,Evening Shift (14:00-21:59),10,12:00-17:59,7,2025-12-05,2026-01-01
Recent 28D,05,Category Focus,Gun-Related,14,Saturday,3,14,3,Evening Shift (14:00-21:59),10,12:00-17:59,7,2025-12-05,2026-01-01
Recent 28D,05,Category Focus,Property Crime,163,Sunday,30,15,14,Evening Shift (14:00-21:59),72,12:00-17:59,55,2025-12-05,2026-01-01
Recent 28D,05,Category Focus,Larceny,45,Thursday,10,15,5,Evening Shift (14:00-21:59),23,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,06,All,All,494,Saturday,80,12,43,Evening Shift (14:00-21:59),203,12:00-17:59,166,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,AGGRAVATED ASSAULT,43,Monday,8,16,8,Evening Shift (14:00-21:59),22,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,ARSON,3,Saturday,1,3,1,Evening Shift (14:00-21:59),2,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,ASSAULT,122,Saturday,24,12,13,Evening Shift (14:00-21:59),53,18:00-23:59,41,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,BURGLARY,43,Monday,9,12,6,Evening Shift (14:00-21:59),16,12:00-17:59,16,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,DAMAGE TO PROPERTY,66,Monday,15,10,7,Night Shift (22:00-05:59),28,00:00-05:59,20,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,DANGEROUS DRUGS,4,Wednesday,1,15,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,DISORDERLY CONDUCT,1,Sunday,1,4,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,FAMILY OFFENSE,5,Tuesday,2,19,1,Evening Shift (14:00-21:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,FRAUD,37,Tuesday,8,12,6,Evening Shift (14:00-21:59),18,12:00-17:59,18,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,HEALTH AND SAFETY,3,Thursday,2,23,1,Evening Shift (14:00-21:59),2,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,INVASION OF PRIVACY -OTHER,2,Tuesday,2,8,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,KIDNAPPING,2,Saturday,2,12,1,Day Shift (06:00-13:59),1,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,LARCENY,73,Wednesday,14,17,8,Evening Shift (14:00-21:59),37,12:00-17:59,32,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,OBSTRUCTING JUDICIARY,8,Thursday,3,10,2,Day Shift (06:00-13:59),5,12:00-17:59,4,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,OBSTRUCTING THE POLICE,14,Tuesday,4,20,3,Evening Shift (14:00-21:59),7,18:00-23:59,6,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,ROBBERY,5,Sunday,2,9,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,RUNAWAY,4,Tuesday,1,4,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,SEXUAL ASSAULT,6,Saturday,3,8,2,Day Shift (06:00-13:59),5,06:00-11:59,4,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,STOLEN PROPERTY,17,Thursday,4,8,3,Night Shift (22:00-05:59),6,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,STOLEN VEHICLE,24,Tuesday,5,23,4,Night Shift (22:00-05:59),12,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,06,Crime Type,WEAPONS OFFENSES,12,Thursday,6,23,2,Evening Shift (14:00-21:59),6,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,06,Category Focus,Gun-Related,12,Thursday,6,23,2,Evening Shift (14:00-21:59),6,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,06,Category Focus,Property Crime,223,Monday,43,12,19,Evening Shift (14:00-21:59),85,12:00-17:59,72,2025-12-05,2026-01-01
Recent 28D,06,Category Focus,Larceny,73,Wednesday,14,17,8,Evening Shift (14:00-21:59),37,12:00-17:59,32,2025-12-05,2026-01-01
Recent 28D,07,All,All,313,Saturday,65,20,24,Evening Shift (14:00-21:59),137,18:00-23:59,105,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,AGGRAVATED ASSAULT,12,Tuesday,6,21,3,Evening Shift (14:00-21:59),8,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,ASSAULT,70,Thursday,14,19,7,Evening Shift (14:00-21:59),30,18:00-23:59,25,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,BURGLARY,13,Monday,6,0,3,Night Shift (22:00-05:59),5,12:00-17:59,4,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,DAMAGE TO PROPERTY,43,Saturday,13,23,5,Evening Shift (14:00-21:59),15,18:00-23:59,14,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,DANGEROUS DRUGS,6,Tuesday,2,4,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,DISORDERLY CONDUCT,3,Sunday,1,3,1,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,FAMILY OFFENSE,1,Monday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,FORGERY,2,Friday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,FRAUD,32,Monday,7,12,5,Evening Shift (14:00-21:59),15,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,INVASION OF PRIVACY -OTHER,4,Wednesday,2,18,2,Evening Shift (14:00-21:59),3,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,LARCENY,74,Saturday,17,12,10,Evening Shift (14:00-21:59),31,12:00-17:59,29,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,OBSTRUCTING JUDICIARY,3,Friday,2,9,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,OBSTRUCTING THE POLICE,5,Saturday,3,21,2,Evening Shift (14:00-21:59),4,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,OUIL,2,Saturday,2,5,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,ROBBERY,5,Friday,2,18,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,RUNAWAY,3,Saturday,2,8,1,Day Shift (06:00-13:59),2,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,SEXUAL ASSAULT,2,Wednesday,2,17,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,STOLEN PROPERTY,3,Friday,2,10,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,STOLEN VEHICLE,25,Monday,7,23,3,Evening Shift (14:00-21:59),12,18:00-23:59,13,2025-12-05,2026-01-01
Recent 28D,07,Crime Type,WEAPONS OFFENSES,5,Friday,3,20,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,07,Category Focus,Gun-Related,5,Friday,3,20,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,07,Category Focus,Property Crime,158,Saturday,35,20,15,Evening Shift (14:00-21:59),63,18:00-23:59,53,2025-12-05,2026-01-01
Recent 28D,07,Category Focus,Larceny,74,Saturday,17,12,10,Evening Shift (14:00-21:59),31,12:00-17:59,29,2025-12-05,2026-01-01
Recent 28D,08,All,All,629,Monday,102,20,41,Evening Shift (14:00-21:59),260,18:00-23:59,208,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,AGGRAVATED ASSAULT,58,Monday,13,3,6,Evening Shift (14:00-21:59),23,18:00-23:59,21,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,ARSON,3,Saturday,1,22,1,Night Shift (22:00-05:59),3,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,ASSAULT,134,Friday,24,1,11,Evening Shift (14:00-21:59),49,12:00-17:59,36,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,BURGLARY,52,Tuesday,10,17,6,Evening Shift (14:00-21:59),26,12:00-17:59,25,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,DAMAGE TO PROPERTY,79,Monday,18,21,8,Evening Shift (14:00-21:59),32,18:00-23:59,27,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,DANGEROUS DRUGS,3,Thursday,1,14,1,Evening Shift (14:00-21:59),3,12:00-17:59,3,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,DISORDERLY CONDUCT,1,Sunday,1,4,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,EXTORTION,1,Wednesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,FAMILY OFFENSE,3,Saturday,2,22,1,Night Shift (22:00-05:59),1,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,FRAUD,52,Sunday,10,20,6,Evening Shift (14:00-21:59),25,12:00-17:59,19,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,HOMICIDE,1,Thursday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,KIDNAPPING,2,Sunday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,LARCENY,78,Tuesday,15,12,10,Evening Shift (14:00-21:59),29,12:00-17:59,30,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,OBSTRUCTING JUDICIARY,16,Wednesday,4,18,4,Evening Shift (14:00-21:59),11,18:00-23:59,8,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,OBSTRUCTING THE POLICE,11,Sunday,3,22,3,Night Shift (22:00-05:59),8,18:00-23:59,6,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,OUIL,6,Sunday,2,16,2,Evening Shift (14:00-21:59),6,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,ROBBERY,2,Saturday,1,21,1,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,RUNAWAY,8,Thursday,4,2,2,Night Shift (22:00-05:59),4,00:00-05:59,3,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,SEX OFFENSES,2,Wednesday,1,14,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,SEXUAL ASSAULT,2,Sunday,1,18,1,Evening Shift (14:00-21:59),2,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,STOLEN PROPERTY,26,Friday,10,10,4,Evening Shift (14:00-21:59),10,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,STOLEN VEHICLE,61,Tuesday,12,23,6,Night Shift (22:00-05:59),29,18:00-23:59,24,2025-12-05,2026-01-01
Recent 28D,08,Crime Type,WEAPONS OFFENSES,28,Thursday,6,23,6,Night Shift (22:00-05:59),14,18:00-23:59,21,2025-12-05,2026-01-01
Recent 28D,08,Category Focus,Gun-Related,28,Thursday,6,23,6,Night Shift (22:00-05:59),14,18:00-23:59,21,2025-12-05,2026-01-01
Recent 28D,08,Category Focus,Property Crime,296,Monday,53,22,21,Evening Shift (14:00-21:59),118,12:00-17:59,96,2025-12-05,2026-01-01
Recent 28D,08,Category Focus,Larceny,78,Tuesday,15,12,10,Evening Shift (14:00-21:59),29,12:00-17:59,30,2025-12-05,2026-01-01
Recent 28D,09,All,All,571,Sunday,101,11,35,Evening Shift (14:00-21:59),216,18:00-23:59,166,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,AGGRAVATED ASSAULT,58,Sunday,19,22,7,Night Shift (22:00-05:59),28,18:00-23:59,22,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,ARSON,4,Sunday,3,18,1,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,ASSAULT,106,Thursday,22,1,9,Evening Shift (14:00-21:59),41,18:00-23:59,30,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,BURGLARY,59,Saturday,11,12,8,Day Shift (06:00-13:59),26,12:00-17:59,22,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,DAMAGE TO PROPERTY,68,Monday,14,11,7,Night Shift (22:00-05:59),28,00:00-05:59,22,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,DANGEROUS DRUGS,12,Tuesday,7,15,5,Evening Shift (14:00-21:59),9,12:00-17:59,9,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,DISORDERLY CONDUCT,1,Monday,1,9,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,EXTORTION,1,Thursday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,FAMILY OFFENSE,8,Sunday,3,17,2,Evening Shift (14:00-21:59),5,12:00-17:59,4,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,FRAUD,29,Friday,9,13,4,Day Shift (06:00-13:59),16,12:00-17:59,10,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,INVASION OF PRIVACY -OTHER,1,Sunday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,KIDNAPPING,2,Friday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,LARCENY,78,Sunday,16,12,8,Evening Shift (14:00-21:59),28,12:00-17:59,32,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,OBSTRUCTING JUDICIARY,4,Sunday,2,7,1,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,OBSTRUCTING THE POLICE,13,Wednesday,3,1,3,Night Shift (22:00-05:59),8,00:00-05:59,7,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,OUIL,2,Wednesday,2,18,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,ROBBERY,7,Saturday,2,16,3,Evening Shift (14:00-21:59),4,00:00-05:59,3,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,RUNAWAY,6,Wednesday,2,17,2,Evening Shift (14:00-21:59),5,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,SEX OFFENSES,3,Thursday,1,18,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,SEXUAL ASSAULT,3,Sunday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,SOLICITATION,1,Friday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,STOLEN PROPERTY,27,Thursday,6,11,4,Day Shift (06:00-13:59),12,12:00-17:59,8,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,STOLEN VEHICLE,54,Friday,9,19,6,Evening Shift (14:00-21:59),26,18:00-23:59,25,2025-12-05,2026-01-01
Recent 28D,09,Crime Type,WEAPONS OFFENSES,24,Saturday,5,21,7,Evening Shift (14:00-21:59),14,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,09,Category Focus,Gun-Related,24,Saturday,5,21,7,Evening Shift (14:00-21:59),14,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,09,Category Focus,Property Crime,286,Sunday,48,11,25,Day Shift (06:00-13:59),99,12:00-17:59,80,2025-12-05,2026-01-01
Recent 28D,09,Category Focus,Larceny,78,Sunday,16,12,8,Evening Shift (14:00-21:59),28,12:00-17:59,32,2025-12-05,2026-01-01
Recent 28D,0W,All,All,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,0W,Crime Type,FRAUD,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,10,All,All,477,Wednesday,77,15,32,Evening Shift (14:00-21:59),186,18:00-23:59,152,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,AGGRAVATED ASSAULT,46,Wednesday,10,23,6,Night Shift (22:00-05:59),19,18:00-23:59,17,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,ARSON,7,Tuesday,4,20,2,Evening Shift (14:00-21:59),4,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,ASSAULT,87,Saturday,19,15,10,Evening Shift (14:00-21:59),37,12:00-17:59,29,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,BURGLARY,26,Wednesday,6,0,5,Night Shift (22:00-05:59),10,12:00-17:59,8,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,DAMAGE TO PROPERTY,62,Tuesday,14,20,6,Evening Shift (14:00-21:59),24,12:00-17:59,18,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,DANGEROUS DRUGS,2,Tuesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,DISORDERLY CONDUCT,2,Tuesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,FAMILY OFFENSE,10,Tuesday,4,16,2,Evening Shift (14:00-21:59),5,12:00-17:59,5,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,FORGERY,1,Wednesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,FRAUD,48,Wednesday,10,12,7,Evening Shift (14:00-21:59),21,12:00-17:59,21,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,HEALTH AND SAFETY,5,Sunday,4,22,2,Night Shift (22:00-05:59),3,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,INVASION OF PRIVACY -OTHER,3,Wednesday,2,23,1,Night Shift (22:00-05:59),1,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,LARCENY,86,Monday,15,21,8,Evening Shift (14:00-21:59),38,18:00-23:59,32,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,LIQUOR,1,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,MISCELLANEOUS,2,Sunday,2,12,1,Day Shift (06:00-13:59),1,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,OBSTRUCTING JUDICIARY,10,Friday,3,6,3,Day Shift (06:00-13:59),8,06:00-11:59,6,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,OBSTRUCTING THE POLICE,10,Thursday,2,21,2,Evening Shift (14:00-21:59),6,18:00-23:59,8,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,ROBBERY,7,Monday,2,1,2,Night Shift (22:00-05:59),5,00:00-05:59,4,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,RUNAWAY,3,Thursday,1,16,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,SEX OFFENSES,6,Thursday,2,23,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,SEXUAL ASSAULT,4,Sunday,3,2,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,STOLEN PROPERTY,13,Friday,5,22,2,Night Shift (22:00-05:59),6,18:00-23:59,6,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,STOLEN VEHICLE,17,Tuesday,6,20,3,Night Shift (22:00-05:59),8,18:00-23:59,6,2025-12-05,2026-01-01
Recent 28D,10,Crime Type,WEAPONS OFFENSES,19,Tuesday,4,0,5,Night Shift (22:00-05:59),10,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,10,Category Focus,Gun-Related,19,Tuesday,4,0,5,Night Shift (22:00-05:59),10,18:00-23:59,9,2025-12-05,2026-01-01
Recent 28D,10,Category Focus,Property Crime,204,Friday,34,20,15,Evening Shift (14:00-21:59),79,18:00-23:59,65,2025-12-05,2026-01-01
Recent 28D,10,Category Focus,Larceny,86,Monday,15,21,8,Evening Shift (14:00-21:59),38,18:00-23:59,32,2025-12-05,2026-01-01
Recent 28D,11,All,All,380,Saturday,68,0,28,Evening Shift (14:00-21:59),161,18:00-23:59,120,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,AGGRAVATED ASSAULT,38,Wednesday,6,20,4,Evening Shift (14:00-21:59),17,18:00-23:59,14,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,ARSON,3,Friday,2,4,1,Night Shift (22:00-05:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,ASSAULT,89,Saturday,18,0,9,Evening Shift (14:00-21:59),35,12:00-17:59,28,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,BURGLARY,22,Wednesday,7,12,3,Day Shift (06:00-13:59),10,00:00-05:59,7,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,DAMAGE TO PROPERTY,55,Saturday,13,22,5,Night Shift (22:00-05:59),23,18:00-23:59,18,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,DANGEROUS DRUGS,9,Tuesday,4,15,3,Evening Shift (14:00-21:59),5,12:00-17:59,5,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,DISORDERLY CONDUCT,1,Monday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,FAMILY OFFENSE,4,Saturday,3,21,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,FRAUD,42,Friday,12,12,8,Day Shift (06:00-13:59),19,12:00-17:59,21,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,HEALTH AND SAFETY,4,Sunday,2,0,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,INVASION OF PRIVACY -OTHER,3,Tuesday,1,15,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,11,Crime Type,KIDNAPPING,1,Thursday,1,17,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
