precinct_norm,offense_category,previous_28d,current_28d,change_28d,pct_change_28d,recent_movement,city_previous_28d,city_current_28d,city_change_28d,city_pct_change_28d,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end
11,SEX OFFENSES,2,3,1,50.0,Increasing,79,55,-24,-30.38,2026-06-27,2026-07-24,2026-07-25,2026-08-21
11,EXTORTION,0,1,1,,Increasing,9,9,0,0.0,2026-06-27,2026-07-24,2026-07-25,2026-08-21
11,INVASION OF PRIVACY -OTHER,2,1,-1,-50.0,Decreasing,45,52,7,15.56,2026-06-27,2026-07-24,2026-07-25,2026-08-21
11,MISCELLANEOUS,1,1,0,0.0,No Change,9,6,-3,-33.33,2026-06-27,2026-07-24,2026-07-25,2026-08-21
11,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,8,11,3,37.5,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,ASSAULT,143,124,-19,-13.29,Decreasing,1499,1343,-156,-10.41,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,DAMAGE TO PROPERTY,94,100,6,6.38,Increasing,892,894,2,0.22,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,LARCENY,122,93,-29,-23.77,Decreasing,1099,857,-242,-22.02,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,AGGRAVATED ASSAULT,77,60,-17,-22.08,Decreasing,712,651,-61,-8.57,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,STOLEN VEHICLE,61,55,-6,-9.84,Decreasing,519,475,-44,-8.48,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,FRAUD,62,46,-16,-25.81,Decreasing,533,460,-73,-13.7,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,BURGLARY,38,36,-2,-5.26,Decreasing,378,364,-14,-3.7,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,STOLEN PROPERTY,13,15,2,15.38,Increasing,156,133,-23,-14.74,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,WEAPONS OFFENSES,20,13,-7,-35.0,Decreasing,291,222,-69,-23.71,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,OBSTRUCTING THE POLICE,9,12,3,33.33,Increasing,186,145,-41,-22.04,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,ROBBERY,12,11,-1,-8.33,Decreasing,94,99,5,5.32,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,RUNAWAY,10,11,1,10.0,Increasing,101,113,12,11.88,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,FAMILY OFFENSE,6,6,0,0.0,No Change,79,70,-9,-11.39,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,OBSTRUCTING JUDICIARY,9,6,-3,-33.33,Decreasing,98,87,-11,-11.22,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,SEXUAL ASSAULT,7,6,-1,-14.29,Decreasing,52,48,-4,-7.69,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,ARSON,4,5,1,25.0,Increasing,35,33,-2,-5.71,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,DANGEROUS DRUGS,6,5,-1,-16.67,Decreasing,70,86,16,22.86,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,SEX OFFENSES,2,4,2,100.0,Increasing,79,55,-24,-30.38,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,INVASION OF PRIVACY -OTHER,5,2,-3,-60.0,Decreasing,45,52,7,15.56,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,KIDNAPPING,1,2,1,100.0,Increasing,26,20,-6,-23.08,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,OUIL,12,2,-10,-83.33,Decreasing,62,70,8,12.9,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,DISORDERLY CONDUCT,0,1,1,,Increasing,20,27,7,35.0,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,EXTORTION,0,1,1,,Increasing,9,9,0,0.0,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,HEALTH AND SAFETY,3,1,-2,-66.67,Decreasing,8,11,3,37.5,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,FORGERY,1,0,-1,-100.0,Decreasing,4,8,4,100.0,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,HOMICIDE,3,0,-3,-100.0,Decreasing,18,13,-5,-27.78,2026-06-27,2026-07-24,2026-07-25,2026-08-21
12,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,9,6,-3,-33.33,2026-06-27,2026-07-24,2026-07-25,2026-08-21
HP,LARCENY,1,0,-1,-100.0,Decreasing,1099,857,-242,-22.02,2026-06-27,2026-07-24,2026-07-25,2026-08-21
