h3_cell,previous_14d,current_14d,hotspot_status,change_14d,pct_change_14d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_14d_start,previous_14d_end,current_14d_start,current_14d_end,latitude,longitude,neighborhood,nearest_intersection,neighborhood_scope
882ab2ce67fffff,8.0,19.0,Emerging Hotspot,11.0,137.5,35.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.399836755734746,-83.18123826092473,Bethune Community,Fenkell St & Lesure St,ALL
882ab2ce25fffff,5.0,12.0,Emerging Hotspot,7.0,140.0,22.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38705404985419,-83.19819270407079,Schoolcraft Southfield,Greenfield Rd & Schoolcraft St,ALL
882ab2ce61fffff,1.0,9.0,Emerging Hotspot,8.0,800.0,21.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40395301457275,-83.17704532578134,Bethune Community,Keeler Ave & Snowden St,ALL
882ab2ce21fffff,3.0,10.0,Emerging Hotspot,7.0,233.33,20.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38410066371895,-83.1873008203068,Schoolcraft Southfield,Freeland St & Tyler St,ALL
882ab2ce2bfffff,5.0,11.0,Emerging Hotspot,6.0,120.0,20.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.382114809247966,-83.17420340824691,Grand River-I96,Grand River Ave & Steel St,ALL
882ab2ce3dfffff,5.0,10.0,Emerging Hotspot,5.0,100.0,17.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.377400956464726,-83.1744212051598,Pride Area Community,Capitol St & Littlefield St,ALL
882ab2ce6dfffff,8.0,9.0,Emerging Hotspot,1.0,12.5,10.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41438321576158,-83.1797983731317,Harmony Village,Florence St & Schaefer Hwy,ALL
882ab2ceedfffff,8.0,9.0,Emerging Hotspot,1.0,12.5,10.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35669125918619,-83.1519150298148,Barton-McFarland,Mackenzie St & Northlawn St,ALL
882ab2cc43fffff,12.0,15.0,Persistent Hotspot,3.0,25.0,24.75,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3581573892756,-83.19484590514558,We Care Community,Prest St & Joy Rd,ALL
882ab2cc49fffff,11.0,12.0,Persistent Hotspot,1.0,9.09,17.7,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37036084151232,-83.18774033766033,Plymouth-Hubbell,Plymouth Rd & Hubbell St,ALL
882ab2ce65fffff,12.0,10.0,Persistent Hotspot,-2.0,-16.67,13.5,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40724645107675,-83.18849623086835,Bethune Community,Puritan St & Lauder St,ALL
882ab2ce2dfffff,11.0,9.0,Persistent Hotspot,-2.0,-18.18,12.15,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.394350401322384,-83.19464517251573,Hubbell-Lyndon,Whitcomb St & Lyndon St,ALL
882ab2ce35fffff,9.0,7.0,Declining Hotspot,-2.0,-22.22,7.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37073018157518,-83.17724394515463,Barton-McFarland,Plymouth Rd & Schaefer Hwy,ALL
882ab2cf5bfffff,11.0,7.0,Declining Hotspot,-4.0,-36.36,7.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39947303552569,-83.19627337183282,Hubbell-Lyndon,Greenfield Rd & Chalfonte St,ALL
882ab2ce07fffff,11.0,6.0,Declining Hotspot,-5.0,-45.45,6.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38069478997817,-83.16430575390635,Grand River-I96,Grand River Ave & Meyers Rd,ALL
882ab2ce23fffff,10.0,5.0,Declining Hotspot,-5.0,-50.0,5.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3762607459081,-83.17814312517497,Paveway,Castleton St & Schaefer Hwy,ALL
882ab2ce37fffff,15.0,5.0,Declining Hotspot,-10.0,-66.67,5.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.358700950795765,-83.17747955495315,We Care Community,Schaefer Hwy & Joy Rd,ALL
882ab2ce05fffff,9.0,4.0,Declining Hotspot,-5.0,-55.56,4.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39021480426126,-83.1686112920769,Northwest Community,Birwood St & Intervale St,ALL
882ab2cee1fffff,9.0,0.0,Declining Hotspot,-9.0,-100.0,0.0,02,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34692934610364,-83.14597918361919,Midwest,Central St & Majestic St,ALL
882ab2c5c5fffff,6.0,13.0,Emerging Hotspot,7.0,116.67,23.5,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34559891453292,-83.05179602829418,Brush Park,Edmund Pl & John R St,ALL
882ab2c5e1fffff,14.0,13.0,Emerging Hotspot,-1.0,-7.14,13.0,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.339492194891264,-83.0664991055863,Midtown,Grand River Ave & S M 10,ALL
882ab2c58dfffff,65.0,47.0,Persistent Hotspot,-18.0,-27.69,63.45,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33168460389816,-83.05118315473347,Downtown,Michigan Ave & Cass Ave,ALL
882ab2c5c7fffff,16.0,27.0,Persistent Hotspot,11.0,68.75,52.95,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33448888558746,-83.04255388746469,Greektown,Beaubien St & E Lafayette St,ALL
882ab2c5e9fffff,26.0,24.0,Persistent Hotspot,-2.0,-7.69,32.4,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.346487742123,-83.05797868865014,Midtown,Eliot St & Woodward Ave,ALL
882ab2c517fffff,26.0,21.0,Persistent Hotspot,-5.0,-19.23,28.35,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35303447624554,-83.06351801863737,Midtown,W Alexandrine St & Woodward Ave,ALL
882ab2c5ebfffff,31.0,20.0,Persistent Hotspot,-11.0,-35.48,27.0,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33698895689073,-83.05185272190664,Downtown,Woodward Ave & E Adams Ave,ALL
882ab2c5e3fffff,21.0,15.0,Persistent Hotspot,-6.0,-28.57,20.25,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33230278409165,-83.057812497388,Downtown,Bagley St & 3rd St,ALL
882ab2c507fffff,15.0,14.0,Persistent Hotspot,-1.0,-6.67,18.9,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37084340450591,-83.08143978295578,New Center Commons,Pallister St & 3rd St,ALL
882ab2c5edfffff,16.0,11.0,Declining Hotspot,-5.0,-31.25,11.0,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34911418809881,-83.07036049389534,Midtown,2nd Ave & W Willis St,ALL
882ab2c589fffff,16.0,9.0,Declining Hotspot,-7.0,-43.75,9.0,03,All,All,15.0,13.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.32951822804634,-83.04345088082768,Downtown,E Jefferson Ave & Woodward Ave,ALL
882ab2ce99fffff,1.0,12.0,Emerging Hotspot,11.0,1100.0,28.5,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.319742891837656,-83.09715415552316,Central Southwest,W Vernor Hwy & McKinstry St,ALL
882ab21b6dfffff,3.0,7.0,Emerging Hotspot,4.0,133.33,13.0,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.306819816618216,-83.123389561227,Springwells,Evans St & Lane St,ALL
882ab2ce8bfffff,9.0,12.0,Persistent Hotspot,3.0,33.33,20.7,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33115818280778,-83.11552683120816,Chadsey Condon,Kopernick St & Greusel St,ALL
882ab2ce81fffff,19.0,11.0,Persistent Hotspot,-8.0,-42.11,14.85,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33115106235354,-83.12738555727228,Claytown,Braden St & Michigan Ave,ALL
882ab2cebbfffff,12.0,8.0,Persistent Hotspot,-4.0,-33.33,10.8,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31239116905468,-83.12565401557374,Springwells,Pitt St & Central St,ALL
882ab2ce91fffff,13.0,7.0,Persistent Hotspot,-6.0,-46.15,9.45,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3159925152635,-83.1058310573894,Central Southwest,W Vernor Hwy & Infantry St,ALL
882ab2ce85fffff,7.0,6.0,Persistent Hotspot,-1.0,-14.29,8.1,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33349318542981,-83.13758908094766,Claytown,Springwells St & Michigan Ave,ALL
882ab2ce87fffff,8.0,6.0,Persistent Hotspot,-2.0,-25.0,8.1,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.32845428917315,-83.1326555870558,Claytown,Central St & Saint Stephens St,ALL
882ab2c5a7fffff,7.0,5.0,Declining Hotspot,-2.0,-28.57,5.0,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31513406069375,-83.08426337263808,West Side Industrial,W Fort St & W Grand Blvd,ALL
882ab2ce9bfffff,7.0,3.0,Declining Hotspot,-4.0,-57.14,3.0,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31544563774884,-83.09492520888647,Central Southwest,Clark Ct & Scotten St,ALL
882ab21b69fffff,8.0,1.0,Declining Hotspot,-7.0,-87.5,1.0,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.30524264898119,-83.11428715147315,Central Southwest,W Lafayette Blvd & Waterman St,ALL
882ab2cc91fffff,7.0,1.0,Declining Hotspot,-6.0,-85.71,1.0,04,All,All,7.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.27148389977326,-83.15746842809108,Boynton,Miami St & Fort St,ALL
882ab2c443fffff,1.0,11.0,Emerging Hotspot,10.0,1000.0,26.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.377479354464796,-82.98039213744937,East Village,Fairview St & Goethe Ave,ALL
882ab2c409fffff,2.0,8.0,Emerging Hotspot,6.0,300.0,17.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37500981705345,-82.98766788399288,East Village,Garland St & Mack Ave,ALL
882ab2c61dfffff,7.0,9.0,Emerging Hotspot,2.0,28.57,12.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40080060979948,-82.92754426594546,East English Village,Munich St & Cadieux Rd,ALL
882ab2c459fffff,4.0,7.0,Emerging Hotspot,3.0,75.0,11.5,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37487889846357,-82.95819021022517,Riverbend,Springle St & Kercheval St,ALL
882ab2c655fffff,6.0,8.0,Emerging Hotspot,2.0,33.33,11.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41480632289626,-82.92281696280148,Cornerstone Village,Farmbrook St & Chandler Park Dr,ALL
882ab2c615fffff,5.0,7.0,Emerging Hotspot,2.0,40.0,10.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.394551614185595,-82.93749823643489,Morningside,Devonshire Rd & Bremen St,ALL
882ab2c609fffff,8.0,14.0,Persistent Hotspot,6.0,75.0,27.9,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41645115121537,-82.93662829205026,Cornerstone Village,Harper Ave & Cadieux Rd,ALL
882ab2c631fffff,12.0,11.0,Persistent Hotspot,-1.0,-8.33,14.85,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38714249853913,-82.94979589089387,Fox Creek,Mack Ave & Ashland St,ALL
882ab2c635fffff,14.0,10.0,Persistent Hotspot,-4.0,-28.57,13.5,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39135826217982,-82.96495195885527,Fox Creek,Algonquin St & E Warren Ave,ALL
882ab2c45bfffff,8.0,6.0,Declining Hotspot,-2.0,-25.0,6.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36700154207343,-82.9502915294876,Jefferson Chalmers,Freud St & Navahoe St,ALL
882ab2c657fffff,11.0,6.0,Declining Hotspot,-5.0,-45.45,6.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40953785971232,-82.92037765440844,Cornerstone Village,E Warren Ave & Lodewyck St,ALL
882ab2c603fffff,10.0,5.0,Declining Hotspot,-5.0,-50.0,5.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40369039338166,-82.93892254021347,Morningside,Cornwall St & Courville St,ALL
882ab2c633fffff,8.0,5.0,Declining Hotspot,-3.0,-37.5,5.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.380902491220105,-82.9478932145682,Riverbend,Marlborough St & E Vernor Hwy,ALL
882ab2c63dfffff,11.0,5.0,Declining Hotspot,-6.0,-54.55,5.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39758862520959,-82.95633643022182,Chandler Park-Chalmers,Chalmers St & Chandler Park Dr,ALL
882ab2c607fffff,9.0,4.0,Declining Hotspot,-5.0,-55.56,4.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40426921770448,-82.946782649049,Morningside,Southampton St & Buckingham Ave,ALL
882ab2c447fffff,8.0,2.0,Declining Hotspot,-6.0,-75.0,2.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38318583168066,-82.99248847526599,West End,Saint Clair St & E Warren Ave,ALL
882ab2c639fffff,9.0,2.0,Declining Hotspot,-7.0,-77.78,2.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39798883461128,-82.9455426471501,Morningside,Nottingham Rd & E Warren Ave,ALL
882ab2c60bfffff,11.0,1.0,Declining Hotspot,-10.0,-90.91,1.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40710653011221,-82.9298219775658,East English Village,E Warren Ave & Cadieux Rd,ALL
882ab2c643fffff,9.0,1.0,Declining Hotspot,-8.0,-88.89,1.0,05,All,All,8.0,7.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4243933345952,-82.92889126964872,Cornerstone Village,Sanilac St & McCormick St,ALL
882ab2cc21fffff,5.0,14.0,Emerging Hotspot,9.0,180.0,27.5,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34315234829047,-83.23412532129498,Warrendale,Plainview Ave & W Warren Ave,ALL
882ab2cc4dfffff,6.0,14.0,Emerging Hotspot,8.0,133.33,26.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37248936031544,-83.19865003231494,Joy Community,Greenfield Rd & Elmira St,ALL
882ab2cc61fffff,5.0,9.0,Emerging Hotspot,4.0,80.0,15.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35943452020652,-83.22863982813003,Franklin Park,Piedmont St & Joy Rd,ALL
882ab2cc47fffff,8.0,10.0,Emerging Hotspot,2.0,25.0,13.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3581503152907,-83.20255001625861,Joy Community,Joy Rd & Prevost St,ALL
882ab2cc69fffff,8.0,10.0,Emerging Hotspot,2.0,25.0,13.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36502222882757,-83.22148946154108,Franklin Park,Faust Ave & W Chicago St,ALL
882ab2cc45fffff,8.0,9.0,Emerging Hotspot,1.0,12.5,10.5,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36758052235516,-83.2071011862954,Joy Community,Orangelawn St & Rutland St,ALL
882ab2cc6bfffff,12.0,16.0,Persistent Hotspot,4.0,33.33,27.6,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35788551697999,-83.2177437447962,Franklin Park,Dover St & Faust Ave,ALL
882ab2cc29fffff,19.0,16.0,Persistent Hotspot,-3.0,-15.79,21.6,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34683189148664,-83.22957637665513,Warrendale,W Warren Ave & Grandville Ave,ALL
882ab2cc2bfffff,10.0,12.0,Persistent Hotspot,2.0,20.0,19.2,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3396355461237,-83.22552174382412,Warrendale,Whitlock St & Brace St,ALL
882ab2cc09fffff,12.0,11.0,Persistent Hotspot,-1.0,-8.33,14.85,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35075676088239,-83.20284097004443,Warren Ave Community,Belton St & Mansfield St,ALL
882ab2cc67fffff,19.0,10.0,Persistent Hotspot,-9.0,-47.37,13.5,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.357531803043926,-83.23472815796163,Warrendale,Joy Rd & Plainview Ave,ALL
882ab2cc6dfffff,13.0,9.0,Persistent Hotspot,-4.0,-30.77,12.15,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.367172370506196,-83.23360434839358,Franklin Park,W Chicago St & Auburn St,ALL
882ab2cc63fffff,11.0,7.0,Declining Hotspot,-4.0,-36.36,7.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35408506549481,-83.22592644642474,Warrendale,Artesian St & Tireman St,ALL
882ab2cf17fffff,10.0,5.0,Declining Hotspot,-5.0,-50.0,5.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37203853363381,-83.22768893313481,Franklin Park,Warwick St & Plymouth Rd,ALL
882ab2cf33fffff,9.0,5.0,Declining Hotspot,-4.0,-44.44,5.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37185538731448,-83.2424824324133,Weatherby,Plymouth Rd & Burt Rd,ALL
882ab2cd5bfffff,15.0,4.0,Declining Hotspot,-11.0,-73.33,4.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35736392950543,-83.24322142637114,Warrendale,Braile St & Joy Rd,ALL
882ab2cc01fffff,11.0,2.0,Declining Hotspot,-9.0,-81.82,2.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34581838636176,-83.21156732537702,Warren Ave Community,Rutland St & Majestic St,ALL
882ab2cc65fffff,13.0,2.0,Declining Hotspot,-11.0,-84.62,2.0,06,All,All,9.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36278847805188,-83.2385830202015,Franklin Park,Braile St & W Chicago St,ALL
882ab2c465fffff,0.0,6.0,New Hotspot,6.0,,15.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.384541850367505,-83.02212268336102,Airport Sub,Lambert St & Townsend St,ALL
882ab2c407fffff,2.0,10.0,Emerging Hotspot,8.0,400.0,22.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.359099413201655,-83.00015676921029,Islandview,Van Dyke St & Kercheval St,ALL
882ab2c463fffff,4.0,9.0,Emerging Hotspot,5.0,125.0,16.5,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37753126162601,-83.01373223034801,Gratiot-Grand,Van Dyke St & Farnsworth St,ALL
882ab2c405fffff,4.0,6.0,Emerging Hotspot,2.0,50.0,9.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3679440568672,-83.00413973458626,Gratiot-Grand,Maxwell St & Mack Ave,ALL
882ab2c5cbfffff,13.0,22.0,Persistent Hotspot,9.0,69.23,43.2,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34008183968877,-83.02326650909899,Elmwood Park,E Jefferson Ave & Chene St,ALL
882ab2c5c9fffff,9.0,16.0,Persistent Hotspot,7.0,77.78,32.1,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34989070457273,-83.02647867706486,Elmwood Park,Prince Hall Dr & Chene St,ALL
882ab2c5c3fffff,20.0,19.0,Persistent Hotspot,-1.0,-5.0,25.65,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33474305414194,-83.03077624997024,Lafayette Park,E Jefferson Ave & Riopelle St,ALL
882ab2c437fffff,9.0,12.0,Persistent Hotspot,3.0,33.33,20.7,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34173030969738,-83.01454882139126,Rivertown,E Jefferson Ave & Mount Elliott St,ALL
882ab2c5ddfffff,8.0,7.0,Persistent Hotspot,-1.0,-12.5,9.45,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33582790351467,-83.02134896071638,Rivertown,Chene St & Atwater St,ALL
882ab2c431fffff,10.0,6.0,Persistent Hotspot,-4.0,-40.0,8.1,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34861796356519,-83.00511754877932,Islandview,E Congress St & E Grand Blvd,ALL
882ab2c439fffff,16.0,6.0,Persistent Hotspot,-10.0,-62.5,8.1,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35260766237538,-82.99683142812987,West Village,E Jefferson Ave & Parker St,ALL
882ab2c5c1fffff,9.0,5.0,Declining Hotspot,-4.0,-44.44,5.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34534193289553,-83.03870241821467,Lafayette Park,Market St & Winder St,ALL
882ab2c403fffff,8.0,2.0,Declining Hotspot,-6.0,-75.0,2.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35771720612544,-82.98749004822695,East Village,E Jefferson Ave & Holcomb St,ALL
882ab2c40dfffff,8.0,2.0,Declining Hotspot,-6.0,-75.0,2.0,07,All,All,8.0,6.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3773805305908,-82.99855687474579,Gratiot Woods,Belvidere St & Sylvester St,ALL
882ab2c1a7fffff,9.0,16.0,Emerging Hotspot,7.0,77.78,26.5,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.431854512084,-83.22311423997003,O'Hair Park,Cambridge Ave & Fenmore St,ALL
882ab2cab7fffff,9.0,14.0,Emerging Hotspot,5.0,55.56,21.5,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4276297665924,-83.28157185548717,Five Points,Lenore Ave & W 7 Mile Rd,ALL
882ab2c1b7fffff,6.0,12.0,Emerging Hotspot,6.0,100.0,21.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41404353029941,-83.20059466922922,Crary/St Marys,Greenfield Rd & Verne St,ALL
882ab2cf53fffff,5.0,11.0,Emerging Hotspot,6.0,120.0,20.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39390092710296,-83.19852028547436,Greenfield-Grand River,Greenfield Rd & Grand River Ave,ALL
882ab2c1a5fffff,3.0,9.0,Emerging Hotspot,6.0,200.0,18.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43800048246685,-83.22514597865347,O'Hair Park,Pembroke Ave & Greenview Ave,ALL
882ab2cf49fffff,9.0,12.0,Emerging Hotspot,3.0,33.33,16.5,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4249020384862,-83.22028535975966,Evergreen-Outer Drive,Faust Ave & Curtis St,ALL
882ab2cf69fffff,6.0,10.0,Emerging Hotspot,4.0,66.67,16.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42016043721571,-83.24931046117041,Holcomb Community,Bentler St & Bennett St,ALL
882ab2ca91fffff,8.0,9.0,Emerging Hotspot,1.0,12.5,10.5,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43477226571232,-83.24628460858469,Evergreen Lahser 7/8,Braile St & Vassar Ave,ALL
882ab2cab1fffff,12.0,14.0,Persistent Hotspot,2.0,16.67,21.9,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42907097577434,-83.2772023669593,Seven Mile-Rouge,Woodbine St & W 7 Mile Rd,ALL
882ab2cf61fffff,18.0,16.0,Persistent Hotspot,-2.0,-11.11,21.6,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41475939442511,-83.25385666729026,Holcomb Community,Grand River Ave & W McNichols Rd,ALL
882ab2c1abfffff,11.0,13.0,Persistent Hotspot,2.0,18.18,20.55,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43753319658197,-83.20543831273105,Greenfield,Mansfield St & Vassar Ave,ALL
882ab2ca93fffff,15.0,11.0,Persistent Hotspot,-4.0,-26.67,14.85,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.429480246909215,-83.24185274439623,Holcomb Community,Evergreen Rd & W 7 Mile Rd,ALL
882ab2cf0dfffff,11.0,11.0,Persistent Hotspot,0.0,0.0,14.85,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40606852189629,-83.23864513287191,Brightmoor,Grand River Ave & Evergreen Rd,ALL
882ab2c1b5fffff,13.0,7.0,Declining Hotspot,-6.0,-46.15,7.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42297055935113,-83.20713123862879,College Park,Curtis St & Rutherford St,ALL
882ab2cf4bfffff,10.0,6.0,Declining Hotspot,-4.0,-40.0,6.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41556560369285,-83.2187171973734,College Park,N M 39 & W McNichols Rd,ALL
882ab2cf4dfffff,10.0,6.0,Declining Hotspot,-4.0,-40.0,6.0,08,All,All,10.0,9.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42666967358885,-83.23200430290795,Evergreen-Outer Drive,Huntington Rd & W 7 Mile Rd,ALL
