h3_cell,previous_14d,current_14d,hotspot_status,change_14d,pct_change_14d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_14d_start,previous_14d_end,current_14d_start,current_14d_end,latitude,longitude,neighborhood,nearest_intersection,neighborhood_scope
882ab2c70bfffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41871320168853,-83.01013436136894,LaSalle College Park,Portlance St & Canonbury St,ALL
882ab2c757fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41897645684438,-83.0004888977875,LaSalle College Park,Bradford St & College St,ALL
882ab2ca95fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43717345549477,-83.25789207627787,Berg-Lahser,Cooley St & Pembroke Ave,ALL
882ab2cc65fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36278847805188,-83.2385830202015,Franklin Park,Braile St & W Chicago St,ALL
882ab2ce4dfffff,5.0,0.0,Declining Hotspot,-5.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41431836545492,-83.1510049738483,Fitzgerald/Marygrove,Greenlawn St & Florence St,ALL
882ab2cebbfffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,ALL,Category Focus,Vehicle-Related Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31239116905468,-83.12565401557374,Springwells,Pitt St & Central St,ALL
882ab2ce67fffff,0.0,5.0,New Hotspot,5.0,,12.5,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.399836755734746,-83.18123826092473,Bethune Community,Fenkell St & Lesure St,ALL
882ab2c1b3fffff,3.0,6.0,Emerging Hotspot,3.0,100.0,10.5,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41527749380133,-83.19061174723149,Hubbell-Puritan,Hubbell St & W McNichols Rd,ALL
882ab2ce3dfffff,3.0,5.0,Emerging Hotspot,2.0,66.67,8.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.377400956464726,-83.1744212051598,Pride Area Community,Capitol St & Littlefield St,ALL
882ab2ce2bfffff,3.0,4.0,Emerging Hotspot,1.0,33.33,5.5,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.382114809247966,-83.17420340824691,Grand River-I96,Grand River Ave & Steel St,ALL
882ab2cc43fffff,4.0,5.0,Persistent Hotspot,1.0,25.0,8.25,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3581573892756,-83.19484590514558,We Care Community,Prest St & Joy Rd,ALL
882ab2cc49fffff,5.0,4.0,Persistent Hotspot,-1.0,-20.0,5.4,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37036084151232,-83.18774033766033,Plymouth-Hubbell,Plymouth Rd & Hubbell St,ALL
882ab2ce65fffff,5.0,4.0,Persistent Hotspot,-1.0,-20.0,5.4,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40724645107675,-83.18849623086835,Bethune Community,Puritan St & Lauder St,ALL
882ab2cf5bfffff,5.0,4.0,Persistent Hotspot,-1.0,-20.0,5.4,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39947303552569,-83.19627337183282,Hubbell-Lyndon,Greenfield Rd & Chalfonte St,ALL
882ab2ce2dfffff,5.0,3.0,Declining Hotspot,-2.0,-40.0,3.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.394350401322384,-83.19464517251573,Hubbell-Lyndon,Whitcomb St & Lyndon St,ALL
882ab2ce35fffff,5.0,3.0,Declining Hotspot,-2.0,-40.0,3.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37073018157518,-83.17724394515463,Barton-McFarland,Plymouth Rd & Schaefer Hwy,ALL
882ab2ce07fffff,6.0,2.0,Declining Hotspot,-4.0,-66.67,2.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38069478997817,-83.16430575390635,Grand River-I96,Grand River Ave & Meyers Rd,ALL
882ab2ceedfffff,4.0,2.0,Declining Hotspot,-2.0,-50.0,2.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35669125918619,-83.1519150298148,Barton-McFarland,Mackenzie St & Northlawn St,ALL
882ab2cc41fffff,4.0,1.0,Declining Hotspot,-3.0,-75.0,1.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36536954332674,-83.19728018889778,Joy Community,Greenfield Rd & W Chicago St,ALL
882ab2ce23fffff,4.0,1.0,Declining Hotspot,-3.0,-75.0,1.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3762607459081,-83.17814312517497,Paveway,Castleton St & Schaefer Hwy,ALL
882ab2ce15fffff,4.0,0.0,Declining Hotspot,-4.0,-100.0,0.0,02,Category Focus,Violent Crime,4.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37507720239606,-83.15064272869569,Littlefield Community,Elmhurst St & Cloverdale St,ALL
882ab2c58dfffff,17.0,15.0,Persistent Hotspot,-2.0,-11.76,20.25,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33168460389816,-83.05118315473347,Downtown,Michigan Ave & Cass Ave,ALL
882ab2c5e3fffff,5.0,9.0,Persistent Hotspot,4.0,80.0,18.15,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33230278409165,-83.057812497388,Downtown,Bagley St & 3rd St,ALL
882ab2c5c7fffff,7.0,8.0,Persistent Hotspot,1.0,14.29,12.3,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33448888558746,-83.04255388746469,Greektown,Beaubien St & E Lafayette St,ALL
882ab2c517fffff,8.0,6.0,Persistent Hotspot,-2.0,-25.0,8.1,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35303447624554,-83.06351801863737,Midtown,W Alexandrine St & Woodward Ave,ALL
882ab2c507fffff,5.0,5.0,Persistent Hotspot,0.0,0.0,6.75,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37084340450591,-83.08143978295578,New Center Commons,Pallister St & 3rd St,ALL
882ab2c515fffff,5.0,5.0,Persistent Hotspot,0.0,0.0,6.75,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36213830541824,-83.067788882376,Cultural Center,E Palmer St & Woodward Ave,ALL
882ab2c5ebfffff,12.0,5.0,Persistent Hotspot,-7.0,-58.33,6.75,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33698895689073,-83.05185272190664,Downtown,Woodward Ave & E Adams Ave,ALL
882ab2c589fffff,7.0,2.0,Declining Hotspot,-5.0,-71.43,2.0,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.32951822804634,-83.04345088082768,Downtown,E Jefferson Ave & Woodward Ave,ALL
882ab2c5e9fffff,7.0,2.0,Declining Hotspot,-5.0,-71.43,2.0,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.346487742123,-83.05797868865014,Midtown,Eliot St & Woodward Ave,ALL
882ab2c5edfffff,5.0,1.0,Declining Hotspot,-4.0,-80.0,1.0,03,Category Focus,Violent Crime,5.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34911418809881,-83.07036049389534,Midtown,2nd Ave & W Willis St,ALL
882ab2ced7fffff,0.0,5.0,New Hotspot,5.0,,12.5,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33127262597866,-83.10601253238046,Chadsey Condon,28th St & Magnolia St,ALL
882ab2ce83fffff,0.0,3.0,New Hotspot,3.0,,7.5,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.32603957968668,-83.12425458673599,Claytown,Clayton St & Martin St,ALL
882ab2ce99fffff,1.0,5.0,Emerging Hotspot,4.0,400.0,11.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.319742891837656,-83.09715415552316,Central Southwest,W Vernor Hwy & McKinstry St,ALL
882ab21b6dfffff,1.0,4.0,Emerging Hotspot,3.0,300.0,8.5,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.306819816618216,-83.123389561227,Springwells,Evans St & Lane St,ALL
882ab2ce91fffff,2.0,3.0,Emerging Hotspot,1.0,50.0,4.5,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3159925152635,-83.1058310573894,Central Southwest,W Vernor Hwy & Infantry St,ALL
882ab2ce8bfffff,3.0,3.0,Persistent Hotspot,0.0,0.0,4.05,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33115818280778,-83.11552683120816,Chadsey Condon,Kopernick St & Greusel St,ALL
882ab2cebbfffff,4.0,3.0,Persistent Hotspot,-1.0,-25.0,4.05,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31239116905468,-83.12565401557374,Springwells,Pitt St & Central St,ALL
882ab2c5a5fffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.32199114394888,-83.08802171555683,Mexicantown,Bagley St & 23rd St,ALL
882ab2ce81fffff,6.0,2.0,Declining Hotspot,-4.0,-66.67,2.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33115106235354,-83.12738555727228,Claytown,Braden St & Michigan Ave,ALL
882ab2ce85fffff,4.0,2.0,Declining Hotspot,-2.0,-50.0,2.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33349318542981,-83.13758908094766,Claytown,Springwells St & Michigan Ave,ALL
882ab2c5a7fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.31513406069375,-83.08426337263808,West Side Industrial,W Fort St & W Grand Blvd,ALL
882ab2cc91fffff,4.0,0.0,Declining Hotspot,-4.0,-100.0,0.0,04,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.27148389977326,-83.15746842809108,Boynton,Miami St & Fort St,ALL
882ab2c443fffff,0.0,6.0,New Hotspot,6.0,,15.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.377479354464796,-82.98039213744937,East Village,Fairview St & Goethe Ave,ALL
882ab2c623fffff,0.0,3.0,New Hotspot,3.0,,7.5,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40136960330461,-82.97253267688968,Chandler Park,Harper Ave & Dickerson St,ALL
882ab2c457fffff,1.0,3.0,Emerging Hotspot,2.0,200.0,6.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35976899503318,-82.97033546589279,Marina District,Fairview St & Freud St,ALL
882ab2c655fffff,1.0,3.0,Emerging Hotspot,2.0,200.0,6.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41480632289626,-82.92281696280148,Cornerstone Village,Farmbrook St & Chandler Park Dr,ALL
882ab2c609fffff,3.0,9.0,Persistent Hotspot,6.0,200.0,21.15,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41645115121537,-82.93662829205026,Cornerstone Village,Harper Ave & Cadieux Rd,ALL
882ab2c631fffff,3.0,4.0,Persistent Hotspot,1.0,33.33,6.9,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38714249853913,-82.94979589089387,Fox Creek,Mack Ave & Ashland St,ALL
882ab2c615fffff,3.0,3.0,Persistent Hotspot,0.0,0.0,4.05,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.394551614185595,-82.93749823643489,Morningside,Devonshire Rd & Bremen St,ALL
882ab2c459fffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37487889846357,-82.95819021022517,Riverbend,Springle St & Kercheval St,ALL
882ab2c45bfffff,3.0,1.0,Declining Hotspot,-2.0,-66.67,1.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36700154207343,-82.9502915294876,Jefferson Chalmers,Freud St & Navahoe St,ALL
882ab2c60bfffff,3.0,1.0,Declining Hotspot,-2.0,-66.67,1.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40710653011221,-82.9298219775658,East English Village,E Warren Ave & Cadieux Rd,ALL
882ab2c635fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39135826217982,-82.96495195885527,Fox Creek,Algonquin St & E Warren Ave,ALL
882ab2c639fffff,5.0,0.0,Declining Hotspot,-5.0,-100.0,0.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39798883461128,-82.9455426471501,Morningside,Nottingham Rd & E Warren Ave,ALL
882ab2c63dfffff,4.0,0.0,Declining Hotspot,-4.0,-100.0,0.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39758862520959,-82.95633643022182,Chandler Park-Chalmers,Chalmers St & Chandler Park Dr,ALL
882ab2c643fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4243933345952,-82.92889126964872,Cornerstone Village,Sanilac St & McCormick St,ALL
882ab2c6a9fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,05,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.360557504765694,-82.93769097643407,Jefferson Chalmers,Scripps St & Lakewood St,ALL
882ab2cc2bfffff,2.0,7.0,Emerging Hotspot,5.0,250.0,14.5,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3396355461237,-83.22552174382412,Warrendale,Whitlock St & Brace St,ALL
882ab2cc61fffff,3.0,7.0,Emerging Hotspot,4.0,133.33,13.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35943452020652,-83.22863982813003,Franklin Park,Piedmont St & Joy Rd,ALL
882ab2cc4dfffff,1.0,5.0,Emerging Hotspot,4.0,400.0,11.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37248936031544,-83.19865003231494,Joy Community,Greenfield Rd & Elmira St,ALL
882ab2cc09fffff,2.0,5.0,Emerging Hotspot,3.0,150.0,9.5,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35075676088239,-83.20284097004443,Warren Ave Community,Belton St & Mansfield St,ALL
882ab2cc45fffff,5.0,7.0,Persistent Hotspot,2.0,40.0,12.45,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36758052235516,-83.2071011862954,Joy Community,Orangelawn St & Rutland St,ALL
882ab2cc63fffff,4.0,5.0,Persistent Hotspot,1.0,25.0,8.25,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35408506549481,-83.22592644642474,Warrendale,Artesian St & Tireman St,ALL
882ab2cc67fffff,7.0,5.0,Persistent Hotspot,-2.0,-28.57,6.75,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.357531803043926,-83.23472815796163,Warrendale,Joy Rd & Plainview Ave,ALL
882ab2cc6dfffff,5.0,5.0,Persistent Hotspot,0.0,0.0,6.75,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.367172370506196,-83.23360434839358,Franklin Park,W Chicago St & Auburn St,ALL
882ab2cc47fffff,5.0,4.0,Declining Hotspot,-1.0,-20.0,4.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3581503152907,-83.20255001625861,Joy Community,Joy Rd & Prevost St,ALL
882ab2cc69fffff,4.0,4.0,Declining Hotspot,0.0,0.0,4.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36502222882757,-83.22148946154108,Franklin Park,Faust Ave & W Chicago St,ALL
882ab2cd5bfffff,7.0,3.0,Declining Hotspot,-4.0,-57.14,3.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35736392950543,-83.24322142637114,Warrendale,Braile St & Joy Rd,ALL
882ab2cc01fffff,5.0,1.0,Declining Hotspot,-4.0,-80.0,1.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34581838636176,-83.21156732537702,Warren Ave Community,Rutland St & Majestic St,ALL
882ab2cc65fffff,7.0,1.0,Declining Hotspot,-6.0,-85.71,1.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.36278847805188,-83.2385830202015,Franklin Park,Braile St & W Chicago St,ALL
882ab2cf27fffff,4.0,1.0,Declining Hotspot,-3.0,-75.0,1.0,06,Category Focus,Violent Crime,4.0,5.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.38806648038019,-83.27339320260184,Eliza Howell,Riverview St & Dale St,ALL
882ab2c407fffff,0.0,6.0,New Hotspot,6.0,,15.0,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.359099413201655,-83.00015676921029,Islandview,Van Dyke St & Kercheval St,ALL
882ab2c465fffff,0.0,3.0,New Hotspot,3.0,,7.5,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.384541850367505,-83.02212268336102,Airport Sub,Lambert St & Townsend St,ALL
882ab2c5c9fffff,2.0,7.0,Emerging Hotspot,5.0,250.0,14.5,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34989070457273,-83.02647867706486,Elmwood Park,Prince Hall Dr & Chene St,ALL
882ab2c463fffff,1.0,3.0,Emerging Hotspot,2.0,200.0,6.0,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.37753126162601,-83.01373223034801,Gratiot-Grand,Van Dyke St & Farnsworth St,ALL
882ab2c513fffff,2.0,3.0,Emerging Hotspot,1.0,50.0,4.5,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35146420062658,-83.05097964856536,Forest Park,Beaubien St & Mack Ave,ALL
882ab2c5cbfffff,9.0,11.0,Persistent Hotspot,2.0,22.22,17.85,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.34008183968877,-83.02326650909899,Elmwood Park,E Jefferson Ave & Chene St,ALL
882ab2c5c3fffff,6.0,5.0,Persistent Hotspot,-1.0,-16.67,6.75,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.33474305414194,-83.03077624997024,Lafayette Park,E Jefferson Ave & Riopelle St,ALL
882ab2c439fffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.35260766237538,-82.99683142812987,West Village,E Jefferson Ave & Parker St,ALL
882ab2c40dfffff,5.0,0.0,Declining Hotspot,-5.0,-100.0,0.0,07,Category Focus,Violent Crime,3.0,3.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.3773805305908,-82.99855687474579,Gratiot Woods,Belvidere St & Sylvester St,ALL
882ab2cab7fffff,2.0,7.0,Emerging Hotspot,5.0,250.0,14.5,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4276297665924,-83.28157185548717,Five Points,Lenore Ave & W 7 Mile Rd,ALL
882ab2c1a5fffff,1.0,6.0,Emerging Hotspot,5.0,500.0,13.5,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43800048246685,-83.22514597865347,O'Hair Park,Pembroke Ave & Greenview Ave,ALL
882ab2cf49fffff,2.0,6.0,Emerging Hotspot,4.0,200.0,12.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.4249020384862,-83.22028535975966,Evergreen-Outer Drive,Faust Ave & Curtis St,ALL
882ab2cf53fffff,2.0,4.0,Emerging Hotspot,2.0,100.0,7.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.39390092710296,-83.19852028547436,Greenfield-Grand River,Greenfield Rd & Grand River Ave,ALL
882ab2cf67fffff,2.0,4.0,Emerging Hotspot,2.0,100.0,7.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.409839316145636,-83.26409156275496,Riverdale,Puritan St & Chatham St,ALL
882ab2cab1fffff,3.0,6.0,Persistent Hotspot,3.0,100.0,12.6,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42907097577434,-83.2772023669593,Seven Mile-Rouge,Woodbine St & W 7 Mile Rd,ALL
882ab2c8dbfffff,4.0,6.0,Persistent Hotspot,2.0,50.0,11.1,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.412042049126136,-83.27729429805335,Riverdale,Telegraph Rd & Grove St,ALL
882ab2cf61fffff,7.0,5.0,Persistent Hotspot,-2.0,-28.57,6.75,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41475939442511,-83.25385666729026,Holcomb Community,Grand River Ave & W McNichols Rd,ALL
882ab2c1b5fffff,6.0,4.0,Persistent Hotspot,-2.0,-33.33,5.4,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42297055935113,-83.20713123862879,College Park,Curtis St & Rutherford St,ALL
882ab2cf69fffff,4.0,4.0,Persistent Hotspot,0.0,0.0,5.4,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.42016043721571,-83.24931046117041,Holcomb Community,Bentler St & Bennett St,ALL
882ab2ca93fffff,8.0,3.0,Declining Hotspot,-5.0,-62.5,3.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.429480246909215,-83.24185274439623,Holcomb Community,Evergreen Rd & W 7 Mile Rd,ALL
882ab2c1bdfffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43042782879473,-83.19994109211746,Greenfield,Forrer St & W 7 Mile Rd,ALL
882ab2c8d1fffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41434808720639,-83.28362714693897,The Eye,Winston St & W McNichols Rd,ALL
882ab2cf41fffff,3.0,2.0,Declining Hotspot,-1.0,-33.33,2.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.418280378454774,-83.22688528734795,Evergreen-Outer Drive,Greenview Ave & W Outer Dr,ALL
882ab2c1a1fffff,6.0,1.0,Declining Hotspot,-5.0,-83.33,1.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.439174239034166,-83.21460575137706,Greenfield,Fargo St & Biltmore St,ALL
882ab2cf0dfffff,5.0,1.0,Declining Hotspot,-4.0,-80.0,1.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40606852189629,-83.23864513287191,Brightmoor,Grand River Ave & Evergreen Rd,ALL
882ab2cf55fffff,4.0,1.0,Declining Hotspot,-3.0,-75.0,1.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.40286900559771,-83.21851212936554,Crary/St Marys,Grand River Ave & N M 39,ALL
882ab2cf6bfffff,4.0,1.0,Declining Hotspot,-3.0,-75.0,1.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.412977643626206,-83.24368519260643,McNichols Evergreen,W McNichols Rd & Vaughan St,ALL
882ab2c1a9fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.44295406852501,-83.20392125992078,Greenfield,Motor Dr & N M 10,ALL
882ab2c8d9fffff,3.0,0.0,Declining Hotspot,-3.0,-100.0,0.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.41454150000466,-83.27882245119983,The Eye,Telegraph Rd & W McNichols Rd,ALL
882ab2cabbfffff,4.0,0.0,Declining Hotspot,-4.0,-100.0,0.0,08,Category Focus,Violent Crime,3.0,4.0,2026-08-22,2026-09-04,2026-09-05,2026-09-18,42.43240229744031,-83.26324115849212,Berg-Lahser,Cooley St & Vassar Ave,ALL
