period,precinct_norm,selection_type,selection_name,weekday,time_block,incident_count
YTD,03,Category Focus,Gun-Related,Monday,00:00-05:59,8
YTD,03,Category Focus,Gun-Related,Monday,06:00-11:59,5
YTD,03,Category Focus,Gun-Related,Monday,12:00-17:59,5
YTD,03,Category Focus,Gun-Related,Monday,18:00-23:59,14
YTD,03,Category Focus,Gun-Related,Saturday,00:00-05:59,14
YTD,03,Category Focus,Gun-Related,Saturday,06:00-11:59,1
YTD,03,Category Focus,Gun-Related,Saturday,12:00-17:59,3
YTD,03,Category Focus,Gun-Related,Saturday,18:00-23:59,13
YTD,03,Category Focus,Gun-Related,Sunday,00:00-05:59,15
YTD,03,Category Focus,Gun-Related,Sunday,06:00-11:59,1
YTD,03,Category Focus,Gun-Related,Sunday,12:00-17:59,3
YTD,03,Category Focus,Gun-Related,Sunday,18:00-23:59,14
YTD,03,Category Focus,Gun-Related,Thursday,00:00-05:59,4
YTD,03,Category Focus,Gun-Related,Thursday,06:00-11:59,3
YTD,03,Category Focus,Gun-Related,Thursday,12:00-17:59,5
YTD,03,Category Focus,Gun-Related,Thursday,18:00-23:59,4
YTD,03,Category Focus,Gun-Related,Tuesday,00:00-05:59,4
YTD,03,Category Focus,Gun-Related,Tuesday,06:00-11:59,1
YTD,03,Category Focus,Gun-Related,Tuesday,12:00-17:59,8
YTD,03,Category Focus,Gun-Related,Tuesday,18:00-23:59,5
YTD,03,Category Focus,Gun-Related,Wednesday,00:00-05:59,3
YTD,03,Category Focus,Gun-Related,Wednesday,06:00-11:59,3
YTD,03,Category Focus,Gun-Related,Wednesday,12:00-17:59,8
YTD,03,Category Focus,Gun-Related,Wednesday,18:00-23:59,3
YTD,03,Category Focus,Property Crime,Friday,00:00-05:59,125
YTD,03,Category Focus,Property Crime,Friday,06:00-11:59,176
YTD,03,Category Focus,Property Crime,Friday,12:00-17:59,258
YTD,03,Category Focus,Property Crime,Friday,18:00-23:59,231
YTD,03,Category Focus,Property Crime,Monday,00:00-05:59,114
YTD,03,Category Focus,Property Crime,Monday,06:00-11:59,129
YTD,03,Category Focus,Property Crime,Monday,12:00-17:59,212
YTD,03,Category Focus,Property Crime,Monday,18:00-23:59,206
YTD,03,Category Focus,Property Crime,Saturday,00:00-05:59,206
YTD,03,Category Focus,Property Crime,Saturday,06:00-11:59,97
YTD,03,Category Focus,Property Crime,Saturday,12:00-17:59,217
YTD,03,Category Focus,Property Crime,Saturday,18:00-23:59,341
YTD,03,Category Focus,Property Crime,Sunday,00:00-05:59,226
YTD,03,Category Focus,Property Crime,Sunday,06:00-11:59,99
YTD,03,Category Focus,Property Crime,Sunday,12:00-17:59,194
YTD,03,Category Focus,Property Crime,Sunday,18:00-23:59,295
YTD,03,Category Focus,Property Crime,Thursday,00:00-05:59,101
YTD,03,Category Focus,Property Crime,Thursday,06:00-11:59,127
YTD,03,Category Focus,Property Crime,Thursday,12:00-17:59,189
YTD,03,Category Focus,Property Crime,Thursday,18:00-23:59,213
YTD,03,Category Focus,Property Crime,Tuesday,00:00-05:59,98
YTD,03,Category Focus,Property Crime,Tuesday,06:00-11:59,139
YTD,03,Category Focus,Property Crime,Tuesday,12:00-17:59,217
YTD,03,Category Focus,Property Crime,Tuesday,18:00-23:59,193
YTD,03,Category Focus,Property Crime,Wednesday,00:00-05:59,109
YTD,03,Category Focus,Property Crime,Wednesday,06:00-11:59,150
YTD,03,Category Focus,Property Crime,Wednesday,12:00-17:59,196
YTD,03,Category Focus,Property Crime,Wednesday,18:00-23:59,238
YTD,03,Category Focus,Larceny,Friday,00:00-05:59,43
YTD,03,Category Focus,Larceny,Friday,06:00-11:59,83
YTD,03,Category Focus,Larceny,Friday,12:00-17:59,146
YTD,03,Category Focus,Larceny,Friday,18:00-23:59,112
YTD,03,Category Focus,Larceny,Monday,00:00-05:59,57
YTD,03,Category Focus,Larceny,Monday,06:00-11:59,65
YTD,03,Category Focus,Larceny,Monday,12:00-17:59,116
YTD,03,Category Focus,Larceny,Monday,18:00-23:59,99
YTD,03,Category Focus,Larceny,Saturday,00:00-05:59,87
YTD,03,Category Focus,Larceny,Saturday,06:00-11:59,44
YTD,03,Category Focus,Larceny,Saturday,12:00-17:59,111
YTD,03,Category Focus,Larceny,Saturday,18:00-23:59,165
YTD,03,Category Focus,Larceny,Sunday,00:00-05:59,118
YTD,03,Category Focus,Larceny,Sunday,06:00-11:59,49
YTD,03,Category Focus,Larceny,Sunday,12:00-17:59,98
YTD,03,Category Focus,Larceny,Sunday,18:00-23:59,146
YTD,03,Category Focus,Larceny,Thursday,00:00-05:59,36
YTD,03,Category Focus,Larceny,Thursday,06:00-11:59,66
YTD,03,Category Focus,Larceny,Thursday,12:00-17:59,100
YTD,03,Category Focus,Larceny,Thursday,18:00-23:59,89
YTD,03,Category Focus,Larceny,Tuesday,00:00-05:59,43
YTD,03,Category Focus,Larceny,Tuesday,06:00-11:59,60
YTD,03,Category Focus,Larceny,Tuesday,12:00-17:59,102
YTD,03,Category Focus,Larceny,Tuesday,18:00-23:59,93
YTD,03,Category Focus,Larceny,Wednesday,00:00-05:59,46
YTD,03,Category Focus,Larceny,Wednesday,06:00-11:59,76
YTD,03,Category Focus,Larceny,Wednesday,12:00-17:59,101
YTD,03,Category Focus,Larceny,Wednesday,18:00-23:59,107
YTD,04,All,All,Friday,00:00-05:59,109
YTD,04,All,All,Friday,06:00-11:59,123
YTD,04,All,All,Friday,12:00-17:59,210
YTD,04,All,All,Friday,18:00-23:59,197
YTD,04,All,All,Monday,00:00-05:59,141
YTD,04,All,All,Monday,06:00-11:59,133
YTD,04,All,All,Monday,12:00-17:59,183
YTD,04,All,All,Monday,18:00-23:59,203
YTD,04,All,All,Saturday,00:00-05:59,160
YTD,04,All,All,Saturday,06:00-11:59,89
YTD,04,All,All,Saturday,12:00-17:59,174
YTD,04,All,All,Saturday,18:00-23:59,202
YTD,04,All,All,Sunday,00:00-05:59,196
YTD,04,All,All,Sunday,06:00-11:59,98
YTD,04,All,All,Sunday,12:00-17:59,167
YTD,04,All,All,Sunday,18:00-23:59,185
YTD,04,All,All,Thursday,00:00-05:59,103
YTD,04,All,All,Thursday,06:00-11:59,79
YTD,04,All,All,Thursday,12:00-17:59,203
YTD,04,All,All,Thursday,18:00-23:59,193
YTD,04,All,All,Tuesday,00:00-05:59,84
YTD,04,All,All,Tuesday,06:00-11:59,131
YTD,04,All,All,Tuesday,12:00-17:59,223
YTD,04,All,All,Tuesday,18:00-23:59,161
YTD,04,All,All,Wednesday,00:00-05:59,107
YTD,04,All,All,Wednesday,06:00-11:59,89
YTD,04,All,All,Wednesday,12:00-17:59,203
YTD,04,All,All,Wednesday,18:00-23:59,167
YTD,04,Crime Type,AGGRAVATED ASSAULT,Friday,00:00-05:59,9
YTD,04,Crime Type,AGGRAVATED ASSAULT,Friday,06:00-11:59,11
YTD,04,Crime Type,AGGRAVATED ASSAULT,Friday,12:00-17:59,8
YTD,04,Crime Type,AGGRAVATED ASSAULT,Friday,18:00-23:59,17
YTD,04,Crime Type,AGGRAVATED ASSAULT,Monday,00:00-05:59,17
YTD,04,Crime Type,AGGRAVATED ASSAULT,Monday,06:00-11:59,7
YTD,04,Crime Type,AGGRAVATED ASSAULT,Monday,12:00-17:59,11
YTD,04,Crime Type,AGGRAVATED ASSAULT,Monday,18:00-23:59,19
YTD,04,Crime Type,AGGRAVATED ASSAULT,Saturday,00:00-05:59,18
YTD,04,Crime Type,AGGRAVATED ASSAULT,Saturday,06:00-11:59,3
YTD,04,Crime Type,AGGRAVATED ASSAULT,Saturday,12:00-17:59,9
YTD,04,Crime Type,AGGRAVATED ASSAULT,Saturday,18:00-23:59,24
YTD,04,Crime Type,AGGRAVATED ASSAULT,Sunday,00:00-05:59,25
YTD,04,Crime Type,AGGRAVATED ASSAULT,Sunday,06:00-11:59,9
YTD,04,Crime Type,AGGRAVATED ASSAULT,Sunday,12:00-17:59,13
YTD,04,Crime Type,AGGRAVATED ASSAULT,Sunday,18:00-23:59,15
YTD,04,Crime Type,AGGRAVATED ASSAULT,Thursday,00:00-05:59,13
YTD,04,Crime Type,AGGRAVATED ASSAULT,Thursday,06:00-11:59,6
YTD,04,Crime Type,AGGRAVATED ASSAULT,Thursday,12:00-17:59,13
YTD,04,Crime Type,AGGRAVATED ASSAULT,Thursday,18:00-23:59,18
YTD,04,Crime Type,AGGRAVATED ASSAULT,Tuesday,00:00-05:59,11
YTD,04,Crime Type,AGGRAVATED ASSAULT,Tuesday,06:00-11:59,6
YTD,04,Crime Type,AGGRAVATED ASSAULT,Tuesday,12:00-17:59,17
YTD,04,Crime Type,AGGRAVATED ASSAULT,Tuesday,18:00-23:59,12
YTD,04,Crime Type,AGGRAVATED ASSAULT,Wednesday,00:00-05:59,10
YTD,04,Crime Type,AGGRAVATED ASSAULT,Wednesday,06:00-11:59,11
YTD,04,Crime Type,AGGRAVATED ASSAULT,Wednesday,12:00-17:59,11
YTD,04,Crime Type,AGGRAVATED ASSAULT,Wednesday,18:00-23:59,12
YTD,04,Crime Type,ARSON,Friday,00:00-05:59,1
YTD,04,Crime Type,ARSON,Friday,06:00-11:59,2
YTD,04,Crime Type,ARSON,Friday,18:00-23:59,1
YTD,04,Crime Type,ARSON,Monday,00:00-05:59,3
YTD,04,Crime Type,ARSON,Monday,18:00-23:59,1
YTD,04,Crime Type,ARSON,Saturday,00:00-05:59,2
YTD,04,Crime Type,ARSON,Sunday,00:00-05:59,3
YTD,04,Crime Type,ARSON,Sunday,06:00-11:59,1
YTD,04,Crime Type,ARSON,Sunday,18:00-23:59,1
YTD,04,Crime Type,ARSON,Thursday,18:00-23:59,1
YTD,04,Crime Type,ARSON,Tuesday,00:00-05:59,1
YTD,04,Crime Type,ARSON,Tuesday,06:00-11:59,1
YTD,04,Crime Type,ARSON,Tuesday,12:00-17:59,1
YTD,04,Crime Type,ARSON,Tuesday,18:00-23:59,1
YTD,04,Crime Type,ARSON,Wednesday,00:00-05:59,1
YTD,04,Crime Type,ARSON,Wednesday,18:00-23:59,3
YTD,04,Crime Type,ASSAULT,Friday,00:00-05:59,23
YTD,04,Crime Type,ASSAULT,Friday,06:00-11:59,24
YTD,04,Crime Type,ASSAULT,Friday,12:00-17:59,33
YTD,04,Crime Type,ASSAULT,Friday,18:00-23:59,33
YTD,04,Crime Type,ASSAULT,Monday,00:00-05:59,31
YTD,04,Crime Type,ASSAULT,Monday,06:00-11:59,29
YTD,04,Crime Type,ASSAULT,Monday,12:00-17:59,34
YTD,04,Crime Type,ASSAULT,Monday,18:00-23:59,54
YTD,04,Crime Type,ASSAULT,Saturday,00:00-05:59,42
YTD,04,Crime Type,ASSAULT,Saturday,06:00-11:59,19
YTD,04,Crime Type,ASSAULT,Saturday,12:00-17:59,36
YTD,04,Crime Type,ASSAULT,Saturday,18:00-23:59,42
YTD,04,Crime Type,ASSAULT,Sunday,00:00-05:59,63
YTD,04,Crime Type,ASSAULT,Sunday,06:00-11:59,29
YTD,04,Crime Type,ASSAULT,Sunday,12:00-17:59,37
YTD,04,Crime Type,ASSAULT,Sunday,18:00-23:59,38
YTD,04,Crime Type,ASSAULT,Thursday,00:00-05:59,23
YTD,04,Crime Type,ASSAULT,Thursday,06:00-11:59,22
YTD,04,Crime Type,ASSAULT,Thursday,12:00-17:59,39
YTD,04,Crime Type,ASSAULT,Thursday,18:00-23:59,47
YTD,04,Crime Type,ASSAULT,Tuesday,00:00-05:59,16
YTD,04,Crime Type,ASSAULT,Tuesday,06:00-11:59,26
YTD,04,Crime Type,ASSAULT,Tuesday,12:00-17:59,49
YTD,04,Crime Type,ASSAULT,Tuesday,18:00-23:59,28
YTD,04,Crime Type,ASSAULT,Wednesday,00:00-05:59,24
YTD,04,Crime Type,ASSAULT,Wednesday,06:00-11:59,11
YTD,04,Crime Type,ASSAULT,Wednesday,12:00-17:59,39
YTD,04,Crime Type,ASSAULT,Wednesday,18:00-23:59,37
YTD,04,Crime Type,BURGLARY,Friday,00:00-05:59,3
YTD,04,Crime Type,BURGLARY,Friday,06:00-11:59,8
YTD,04,Crime Type,BURGLARY,Friday,12:00-17:59,12
YTD,04,Crime Type,BURGLARY,Friday,18:00-23:59,4
YTD,04,Crime Type,BURGLARY,Monday,00:00-05:59,10
YTD,04,Crime Type,BURGLARY,Monday,06:00-11:59,8
YTD,04,Crime Type,BURGLARY,Monday,12:00-17:59,10
YTD,04,Crime Type,BURGLARY,Monday,18:00-23:59,6
YTD,04,Crime Type,BURGLARY,Saturday,00:00-05:59,7
YTD,04,Crime Type,BURGLARY,Saturday,06:00-11:59,6
YTD,04,Crime Type,BURGLARY,Saturday,12:00-17:59,8
YTD,04,Crime Type,BURGLARY,Saturday,18:00-23:59,9
YTD,04,Crime Type,BURGLARY,Sunday,00:00-05:59,5
YTD,04,Crime Type,BURGLARY,Sunday,06:00-11:59,5
YTD,04,Crime Type,BURGLARY,Sunday,12:00-17:59,13
YTD,04,Crime Type,BURGLARY,Sunday,18:00-23:59,6
YTD,04,Crime Type,BURGLARY,Thursday,00:00-05:59,10
YTD,04,Crime Type,BURGLARY,Thursday,06:00-11:59,6
YTD,04,Crime Type,BURGLARY,Thursday,12:00-17:59,9
YTD,04,Crime Type,BURGLARY,Thursday,18:00-23:59,7
YTD,04,Crime Type,BURGLARY,Tuesday,00:00-05:59,2
YTD,04,Crime Type,BURGLARY,Tuesday,06:00-11:59,10
YTD,04,Crime Type,BURGLARY,Tuesday,12:00-17:59,6
YTD,04,Crime Type,BURGLARY,Tuesday,18:00-23:59,3
YTD,04,Crime Type,BURGLARY,Wednesday,00:00-05:59,12
YTD,04,Crime Type,BURGLARY,Wednesday,06:00-11:59,6
YTD,04,Crime Type,BURGLARY,Wednesday,12:00-17:59,8
YTD,04,Crime Type,BURGLARY,Wednesday,18:00-23:59,5
YTD,04,Crime Type,DAMAGE TO PROPERTY,Friday,00:00-05:59,13
YTD,04,Crime Type,DAMAGE TO PROPERTY,Friday,06:00-11:59,14
YTD,04,Crime Type,DAMAGE TO PROPERTY,Friday,12:00-17:59,18
YTD,04,Crime Type,DAMAGE TO PROPERTY,Friday,18:00-23:59,18
YTD,04,Crime Type,DAMAGE TO PROPERTY,Monday,00:00-05:59,15
YTD,04,Crime Type,DAMAGE TO PROPERTY,Monday,06:00-11:59,17
YTD,04,Crime Type,DAMAGE TO PROPERTY,Monday,12:00-17:59,22
YTD,04,Crime Type,DAMAGE TO PROPERTY,Monday,18:00-23:59,23
YTD,04,Crime Type,DAMAGE TO PROPERTY,Saturday,00:00-05:59,21
YTD,04,Crime Type,DAMAGE TO PROPERTY,Saturday,06:00-11:59,15
YTD,04,Crime Type,DAMAGE TO PROPERTY,Saturday,12:00-17:59,19
YTD,04,Crime Type,DAMAGE TO PROPERTY,Saturday,18:00-23:59,17
YTD,04,Crime Type,DAMAGE TO PROPERTY,Sunday,00:00-05:59,31
YTD,04,Crime Type,DAMAGE TO PROPERTY,Sunday,06:00-11:59,8
YTD,04,Crime Type,DAMAGE TO PROPERTY,Sunday,12:00-17:59,10
YTD,04,Crime Type,DAMAGE TO PROPERTY,Sunday,18:00-23:59,18
YTD,04,Crime Type,DAMAGE TO PROPERTY,Thursday,00:00-05:59,13
YTD,04,Crime Type,DAMAGE TO PROPERTY,Thursday,06:00-11:59,7
YTD,04,Crime Type,DAMAGE TO PROPERTY,Thursday,12:00-17:59,16
YTD,04,Crime Type,DAMAGE TO PROPERTY,Thursday,18:00-23:59,19
YTD,04,Crime Type,DAMAGE TO PROPERTY,Tuesday,00:00-05:59,12
YTD,04,Crime Type,DAMAGE TO PROPERTY,Tuesday,06:00-11:59,17
YTD,04,Crime Type,DAMAGE TO PROPERTY,Tuesday,12:00-17:59,18
YTD,04,Crime Type,DAMAGE TO PROPERTY,Tuesday,18:00-23:59,16
YTD,04,Crime Type,DAMAGE TO PROPERTY,Wednesday,00:00-05:59,11
YTD,04,Crime Type,DAMAGE TO PROPERTY,Wednesday,06:00-11:59,9
YTD,04,Crime Type,DAMAGE TO PROPERTY,Wednesday,12:00-17:59,16
YTD,04,Crime Type,DAMAGE TO PROPERTY,Wednesday,18:00-23:59,21
YTD,04,Crime Type,DANGEROUS DRUGS,Friday,00:00-05:59,11
YTD,04,Crime Type,DANGEROUS DRUGS,Friday,06:00-11:59,1
YTD,04,Crime Type,DANGEROUS DRUGS,Friday,12:00-17:59,5
YTD,04,Crime Type,DANGEROUS DRUGS,Friday,18:00-23:59,8
YTD,04,Crime Type,DANGEROUS DRUGS,Monday,00:00-05:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Monday,06:00-11:59,2
YTD,04,Crime Type,DANGEROUS DRUGS,Monday,12:00-17:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Monday,18:00-23:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Saturday,00:00-05:59,4
YTD,04,Crime Type,DANGEROUS DRUGS,Saturday,06:00-11:59,4
YTD,04,Crime Type,DANGEROUS DRUGS,Saturday,12:00-17:59,7
YTD,04,Crime Type,DANGEROUS DRUGS,Saturday,18:00-23:59,4
YTD,04,Crime Type,DANGEROUS DRUGS,Sunday,00:00-05:59,2
YTD,04,Crime Type,DANGEROUS DRUGS,Sunday,06:00-11:59,1
YTD,04,Crime Type,DANGEROUS DRUGS,Sunday,12:00-17:59,2
YTD,04,Crime Type,DANGEROUS DRUGS,Sunday,18:00-23:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Thursday,00:00-05:59,5
YTD,04,Crime Type,DANGEROUS DRUGS,Thursday,06:00-11:59,1
YTD,04,Crime Type,DANGEROUS DRUGS,Thursday,12:00-17:59,12
YTD,04,Crime Type,DANGEROUS DRUGS,Thursday,18:00-23:59,5
YTD,04,Crime Type,DANGEROUS DRUGS,Tuesday,00:00-05:59,4
YTD,04,Crime Type,DANGEROUS DRUGS,Tuesday,06:00-11:59,2
YTD,04,Crime Type,DANGEROUS DRUGS,Tuesday,12:00-17:59,16
YTD,04,Crime Type,DANGEROUS DRUGS,Tuesday,18:00-23:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Wednesday,00:00-05:59,3
YTD,04,Crime Type,DANGEROUS DRUGS,Wednesday,12:00-17:59,13
YTD,04,Crime Type,DANGEROUS DRUGS,Wednesday,18:00-23:59,4
YTD,04,Crime Type,DISORDERLY CONDUCT,Monday,00:00-05:59,2
YTD,04,Crime Type,DISORDERLY CONDUCT,Monday,18:00-23:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Saturday,00:00-05:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Sunday,00:00-05:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Sunday,12:00-17:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Sunday,18:00-23:59,2
YTD,04,Crime Type,DISORDERLY CONDUCT,Thursday,06:00-11:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Thursday,12:00-17:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Thursday,18:00-23:59,1
YTD,04,Crime Type,DISORDERLY CONDUCT,Tuesday,12:00-17:59,2
YTD,04,Crime Type,DISORDERLY CONDUCT,Wednesday,00:00-05:59,3
YTD,04,Crime Type,EXTORTION,Friday,18:00-23:59,1
YTD,04,Crime Type,EXTORTION,Monday,12:00-17:59,1
YTD,04,Crime Type,EXTORTION,Saturday,00:00-05:59,1
YTD,04,Crime Type,EXTORTION,Saturday,06:00-11:59,1
YTD,04,Crime Type,EXTORTION,Saturday,12:00-17:59,1
YTD,04,Crime Type,EXTORTION,Sunday,06:00-11:59,1
YTD,04,Crime Type,EXTORTION,Sunday,12:00-17:59,1
YTD,04,Crime Type,EXTORTION,Sunday,18:00-23:59,2
YTD,04,Crime Type,EXTORTION,Tuesday,12:00-17:59,1
YTD,04,Crime Type,EXTORTION,Tuesday,18:00-23:59,1
YTD,04,Crime Type,EXTORTION,Wednesday,00:00-05:59,1
YTD,04,Crime Type,EXTORTION,Wednesday,12:00-17:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Friday,00:00-05:59,1
YTD,04,Crime Type,FAMILY OFFENSE,Friday,12:00-17:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Friday,18:00-23:59,3
YTD,04,Crime Type,FAMILY OFFENSE,Monday,00:00-05:59,1
YTD,04,Crime Type,FAMILY OFFENSE,Monday,12:00-17:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Monday,18:00-23:59,5
YTD,04,Crime Type,FAMILY OFFENSE,Saturday,18:00-23:59,5
YTD,04,Crime Type,FAMILY OFFENSE,Sunday,00:00-05:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Sunday,06:00-11:59,1
YTD,04,Crime Type,FAMILY OFFENSE,Sunday,12:00-17:59,5
YTD,04,Crime Type,FAMILY OFFENSE,Sunday,18:00-23:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Thursday,12:00-17:59,5
YTD,04,Crime Type,FAMILY OFFENSE,Thursday,18:00-23:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Tuesday,00:00-05:59,3
YTD,04,Crime Type,FAMILY OFFENSE,Tuesday,12:00-17:59,2
YTD,04,Crime Type,FAMILY OFFENSE,Tuesday,18:00-23:59,1
YTD,04,Crime Type,FAMILY OFFENSE,Wednesday,00:00-05:59,1
YTD,04,Crime Type,FAMILY OFFENSE,Wednesday,06:00-11:59,3
YTD,04,Crime Type,FAMILY OFFENSE,Wednesday,12:00-17:59,3
YTD,04,Crime Type,FAMILY OFFENSE,Wednesday,18:00-23:59,1
YTD,04,Crime Type,FORGERY,Friday,12:00-17:59,1
YTD,04,Crime Type,FORGERY,Monday,06:00-11:59,1
YTD,04,Crime Type,FORGERY,Monday,12:00-17:59,2
YTD,04,Crime Type,FORGERY,Saturday,12:00-17:59,1
YTD,04,Crime Type,FORGERY,Sunday,06:00-11:59,1
YTD,04,Crime Type,FORGERY,Thursday,12:00-17:59,2
YTD,04,Crime Type,FORGERY,Tuesday,12:00-17:59,1
YTD,04,Crime Type,FORGERY,Wednesday,00:00-05:59,1
YTD,04,Crime Type,FORGERY,Wednesday,12:00-17:59,1
YTD,04,Crime Type,FORGERY,Wednesday,18:00-23:59,1
YTD,04,Crime Type,FRAUD,Friday,00:00-05:59,5
YTD,04,Crime Type,FRAUD,Friday,06:00-11:59,13
YTD,04,Crime Type,FRAUD,Friday,12:00-17:59,44
YTD,04,Crime Type,FRAUD,Friday,18:00-23:59,16
YTD,04,Crime Type,FRAUD,Monday,00:00-05:59,6
YTD,04,Crime Type,FRAUD,Monday,06:00-11:59,23
YTD,04,Crime Type,FRAUD,Monday,12:00-17:59,29
YTD,04,Crime Type,FRAUD,Monday,18:00-23:59,12
YTD,04,Crime Type,FRAUD,Saturday,00:00-05:59,5
YTD,04,Crime Type,FRAUD,Saturday,06:00-11:59,10
YTD,04,Crime Type,FRAUD,Saturday,12:00-17:59,26
YTD,04,Crime Type,FRAUD,Saturday,18:00-23:59,12
YTD,04,Crime Type,FRAUD,Sunday,00:00-05:59,8
YTD,04,Crime Type,FRAUD,Sunday,06:00-11:59,10
YTD,04,Crime Type,FRAUD,Sunday,12:00-17:59,23
YTD,04,Crime Type,FRAUD,Sunday,18:00-23:59,17
YTD,04,Crime Type,FRAUD,Thursday,00:00-05:59,1
YTD,04,Crime Type,FRAUD,Thursday,06:00-11:59,5
YTD,04,Crime Type,FRAUD,Thursday,12:00-17:59,38
YTD,04,Crime Type,FRAUD,Thursday,18:00-23:59,12
YTD,04,Crime Type,FRAUD,Tuesday,00:00-05:59,8
YTD,04,Crime Type,FRAUD,Tuesday,06:00-11:59,19
YTD,04,Crime Type,FRAUD,Tuesday,12:00-17:59,30
YTD,04,Crime Type,FRAUD,Tuesday,18:00-23:59,16
YTD,04,Crime Type,FRAUD,Wednesday,00:00-05:59,4
YTD,04,Crime Type,FRAUD,Wednesday,06:00-11:59,16
YTD,04,Crime Type,FRAUD,Wednesday,12:00-17:59,31
YTD,04,Crime Type,FRAUD,Wednesday,18:00-23:59,13
YTD,04,Crime Type,HEALTH AND SAFETY,Friday,12:00-17:59,1
YTD,04,Crime Type,HEALTH AND SAFETY,Thursday,12:00-17:59,1
YTD,04,Crime Type,HEALTH AND SAFETY,Tuesday,12:00-17:59,1
YTD,04,Crime Type,HEALTH AND SAFETY,Wednesday,12:00-17:59,1
YTD,04,Crime Type,HOMICIDE,Friday,00:00-05:59,1
YTD,04,Crime Type,HOMICIDE,Friday,06:00-11:59,1
YTD,04,Crime Type,HOMICIDE,Friday,12:00-17:59,1
YTD,04,Crime Type,HOMICIDE,Monday,12:00-17:59,2
YTD,04,Crime Type,HOMICIDE,Saturday,12:00-17:59,1
YTD,04,Crime Type,HOMICIDE,Sunday,06:00-11:59,2
YTD,04,Crime Type,INVASION OF PRIVACY -OTHER,Saturday,12:00-17:59,1
YTD,04,Crime Type,INVASION OF PRIVACY -OTHER,Sunday,00:00-05:59,1
YTD,04,Crime Type,INVASION OF PRIVACY -OTHER,Thursday,00:00-05:59,1
YTD,04,Crime Type,INVASION OF PRIVACY -OTHER,Wednesday,00:00-05:59,1
YTD,04,Crime Type,KIDNAPPING,Friday,00:00-05:59,2
YTD,04,Crime Type,KIDNAPPING,Friday,12:00-17:59,1
YTD,04,Crime Type,KIDNAPPING,Monday,06:00-11:59,1
YTD,04,Crime Type,KIDNAPPING,Monday,12:00-17:59,1
YTD,04,Crime Type,KIDNAPPING,Monday,18:00-23:59,2
YTD,04,Crime Type,KIDNAPPING,Saturday,12:00-17:59,1
YTD,04,Crime Type,KIDNAPPING,Saturday,18:00-23:59,1
YTD,04,Crime Type,KIDNAPPING,Sunday,00:00-05:59,1
YTD,04,Crime Type,KIDNAPPING,Sunday,06:00-11:59,1
YTD,04,Crime Type,KIDNAPPING,Sunday,18:00-23:59,1
YTD,04,Crime Type,KIDNAPPING,Thursday,12:00-17:59,1
YTD,04,Crime Type,KIDNAPPING,Thursday,18:00-23:59,2
YTD,04,Crime Type,KIDNAPPING,Tuesday,00:00-05:59,1
YTD,04,Crime Type,KIDNAPPING,Wednesday,06:00-11:59,1
YTD,04,Crime Type,KIDNAPPING,Wednesday,12:00-17:59,2
YTD,04,Crime Type,LARCENY,Friday,00:00-05:59,10
YTD,04,Crime Type,LARCENY,Friday,06:00-11:59,24
YTD,04,Crime Type,LARCENY,Friday,12:00-17:59,37
YTD,04,Crime Type,LARCENY,Friday,18:00-23:59,18
YTD,04,Crime Type,LARCENY,Monday,00:00-05:59,21
YTD,04,Crime Type,LARCENY,Monday,06:00-11:59,22
YTD,04,Crime Type,LARCENY,Monday,12:00-17:59,30
YTD,04,Crime Type,LARCENY,Monday,18:00-23:59,26
YTD,04,Crime Type,LARCENY,Saturday,00:00-05:59,15
YTD,04,Crime Type,LARCENY,Saturday,06:00-11:59,15
YTD,04,Crime Type,LARCENY,Saturday,12:00-17:59,29
YTD,04,Crime Type,LARCENY,Saturday,18:00-23:59,30
YTD,04,Crime Type,LARCENY,Sunday,00:00-05:59,19
YTD,04,Crime Type,LARCENY,Sunday,06:00-11:59,18
YTD,04,Crime Type,LARCENY,Sunday,12:00-17:59,27
YTD,04,Crime Type,LARCENY,Sunday,18:00-23:59,20
YTD,04,Crime Type,LARCENY,Thursday,00:00-05:59,12
YTD,04,Crime Type,LARCENY,Thursday,06:00-11:59,21
YTD,04,Crime Type,LARCENY,Thursday,12:00-17:59,21
YTD,04,Crime Type,LARCENY,Thursday,18:00-23:59,23
YTD,04,Crime Type,LARCENY,Tuesday,00:00-05:59,9
YTD,04,Crime Type,LARCENY,Tuesday,06:00-11:59,30
YTD,04,Crime Type,LARCENY,Tuesday,12:00-17:59,32
YTD,04,Crime Type,LARCENY,Tuesday,18:00-23:59,26
