precinct_norm,offense_category,previous_28d,current_28d,change_28d,pct_change_28d,recent_movement,city_previous_28d,city_current_28d,city_change_28d,city_pct_change_28d,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end
02,INVASION OF PRIVACY -OTHER,4,2,-2,-50.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,SOLICITATION,2,2,0,0.0,No Change,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,FORGERY,1,1,0,0.0,No Change,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,JUSTIFIABLE HOMICIDE,0,1,1,,Increasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,KIDNAPPING,1,1,0,0.0,No Change,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01
02,SEXUAL ASSAULT,5,0,-5,-100.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,LARCENY,166,154,-12,-7.23,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,ASSAULT,151,115,-36,-23.84,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,DAMAGE TO PROPERTY,99,88,-11,-11.11,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,FRAUD,105,60,-45,-42.86,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,STOLEN VEHICLE,45,39,-6,-13.33,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,AGGRAVATED ASSAULT,34,33,-1,-2.94,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,BURGLARY,29,32,3,10.34,Increasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,INVASION OF PRIVACY -OTHER,17,18,1,5.88,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,OBSTRUCTING THE POLICE,9,13,4,44.44,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,OUIL,8,12,4,50.0,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,WEAPONS OFFENSES,16,12,-4,-25.0,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,DISORDERLY CONDUCT,3,9,6,200.0,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,ROBBERY,11,9,-2,-18.18,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,SEX OFFENSES,4,9,5,125.0,Increasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,OBSTRUCTING JUDICIARY,4,8,4,100.0,Increasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,STOLEN PROPERTY,2,7,5,250.0,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,RUNAWAY,2,2,0,0.0,No Change,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,SEXUAL ASSAULT,9,2,-7,-77.78,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,DANGEROUS DRUGS,7,1,-6,-85.71,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,FAMILY OFFENSE,4,1,-3,-75.0,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,FORGERY,1,1,0,0.0,No Change,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,HOMICIDE,1,1,0,0.0,No Change,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,JUSTIFIABLE HOMICIDE,0,1,1,,Increasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,KIDNAPPING,0,1,1,,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,LIQUOR,1,1,0,0.0,No Change,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,MISCELLANEOUS,2,1,-1,-50.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,ARSON,3,0,-3,-100.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,EXTORTION,2,0,-2,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
03,SOLICITATION,1,0,-1,-100.0,Decreasing,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,ASSAULT,67,61,-6,-8.96,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,LARCENY,46,38,-8,-17.39,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,FRAUD,28,28,0,0.0,No Change,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,DAMAGE TO PROPERTY,29,27,-2,-6.9,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,AGGRAVATED ASSAULT,22,24,2,9.09,Increasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,STOLEN VEHICLE,23,24,1,4.35,Increasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,BURGLARY,13,18,5,38.46,Increasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,DANGEROUS DRUGS,18,11,-7,-38.89,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,WEAPONS OFFENSES,9,10,1,11.11,Increasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,STOLEN PROPERTY,5,8,3,60.0,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,OBSTRUCTING THE POLICE,9,7,-2,-22.22,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,ROBBERY,4,6,2,50.0,Increasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,FAMILY OFFENSE,0,4,4,,Increasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,KIDNAPPING,1,3,2,200.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,OBSTRUCTING JUDICIARY,7,3,-4,-57.14,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,ARSON,2,2,0,0.0,No Change,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,DISORDERLY CONDUCT,1,2,1,100.0,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,SEXUAL ASSAULT,3,1,-2,-66.67,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,EXTORTION,1,0,-1,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,FORGERY,1,0,-1,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,INVASION OF PRIVACY -OTHER,1,0,-1,-100.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,RUNAWAY,1,0,-1,-100.0,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
04,SEX OFFENSES,1,0,-1,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,ASSAULT,83,82,-1,-1.2,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,FRAUD,67,60,-7,-10.45,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,LARCENY,54,45,-9,-16.67,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,DAMAGE TO PROPERTY,70,44,-26,-37.14,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,AGGRAVATED ASSAULT,34,35,1,2.94,Increasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,BURGLARY,34,33,-1,-2.94,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,STOLEN VEHICLE,40,29,-11,-27.5,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,WEAPONS OFFENSES,14,14,0,0.0,No Change,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,STOLEN PROPERTY,8,12,4,50.0,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,OBSTRUCTING THE POLICE,8,10,2,25.0,Increasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,ROBBERY,1,7,6,600.0,Increasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,FAMILY OFFENSE,5,5,0,0.0,No Change,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,SEX OFFENSES,6,5,-1,-16.67,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,OUIL,4,4,0,0.0,No Change,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,RUNAWAY,11,3,-8,-72.73,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,ARSON,3,2,-1,-33.33,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,OBSTRUCTING JUDICIARY,7,2,-5,-71.43,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,SEXUAL ASSAULT,5,2,-3,-60.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,DANGEROUS DRUGS,6,1,-5,-83.33,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,DISORDERLY CONDUCT,0,1,1,,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,FORGERY,0,1,1,,Increasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,INVASION OF PRIVACY -OTHER,1,1,0,0.0,No Change,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,KIDNAPPING,3,1,-2,-66.67,Decreasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,MISCELLANEOUS,0,1,1,,Increasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,HOMICIDE,1,0,-1,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,JUSTIFIABLE HOMICIDE,1,0,-1,-100.0,Decreasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01
05,SOLICITATION,1,0,-1,-100.0,Decreasing,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,ASSAULT,153,122,-31,-20.26,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,LARCENY,77,73,-4,-5.19,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,DAMAGE TO PROPERTY,64,66,2,3.12,Increasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,AGGRAVATED ASSAULT,64,43,-21,-32.81,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,BURGLARY,46,43,-3,-6.52,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,FRAUD,43,37,-6,-13.95,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,STOLEN VEHICLE,50,24,-26,-52.0,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,STOLEN PROPERTY,14,17,3,21.43,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,OBSTRUCTING THE POLICE,14,14,0,0.0,No Change,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,WEAPONS OFFENSES,26,12,-14,-53.85,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,OBSTRUCTING JUDICIARY,11,8,-3,-27.27,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,SEXUAL ASSAULT,3,6,3,100.0,Increasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,FAMILY OFFENSE,8,5,-3,-37.5,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,ROBBERY,7,5,-2,-28.57,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,DANGEROUS DRUGS,3,4,1,33.33,Increasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,RUNAWAY,4,4,0,0.0,No Change,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,ARSON,1,3,2,200.0,Increasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,HEALTH AND SAFETY,2,3,1,50.0,Increasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,INVASION OF PRIVACY -OTHER,0,2,2,,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,KIDNAPPING,1,2,1,100.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,DISORDERLY CONDUCT,0,1,1,,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,FORGERY,1,0,-1,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,HOMICIDE,3,0,-3,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,OUIL,6,0,-6,-100.0,Decreasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
06,SEX OFFENSES,6,0,-6,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,LARCENY,72,74,2,2.78,Increasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,ASSAULT,72,70,-2,-2.78,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,DAMAGE TO PROPERTY,49,43,-6,-12.24,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,FRAUD,24,32,8,33.33,Increasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,STOLEN VEHICLE,40,25,-15,-37.5,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,BURGLARY,28,13,-15,-53.57,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,AGGRAVATED ASSAULT,22,12,-10,-45.45,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,DANGEROUS DRUGS,8,6,-2,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,OBSTRUCTING THE POLICE,10,5,-5,-50.0,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,ROBBERY,5,5,0,0.0,No Change,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,WEAPONS OFFENSES,7,5,-2,-28.57,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,INVASION OF PRIVACY -OTHER,5,4,-1,-20.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,DISORDERLY CONDUCT,1,3,2,200.0,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,OBSTRUCTING JUDICIARY,4,3,-1,-25.0,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,RUNAWAY,1,3,2,200.0,Increasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,STOLEN PROPERTY,4,3,-1,-25.0,Decreasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,FORGERY,0,2,2,,Increasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,SEXUAL ASSAULT,3,2,-1,-33.33,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,FAMILY OFFENSE,7,1,-6,-85.71,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,ARSON,2,0,-2,-100.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,EXTORTION,2,0,-2,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01
07,SEX OFFENSES,5,0,-5,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,ASSAULT,148,134,-14,-9.46,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,DAMAGE TO PROPERTY,84,79,-5,-5.95,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,LARCENY,101,78,-23,-22.77,Decreasing,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,STOLEN VEHICLE,62,61,-1,-1.61,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,AGGRAVATED ASSAULT,81,58,-23,-28.4,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,BURGLARY,43,52,9,20.93,Increasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,FRAUD,64,52,-12,-18.75,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,WEAPONS OFFENSES,21,28,7,33.33,Increasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,STOLEN PROPERTY,21,26,5,23.81,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,OBSTRUCTING JUDICIARY,19,16,-3,-15.79,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,OBSTRUCTING THE POLICE,11,11,0,0.0,No Change,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,RUNAWAY,11,8,-3,-27.27,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,OUIL,2,6,4,200.0,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,ARSON,1,3,2,200.0,Increasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,DANGEROUS DRUGS,4,3,-1,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,FAMILY OFFENSE,5,3,-2,-40.0,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,KIDNAPPING,1,2,1,100.0,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,ROBBERY,9,2,-7,-77.78,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,SEX OFFENSES,4,2,-2,-50.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,SEXUAL ASSAULT,5,2,-3,-60.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,DISORDERLY CONDUCT,1,1,0,0.0,No Change,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,EXTORTION,1,1,0,0.0,No Change,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,HOMICIDE,1,1,0,0.0,No Change,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,HEALTH AND SAFETY,3,0,-3,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,INVASION OF PRIVACY -OTHER,2,0,-2,-100.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01
08,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,ASSAULT,152,106,-46,-30.26,Decreasing,1290,1110,-180,-13.95,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,LARCENY,78,78,0,0.0,No Change,909,805,-104,-11.44,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,DAMAGE TO PROPERTY,100,68,-32,-32.0,Decreasing,756,648,-108,-14.29,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,BURGLARY,68,59,-9,-13.24,Decreasing,419,368,-51,-12.17,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,AGGRAVATED ASSAULT,76,58,-18,-23.68,Decreasing,513,433,-80,-15.59,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,STOLEN VEHICLE,57,54,-3,-5.26,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,FRAUD,36,29,-7,-19.44,Decreasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,STOLEN PROPERTY,22,27,5,22.73,Increasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,WEAPONS OFFENSES,29,24,-5,-17.24,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,OBSTRUCTING THE POLICE,17,13,-4,-23.53,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01
09,DANGEROUS DRUGS,16,12,-4,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01
