focus_rank,h3_cell,incident_count,latitude,longitude,mean_spike_z,neighborhood,police_precinct,nearest_intersection,dominant_offense,dominant_offense_count,dominant_offense_share,score
758,892ab2c742fffff,75,42.430676489845,-83.0094008243007,0.6676733043556232,Mount Olivet,09,Beland St & Linnhurst St,ASSAULT,17,0.22666666666666666,0.11016281612910565
759,892ab2cf03bffff,44,42.3935160530319,-83.235960704042,1.2204935754385207,Westwood Park,08,Evergreen Rd & Lyndon St,ASSAULT,8,0.18181818181818182,0.11010239246477252
760,892ab2ceeb3ffff,96,42.3520822313705,-83.135213741716,0.2906915080724341,Midwest,10,Tireman St & Livernois Ave,DAMAGE TO PROPERTY,17,0.17708333333333334,0.11006709342884444
761,892ab2c5c93ffff,86,42.3519362371849,-83.0260300418427,0.4689739562507136,Elmwood Park,07,Joseph Campau St & E Vernor Hwy,ASSAULT,23,0.26744186046511625,0.11004504118550515
762,892ab2c6e4fffff,106,42.3720017385923,-82.9465019526004,0.11047497983875904,Jefferson Chalmers,05,E Jefferson Ave & Newport St,FRAUD,20,0.18867924528301888,0.1099830280001423
763,892ab2ce3cfffff,74,42.3731075767983,-83.1743317013961,0.6779104048676181,Pride Area Community,02,Plymouth Rd & Cheyenne St,DAMAGE TO PROPERTY,17,0.22972972972972974,0.10974410562122969
764,892ab2ce25bffff,70,42.3893226213898,-83.2003183159796,0.7488096547750428,Greenfield-Grand River,08,Kendall St & Winthrop St,AGGRAVATED ASSAULT,10,0.14285714285714285,0.10971258452757664
765,892ab2cc05bffff,111,42.3469834449601,-83.2221175177843,0.01596404900499444,Warrendale,06,Sawyer St & Greenview Ave,ASSAULT,27,0.24324324324324326,0.10969943302911461
766,892ab2c1a3bffff,83,42.4337935526491,-83.2140178183733,0.5138180149112288,Greenfield,08,Vassar Ave & Gilchrist St,ASSAULT,23,0.27710843373493976,0.10956433531263983
767,892ab2c66abffff,62,42.42503629033115,-82.95427084419364,0.8884366266052353,Denby,09,Whitehill St & Britain St,AGGRAVATED ASSAULT,10,0.16129032258064516,0.10953039655110755
768,892ab2cab03ffff,78,42.431629555062,-83.276363519093,0.5996344540815289,Seven Mile-Rouge,08,Dale St & Vassar Ave,ASSAULT,22,0.28205128205128205,0.10937088735447928
769,892ab2c71d3ffff,84,42.4149720982642,-83.0055425622269,0.491827643390421,LaSalle College Park,09,College St & Elmo St,ASSAULT,21,0.25,0.10933817605163121
770,892ab2cf543ffff,20,42.4029693049112,-83.2162696042143,1.6353482243488688,Crary/St Marys,08,Keeler St & Archdale St,LARCENY,6,0.3,0.10933491832261566
771,892ab2cc663ffff,104,42.3557131248208,-83.2357998930593,0.13400937296330323,Warrendale,06,Constance Ave & Vaughan St,ASSAULT,30,0.28846153846153844,0.109313511338093
772,892ab2cf1cfffff,48,42.3865904963314,-83.22229284217,1.1344223504150412,Grandmont #1,08,Penrod St & Schoolcraft St,DAMAGE TO PROPERTY,8,0.16666666666666666,0.10930146886458017
773,892ab2cf1d7ffff,41,42.3890953289343,-83.2177406968704,1.2590138478292747,Grandmont,08,Ashton Rd & Kendall St,LARCENY,10,0.24390243902439024,0.10927471777044477
774,892ab2c09dbffff,54,42.425012145238,-83.0910718903456,1.0259009830930097,Hawthorne Park,11,Russell St & E Nevada St,DAMAGE TO PROPERTY,11,0.2037037037037037,0.1092295517977288
775,892ab2cc473ffff,94,42.36171903447,-83.2025500162586,0.31083552284092447,Joy Community,06,Ellis St & Rutherford St,ASSAULT,26,0.2765957446808511,0.10921155599817163
776,892ab2c7243ffff,60,42.4186787940394,-83.0640102963323,0.9127466369788683,Davison,11,Alpha St & Conant St,ASSAULT,9,0.15,0.10890343588183574
777,892ab2ce32bffff,83,42.3587464820903,-83.1665507180874,0.501019429477379,Barton-McFarland,02,Joy Rd & Manor,ASSAULT,18,0.21686746987951808,0.10886211200607371
778,892ab2c6637ffff,90,42.4199279054911,-82.9529808614277,0.3756144821276204,Denby,09,Grayton St & Rossiter St,ASSAULT,18,0.2,0.10884423133161227
779,892ab2cc463ffff,89,42.3580236846178,-83.2042982932288,0.3915673689264094,Joy Community,06,Joy Rd & Saint Marys St,LARCENY,23,0.25842696629213485,0.10873913035243642
780,892ab2c740bffff,75,42.4397206858551,-83.0168924886495,0.6411792232029784,Nortown,11,Rolyat St & E Outer Dr,ASSAULT,18,0.24,0.10870915850673783
781,892ab2cc2b3ffff,102,42.3433018099401,-83.2243184928928,0.1582532221055484,Warrendale,06,Stahelin Ave & W Warren Ave,ASSAULT,15,0.14705882352941177,0.10868292058337842
782,892ab2c6257ffff,87,42.4093221818329,-82.9802632585041,0.42567992466339105,Wade,09,Park Dr & Chelsea Ave,DAMAGE TO PROPERTY,17,0.19540229885057472,0.10865000848210012
783,892ab2cf0dbffff,76,42.4078104284663,-83.243552078828,0.6216006914768425,Miller Grove,08,Florence St & Patton St,LARCENY,17,0.2236842105263158,0.10861533028530199
784,892ab2ce633ffff,91,42.4000160128101,-83.1703392983819,0.35330282200708124,Bethune Community,02,Chalfonte St & Steel St,ASSAULT,17,0.18681318681318682,0.10860044384566961
785,892ab2c0b0fffff,21,42.4080584629121,-83.1164084119813,1.6025514742035714,Pilgrim Village,12,Woodrow Wilson St & Pilgrim St,LARCENY,8,0.38095238095238093,0.10851584268276844
786,892ab2c6607ffff,65,42.4247765694819,-82.9593822684407,0.816033221660868,Denby,09,Troester St & Kelly Rd,ASSAULT,19,0.2923076923076923,0.10849899662335344
787,892ab2c5a93ffff,64,42.3297320581785,-83.0680520497804,0.8330924348920612,Corktown,03,10th St & Church St,LARCENY,23,0.359375,0.10845459674349203
788,892ab2d5b6bffff,79,42.4383595504994,-82.9925259261811,0.5634148604891124,Pulaski,09,Pinewood St & Westphalia St,ASSAULT,21,0.26582278481012656,0.10836400967543662
789,892ab2c40cbffff,52,42.3742063007064,-83.003285875155,1.0443308213651732,Gratiot Woods,07,Burns St & E Canfield St,ASSAULT,11,0.21153846153846154,0.10827996220062636
790,892ab2cc6a7ffff,46,42.3579231379721,-83.2128245128959,1.1502968945333618,Garden View,06,Memorial St & Joy Rd,ASSAULT,10,0.21739130434782608,0.10821167728037259
791,892ab2cab67ffff,27,42.42343189775,-83.281432760341,1.4881311183577877,The Eye,08,Fenton St & Pickford St,STOLEN PROPERTY,6,0.2222222222222222,0.10812026428256463
792,892ab2cf1c7ffff,98,42.3867203152996,-83.2175548851036,0.21904972524764757,Grandmont,08,Schoolcraft St & Archdale St,AGGRAVATED ASSAULT,14,0.14285714285714285,0.10809708946260442
793,892ab2c763bffff,81,42.4335819677365,-83.0427095380178,0.5224316503247861,Farwell,11,E 7 Mile Rd & Mound Rd,ASSAULT,18,0.2222222222222222,0.10807615756726724
794,892ab2c1a33ffff,104,42.433927787178,-83.2085786667453,0.11093001148485207,Greenfield,08,Murray Hill St & Vassar Ave,DAMAGE TO PROPERTY,18,0.17307692307692307,0.10804721002576448
795,892ab2c52abffff,74,42.3732706979912,-83.0971340305416,0.6467327635155253,Virginia Park Community,10,Blaine St & Rosa Parks Blvd,ASSAULT,22,0.2972972972972973,0.10803347388662449
796,892ab2c755bffff,71,42.4271739437913,-83.0067918141503,0.700080544345771,Von Steuben,09,Teppert St & Greiner St,DAMAGE TO PROPERTY,13,0.18309859154929578,0.10801934394365484
797,892ab2c1d37ffff,67,42.4387905178431,-83.1449291484365,0.7695772278414276,Garden Homes,12,Monica St & Pembroke Ave,ASSAULT,19,0.2835820895522388,0.10791086787490389
798,892ab2ceb07ffff,86,42.310232061701,-83.1368280664663,0.42981981992286955,Springwells,04,Sharon St & Woodmere St,ASSAULT,25,0.29069767441860467,0.10789676103220316
799,892ab2d5963ffff,65,42.4409743980614,-82.958370470195,0.8044995017654127,Regent Park,09,Manning St & Rex St,ASSAULT,15,0.23076923076923078,0.10786617302235038
800,892ab2cc2b7ffff,110,42.3396759494977,-83.2230285458985,-0.02670179988992269,Warrendale,06,Whitlock St & Brace St,ASSAULT,23,0.20909090909090908,0.10784313725490195
801,892ab2c526bffff,58,42.3667746313418,-83.1158041989939,0.9288051165074309,Petoskey-Otsego,10,Carter St & Dexter Ave,LARCENY,12,0.20689655172413793,0.10782373632948919
802,892ab2c7453ffff,27,42.4461610868569,-83.0224845565224,1.4813301879042315,Conner Creek,11,Bramford St & Savage St,ASSAULT,8,0.2962962962962963,0.1077471158674131
803,892ab2c5c23ffff,72,42.3347430541419,-83.0307762499702,0.676458911667879,Lafayette Park,07,E Jefferson Ave & Riopelle St,FRAUD,21,0.2916666666666667,0.10770368185364054
804,892ab2c5c8bffff,70,42.3490510338293,-83.032249556625,0.7104949217192529,Elmwood Park,07,Dubois St & E Vernor Hwy,LARCENY,21,0.3,0.10761036013131833
805,892ab2c6623ffff,103,42.4198489421453,-82.9576851688847,0.12018570121493583,Denby,09,Laing St & Yorkshire Rd,STOLEN VEHICLE,26,0.2524271844660194,0.10757465219796902
806,892ab2cc977ffff,73,42.2667052584203,-83.1635326851487,0.6546157044724704,Boynton,04,S Fort St & Francis St,LARCENY,22,0.3013698630136986,0.10748559709584359
807,892ab2c52b7ffff,49,42.3727851843875,-83.0897588571834,1.0799966669840884,Virginia Park Community,10,Virginia Park St & Merrill St,DAMAGE TO PROPERTY,12,0.24489795918367346,0.10729567293225589
808,892ab2c1bd3ffff,72,42.4322136990377,-83.1999410921175,0.6683604442109077,San Bernardo,12,Greenfield Rd & Cambridge Ave,ASSAULT,16,0.2222222222222222,0.10725934113918066
809,892ab2c5573ffff,63,42.3765040879935,-83.052534080097,0.8281230436520564,Milwaukee Junction,07,E Milwaukee St & E Grand Blvd,STOLEN VEHICLE,16,0.25396825396825395,0.10720154770855372
810,892ab2d5b17ffff,88,42.445112006522,-82.9781049982309,0.37687063566234413,Mohican Regent,09,Fairmount Dr & Anvil St,ASSAULT,26,0.29545454545454547,0.10695236871968482
811,892ab2c5223ffff,43,42.3662693465312,-83.1011222050237,1.180534832197838,LaSalle Gardens,10,N La Salle Gdns & La Salle Blvd,ASSAULT,8,0.18604651162790697,0.1069295735784303
812,892ab2c5e17ffff,86,42.3410982686904,-83.0608027467555,0.4120561410211937,Midtown,03,2nd Ave & Temple St,LARCENY,47,0.5465116279069767,0.10692211665454232
813,892ab2cc00bffff,76,42.3434568505308,-83.211567325377,0.589379080559878,Warren Ave Community,06,Clayburn St & W Warren Ave,ASSAULT,16,0.21052631578947367,0.10684741880180675
814,892ab2c46afffff,34,42.3790724567424,-83.0048113253232,1.3396747930491435,Gratiot Woods,07,Crane St & E Warren Ave,DAMAGE TO PROPERTY,9,0.2647058823529412,0.10683761767480077
815,892ab2d5bcfffff,66,42.449222809538,-82.9856359624573,0.7677996396336306,Conner Creek,09,Schoenherr St & E 8 Mile Rd,LARCENY,19,0.2878787878787879,0.10683294432479118
816,892ab2ce56fffff,79,42.3804626677433,-83.1349064947107,0.5354261788088259,Russell Woods,10,Cortland St & Broadstreet Ave,ASSAULT,22,0.27848101265822783,0.10682834741826439
817,892ab2c0997ffff,42,42.4210449164229,-83.0730251237162,1.1964379525512137,Cadillac Heights,11,Stender St & Anglin St,ASSAULT,9,0.21428571428571427,0.10682174205078604
818,892ab2c41d7ffff,31,42.3580096914011,-82.9752385116033,1.3928566984139332,Waterworks Park,05,Marquette Dr & Freud St,LARCENY,8,0.25806451612903225,0.10681438659964486
819,892ab2c0a1bffff,23,42.4316785673709,-83.1372953383688,1.535312428833454,University District,12,Birchcrest Dr & W 7 Mile Rd,LARCENY,8,0.34782608695652173,0.10678740485439112
820,892ab2c5107ffff,66,42.3588676441231,-83.0524493559076,0.7664893575871953,Forest Park,03,E Forest Ave & N I 75 Service Drive,ASSAULT,14,0.21212121212121213,0.10676105273990176
821,892ab2c7677ffff,64,42.4316724656058,-83.04544591326936,0.8019049923011027,Krainz Woods,11,E Robinwood St & Albany St,ASSAULT,14,0.21875,0.10674342724177183
822,892ab2c632bffff,35,42.3824973383859,-82.9517827040238,1.319192988859907,Riverbend,05,Lakewood St & Charlevoix St,ASSAULT,9,0.2571428571428571,0.10669422936885034
823,892ab2d5b2bffff,70,42.4370012181424,-82.98177127143799,0.6921558427245218,Franklin,09,Verona St & Lappin St,ASSAULT,12,0.17142857142857143,0.1066041451275104
824,892ab2cc44bffff,54,42.3651261063365,-83.2130346992054,0.9780445084603356,Joy Community,06,Rutland St & W Chicago St,ASSAULT,18,0.3333333333333333,0.10660379819153158
825,892ab2ca9afffff,60,42.4314143021109,-83.2356454239714,0.8708143194768012,O'Hair Park,08,Cambridge Ave & Annchester Rd,FRAUD,12,0.2,0.10660272454147124
826,892ab2cab63ffff,58,42.4266253041805,-83.2828705661159,0.9060458234229516,The Eye,08,Fenton St & Grand River Ave,ASSAULT,12,0.20689655172413793,0.1065749962927488
827,892ab2c5293ffff,55,42.3834401977363,-83.096218258353,0.9592946994822482,Gateway Community,10,Byron St & Glynn Ct,LARCENY,21,0.38181818181818183,0.1065554397160586
828,892ab2c74b7ffff,47,42.4403315320907,-82.9962671954281,1.1005746149918525,Pulaski,09,Waltham St & Manning St,STOLEN VEHICLE,10,0.2127659574468085,0.10646394422917152
829,892ab2ce917ffff,65,42.3170176069227,-83.1037903867316,0.7783788137399225,Central Southwest,04,W Vernor Hwy & Campbell St,FRAUD,17,0.26153846153846155,0.10643300245753706
830,892ab2cf5b7ffff,67,42.3996165391759,-83.1900729176297,0.7418132925881179,Hubbell-Lyndon,02,Chalfonte St & Hubbell St,ASSAULT,13,0.19402985074626866,0.10638753683823304
831,892ab2c628fffff,89,42.4102578719445,-82.9674675314212,0.3476306218554264,Outer Drive-Hayes,09,Corbett Ave & Chalmers St,ASSAULT,17,0.19101123595505617,0.10632844145502562
832,892ab2c42bbffff,33,42.3639017279054,-83.0164006905844,1.3479580809286185,Gratiot-Grand,07,Pulford St & Concord St,ASSAULT,7,0.21212121212121213,0.10631170682245623
833,892ab2c74bbffff,64,42.4418074367867,-83.0037276513545,0.7939388442608614,Conner Creek,09,Bradford St & E State Fair St,LARCENY,13,0.203125,0.10630634653106935
834,892ab2ce1b7ffff,71,42.3695028400458,-83.1200882885825,0.6685873474956076,Nardin Park,10,Wager St & McQuade St,ASSAULT,16,0.22535211267605634,0.1062913985436914
835,892ab2c5e7bffff,18,42.3362053024551,-83.0761362853304,1.614159312845644,North Corktown,03,Butternut St & Vermont St,BURGLARY,4,0.2222222222222222,0.1062115565056781
836,892ab2cc067ffff,53,42.3362460045284,-83.2119997750406,0.9873944839341384,Warren Ave Community,06,Memorial St & Paul Dr,ASSAULT,20,0.37735849056603776,0.10613641356409165
837,892ab2c6297ffff,90,42.4142344751852,-82.9603127668161,0.3241077921632488,Outer Drive-Hayes,09,Bonita St & Whitehill St,ASSAULT,17,0.18888888888888888,0.10601820041405502
838,892ab2cf4cbffff,72,42.4246181563275,-83.2353651840574,0.6457099372954358,Evergreen-Outer Drive,08,Pickford St & Annchester Rd,ASSAULT,16,0.2222222222222222,0.10601656990139105
839,892ab2c7523ffff,70,42.4174097107917,-82.9887988498278,0.6813053722722805,Eden Gardens,09,Gratiot Ave & August St,ASSAULT,15,0.21428571428571427,0.10600880955092246
840,892ab2ce66fffff,99,42.39467586693,-83.1852127492305,0.16300167813993063,Bethune Community,02,Lyndon St & Mark Twain St,DAMAGE TO PROPERTY,23,0.23232323232323232,0.10600227888163494
841,892ab2ce54fffff,103,42.3896593283241,-83.1364452537867,0.08907393372701021,Oakman Blvd Community,10,W Grand St & Petoskey Ave,ASSAULT,28,0.27184466019417475,0.10586763478175477
842,892ab2c5e5bffff,67,42.3437224869007,-83.0799022405063,0.730234408039589,Core City,03,Vermont St & Selden St,DAMAGE TO PROPERTY,18,0.26865671641791045,0.10575223517649543
843,892ab2c70a7ffff,82,42.4177369262891,-83.0081573905487,0.46128351365777487,LaSalle College Park,09,Portlance St & Canonbury St,ASSAULT,17,0.2073170731707317,0.10570151904963851
844,892ab2c462bffff,33,42.3759606060163,-83.0158164113292,1.3325278278846484,Gratiot-Grand,07,Townsend St & Gratiot Ave,ASSAULT,7,0.21212121212121213,0.10546509112655042
845,892ab2c1b37ffff,79,42.4143582382116,-83.1860689725271,0.5105471364688441,Hubbell-Puritan,02,Ardmore St & Grove St,AGGRAVATED ASSAULT,16,0.20253164556962025,0.1054633025493233
846,892ab2c757bffff,80,42.4202524608694,-83.0031430635496,0.4918039430628749,LaSalle College Park,09,Portlance St & Hoover St,AGGRAVATED ASSAULT,18,0.225,0.10541530705216161
847,892ab2c725bffff,39,42.4209501249504,-83.0689587131667,1.221835866514774,Cadillac Heights,11,Charest St & Jerome St,LARCENY,7,0.1794871794871795,0.10527407951308941
848,892ab2c56abffff,63,42.3927202657717,-83.0884059046054,0.7928983111867649,Gateway Community,03,Woodland St & Webb St,ASSAULT,18,0.2857142857142857,0.10526886317614725
849,892ab2c6313ffff,27,42.3926234214023,-82.9509308972698,1.435423517357724,Morningside,05,Alter Rd & E Canfield St,AGGRAVATED ASSAULT,6,0.2222222222222222,0.10522834266773198
850,892ab2c0d27ffff,64,42.4239971639211,-83.0656509269721,0.7720288490349796,Davison,11,Minnesota St & Wexford St,ASSAULT,15,0.234375,0.10510420514021888
851,892ab2c0913ffff,53,42.4184081285801,-83.0834502256026,0.9679130493051789,Cadillac Heights,11,Orleans St & E McNichols Rd,ASSAULT,13,0.24528301886792453,0.10506752063740789
852,892ab2ce4abffff,71,42.4063384753219,-83.1374151819349,0.6455667456434984,Pilgrim Village,12,Holmur St & Midland St,ASSAULT,14,0.19718309859154928,0.10502832121102187
853,892ab2ce493ffff,50,42.4172355222978,-83.1353045290069,1.0207180849169335,University District,12,Fairfield St & W McNichols Rd,FRAUD,11,0.22,0.10502361175176356
854,892ab2c662bffff,107,42.4199869090258,-82.9611269351592,-0.04650769321792724,Outer Drive-Hayes,09,Duchess St & Courville St,ASSAULT,20,0.18691588785046728,0.10490196078431373
855,892ab2cf027ffff,63,42.3864230614263,-83.2296770116927,0.7860191054746474,Westwood Park,08,Piedmont St & Schoolcraft St,FRAUD,16,0.25396825396825395,0.10489142001208202
856,892ab2d5b0fffff,73,42.4422115236364,-82.9829691040675,0.606470100491476,Franklin,09,E State Fair St & Schoenherr St,ASSAULT,15,0.2054794520547945,0.10484397975470064
857,892ab2c4623ffff,40,42.3767500840111,-83.0106424237817,1.1958088057395868,Gratiot-Grand,07,Maxwell St & E Warren Ave,DAMAGE TO PROPERTY,9,0.225,0.10482643817576531
858,892ab2ce9dbffff,85,42.326177741665,-83.1167362271703,0.3914321059018694,Central Southwest,04,Otis St & Livernois Ave,FRAUD,25,0.29411764705882354,0.10481014021353485
859,892ab2c71c7ffff,43,42.4095919747474,-83.0035317879784,1.1414234562503853,Gratiot-Findlay,09,Conner St & Flanders St,DAMAGE TO PROPERTY,10,0.23255813953488372,0.10478363957001
860,892ab2d596fffff,51,42.4391338896462,-82.9606858291793,0.9972060648236519,Regent Park,09,Novara St & Rex St,AGGRAVATED ASSAULT,11,0.21568627450980393,0.10471396380385928
861,892ab2c724bffff,25,42.418083511671,-83.0694907045359,1.460719805847012,North Campau,11,McDougall St & Gaylord St,ASSAULT,8,0.32,0.10465549637564261
862,892ab2cf153ffff,45,42.3864771180609,-83.2271552567491,1.0983329905789658,Grandmont #1,08,Artesian St & Schoolcraft St,STOLEN PROPERTY,11,0.24444444444444444,0.10438016812737441
863,892ab2d5bb7ffff,39,42.4426887857626,-82.9657398336877,1.2041710041867684,Regent Park,09,Hayes St & E State Fair St,ASSAULT,9,0.23076923076923078,0.10430485693000617
864,892ab2cc40fffff,71,42.3605301053205,-83.1981396142035,0.6308299705461854,Joy Community,06,Greenfield Rd & Ellis St,ASSAULT,12,0.16901408450704225,0.10421975474948256
865,892ab2ca957ffff,68,42.437297066612004,-83.2525816031086,0.6823177253935062,Evergreen Lahser 7/8,08,Pembroke Ave & Blackstone St,ASSAULT,11,0.16176470588235295,0.10410357027847314
866,892ab2c08c7ffff,28,42.4370474169367,-83.1073890652864,1.3970540211691234,Penrose,12,Charleston St & W Lantz St,AGGRAVATED ASSAULT,10,0.35714285714285715,0.10410350572532458
867,892ab2c750bffff,65,42.4243990618009,-82.9968676700156,0.7341553839980051,Von Steuben,09,Strasburg St & Sauer St,STOLEN PROPERTY,12,0.18461538461538463,0.10400658406766328
868,892ab2c610bffff,17,42.3932244415104,-82.9266998808803,1.5914121937677246,East English Village,05,Yorkshire Rd & Mack Ave,ASSAULT,5,0.29411764705882354,0.10398309226645044
869,892ab2c726fffff,42,42.4094400495402,-83.0625336575113,1.1440069953310747,Campau/Banglatown,11,Carpenter St & McDougall St,ASSAULT,12,0.2857142857142857,0.10394499912197958
870,892ab2c1a37ffff,104,42.43122087782605,-83.2073716429828,0.03575612088273053,Greenfield,08,Murray Hill St & W 7 Mile Rd,ASSAULT,18,0.17307692307692307,0.10392262467225771
871,892ab2c66d7ffff,106,42.4355649203165,-82.9606602350662,-0.2555618506450371,Regent Park,09,Maddelein St & Crusade St,ASSAULT,27,0.25471698113207547,0.10392156862745099
872,892ab2ca90fffff,86,42.4329793648704,-83.2474175393897,0.3557544535560408,Evergreen Lahser 7/8,08,Burt Rd & Vassar Ave,ASSAULT,18,0.20930232558139536,0.10383299736543196
873,892ab2c5c03ffff,86,42.3423666128366,-83.0379321607677,0.35573057183898005,Lafayette Park,07,Russell St & Maple St,LARCENY,24,0.27906976744186046,0.1038316870410678
874,892ab2c75abffff,74,42.423754464326,-82.9851521720018,0.5693890652002092,Mapleridge,09,Gratiot Ave & Young St,ASSAULT,11,0.14864864864864866,0.10378983713053518
875,892ab2ca907ffff,76,42.4330772268952,-83.2433081410674,0.5335790387797834,Evergreen Lahser 7/8,08,Vassar Ave & Fielding St,ASSAULT,17,0.2236842105263158,0.10378582343661025
876,892ab2cc423ffff,63,42.3558895406231,-83.1937926224887,0.7639724456187625,Fiskhorn,02,Sussex & Joy Rd,ASSAULT,18,0.2857142857142857,0.10368178020753048
877,892ab2c5a7bffff,33,42.3163595822016,-83.0862537967053,1.2993751223978771,Hubbard Farms,04,W Lafayette Blvd & Vinewood St,LARCENY,12,0.36363636363636365,0.10364609303579575
878,892ab2cc62bffff,100,42.3522844157331,-83.2272941159256,0.10208495253285911,Warrendale,06,Belton St & Artesian St,ASSAULT,27,0.27,0.10364033725465296
879,892ab21b683ffff,16,42.3025579431272,-83.1131293476726,1.6028064060093699,Delray,04,W Fort St & Green St,LARCENY,4,0.25,0.1036278693079651
880,892ab2c7557ffff,67,42.4255603122685,-82.9982278517234,0.6897955689301367,Von Steuben,09,Gietzen St & Strasburg St,ASSAULT,12,0.1791044776119403,0.10353346690246179
881,892ab2c19dbffff,59,42.4348203081065,-83.1709117982852,0.8305663915525467,Greenwich,12,Meyers Rd & W Outer Dr,ASSAULT,12,0.2033898305084746,0.1034140388840897
882,892ab2c656bffff,102,42.407864384476,-82.9249298786468,0.06215862397425074,Cornerstone Village,05,E Warren Ave & Neff Ave,FRAUD,52,0.5098039215686274,0.10341047334366774
883,892ab2c525bffff,74,42.3783825017585,-83.1189134042712,0.5601470386710933,Dexter-Linwood,10,Wildemere St & Calvert St,ASSAULT,19,0.25675675675675674,0.1032827524638592
884,892ab2ce11bffff,67,42.3735493176971,-83.1389546682601,0.6852002388689299,Nardin Park,10,Belleterre St & Burlingame St,ASSAULT,24,0.3582089552238806,0.10328133373610351
885,892ab2cf23bffff,43,42.3909784452085,-83.2650891105501,1.1130760967463573,Eliza Howell,06,Bramell St & Ray St,DAMAGE TO PROPERTY,10,0.23255813953488372,0.10322829764365232
886,892ab2c5e1bffff,69,42.3428992308709,-83.0695842309806,0.6471877567003227,North Corktown,03,S M 10 Service Drive & Martin Luther King Jr Blvd,LARCENY,16,0.2318840579710145,0.10315647733139252
887,892ab2cebbbffff,98,42.3136164568269,-83.1297797301176,0.12857522231908325,Springwells,04,Carson St & Belle St,ASSAULT,27,0.2755102040816326,0.10313300144406531
888,892ab2d597bffff,56,42.4437611026807,-82.9609210605208,0.8769484932795015,Regent Park,09,Crusade St & Rossini Dr,FRAUD,9,0.16071428571428573,0.10301772121907271
889,892ab2c41dbffff,87,42.3603015225297,-82.9826841161272,0.32248327721355796,East Village,07,E Jefferson Ave & Pennsylvania St,FRAUD,22,0.25287356321839083,0.10298789126037193
890,892ab2ce307ffff,95,42.3639171525708,-83.1642525769896,0.1789607229437291,Barton-McFarland,02,Westfield St & Mendota St,ASSAULT,23,0.24210526315789474,0.10295633930472889
891,892ab2c1b8bffff,71,42.4270776067353,-83.1924965624582,0.6074901641626249,Winship,12,Robson St & Margareta St,STOLEN VEHICLE,14,0.19718309859154928,0.10293916353899385
892,892ab2c186bffff,68,42.4341831839613,-83.1963579746948,0.6601194639385314,San Bernardo,12,Sussex St & Vassar Ave,ASSAULT,15,0.22058823529411764,0.10288561250966347
893,892ab2c1a77ffff,79,42.4336734021942,-83.2173598392521,0.46318927433883333,Greenfield,08,Vassar Ave & Archdale St,ASSAULT,26,0.3291139240506329,0.10286490644463477
894,892ab2ce913ffff,26,42.31949988136405,-83.1060125342023,1.408925817913837,Central Southwest,04,Romeyn St & Campbell St,ASSAULT,5,0.19230769230769232,0.10279409436277734
895,892ab2c6153ffff,44,42.3988332547448,-82.9320749356869,1.0870086546796034,East English Village,05,Waveney St & Kensington Ave,LARCENY,12,0.2727272727272727,0.10277844069553013
896,892ab2cec8bffff,44,42.3609193000308,-83.1142477993709,1.08513737317545,Petoskey-Otsego,10,Holmur St & Montgomery St,AGGRAVATED ASSAULT,9,0.20454545454545456,0.10267576860788775
897,892ab2c50afffff,55,42.3724280205448,-83.0658021363324,0.8868413603954372,Milwaukee Junction,03,Beaubien St & E Grand Blvd,LARCENY,24,0.43636363636363634,0.1025801235681714
898,892ab2c70c3ffff,34,42.4286260622604,-83.0273353970057,1.2619242045237509,Grant,11,Stockton St & Packard St,LARCENY,11,0.3235294117647059,0.10257165596802015
899,892ab2c66afffff,92,42.42372503493995,-82.9526387735233,0.22473490687277783,Denby,09,Britain St & Lansdowne St,STOLEN VEHICLE,19,0.20652173913043478,0.10252666685621864
900,892ab2c1a63ffff,75,42.4335621146115,-83.2230326729811,0.5283825951690091,O'Hair Park,08,Vassar Ave & Rosemont Ave,ASSAULT,15,0.2,0.1025203166603544
901,892ab2ce557ffff,82,42.3929448674787,-83.1330131186071,0.4031922843382913,Oakman Blvd Community,10,Pasadena St & Dexter Ave,ASSAULT,18,0.21951219512195122,0.1025142125034534
902,892ab2cee53ffff,83,42.3541472161832,-83.1564687929256,0.38466493261360374,Barton-McFarland,02,Belton St & Kentucky St,DAMAGE TO PROPERTY,16,0.1927710843373494,0.10247805964780143
903,892ab2ce687ffff,64,42.4078256191908,-83.16465900115585,0.7231830718654209,Bethune Community,12,Pinehurst St & Pilgrim St,ASSAULT,14,0.21875,0.10242417121513517
904,892ab2ce133ffff,62,42.3654543287747,-83.1304861882748,0.7581897217687856,Nardin Park,10,Grand River Ave & Joy Rd,ASSAULT,13,0.20967741935483872,0.10238410584132687
905,892ab2ce3dbffff,60,42.3774271372285,-83.174491493392,0.7938452059963798,Pride Area Community,02,Capitol St & Cheyenne St,ASSAULT,17,0.2833333333333333,0.10237964022867412
906,892ab2ceabbffff,62,42.3317811561975,-83.1497099313991,0.7572458235340809,Claytown,04,Henderson St & Trenton St,ASSAULT,13,0.20967741935483872,0.1023323167320646
907,892ab2c0d6bffff,57,42.4282137973667,-83.0851083134836,0.8463492151458537,Northeast Central District,11,E Grixdale Ave & Marx St,ASSAULT,15,0.2631578947368421,0.10231921484604664
908,892ab2c713bffff,80,42.3975311231948,-83.0027764967239,0.4335843015751634,Airport Sub,05,Marcus Ave & Kresge St,FRAUD,37,0.4625,0.1022209548822361
