focus_rank,h3_cell,incident_count,latitude,longitude,mean_spike_z,neighborhood,police_precinct,nearest_intersection,dominant_offense,dominant_offense_count,dominant_offense_share,score
546,892ab2c18a7ffff,65,42.4384726231995,-83.16880139292373,1.1991895834272397,McDowell,12,Pembroke Ave & Monte Vista St,LARCENY,14,0.2153846153846154,0.13984594483008508
547,892ab2c5c27ffff,139,42.3334373989002,-83.0288266436515,0.5163935220287933,Rivertown,07,Franklin St & Orleans St,LARCENY,37,0.26618705035971224,0.1397401867664614
548,892ab2ce563ffff,130,42.3851961020649,-83.1334380518154,0.5989579064222049,Russell Woods,10,W Buena Vista St & Petoskey Ave,ASSAULT,30,0.23076923076923078,0.1397158363129393
549,892ab2c640fffff,88,42.4272904684857,-82.9343654751145,0.9841390544588008,Moross-Morang,09,Peerless St & McCormick St,ASSAULT,18,0.20454545454545456,0.13959291960787254
550,892ab2ce4afffff,127,42.4027801259517,-83.1355693366635,0.623602991536425,Pilgrim Village,10,Fenkell St & Dexter Ave,ASSAULT,26,0.2047244094488189,0.13948396765982646
551,892ab2cf593ffff,110,42.4108432363222,-83.199042608578,0.7801183679422118,Hubbell-Puritan,02,Greenfield Rd & Florence St,ASSAULT,22,0.2,0.13948156777262388
552,892ab2ce0a3ffff,135,42.3863743543618,-83.1453397575822,0.5484965075937139,Oakman Blvd Community,10,Ewald Cir & W Davison St,ASSAULT,24,0.17777777777777778,0.13937213197119594
553,892ab2c75c3ffff,143,42.4310539109861,-82.9971369363097,0.4741426734627614,Von Steuben,09,Barlow St & Linnhurst St,ASSAULT,33,0.23076923076923078,0.13931884452389112
554,892ab2cf547ffff,104,42.3999516126962,-83.2161837841832,0.8331621248557991,Grand River-St Marys,08,Grand River Ave & Archdale St,DAMAGE TO PROPERTY,20,0.19230769230769232,0.13930982004195624
555,892ab2cf333ffff,142,42.371882226984624,-83.2412209572612,0.48153118991989796,Weatherby,06,Plymouth Rd & Fielding St,ASSAULT,35,0.24647887323943662,0.13917726103660416
556,892ab2cf267ffff,101,42.385412756057,-83.2733266108855,0.8575168969102669,Castle Rouge,06,Riverview St & Schoolcraft St,ASSAULT,32,0.31683168316831684,0.13905536808540422
557,892ab2cc6cfffff,159,42.3647797470597,-83.23360434839358,0.3226312154184449,Franklin Park,06,W Chicago St & Auburn St,ASSAULT,44,0.27672955974842767,0.13899416426574765
558,892ab2ce493ffff,63,42.4172355222978,-83.1353045290069,1.2057527900692573,University District,12,Fairfield St & W McNichols Rd,ASSAULT,12,0.19047619047619047,0.13892382853899926
559,892ab2c760fffff,119,42.4360960289843,-83.04371480168004,0.6893756239187206,Farwell,11,Emery St & Gable St,ASSAULT,23,0.19327731092436976,0.13886972784146764
560,892ab2cf307ffff,58,42.3763121703003,-83.2462961856345,1.2506861477652433,Weatherby,06,Burt Rd & Capitol St,DAMAGE TO PROPERTY,10,0.1724137931034483,0.13883750940737138
561,892ab2c6357ffff,128,42.3934069439139,-82.959058988579,0.6058932333344467,Fox Creek,05,E Forest Ave & Lakewood St,RUNAWAY,66,0.515625,0.13882266706607366
562,892ab2c50c7ffff,132,42.3822415615418,-83.0775567579879,0.5690220030740912,North End,03,Holbrook St & Fraser Pl,LARCENY,36,0.2727272727272727,0.13881980256159693
563,892ab2c0913ffff,89,42.41844147856207,-83.08224353966445,0.9624863463895449,Cadillac Heights,11,Saint Aubin St & E McNichols Rd,ASSAULT,21,0.23595505617977527,0.13862489897412478
564,892ab2cc473ffff,142,42.36171903447,-83.20255001625861,0.47407593331959846,Joy Community,06,Cathedral St & Saint Marys St,ASSAULT,34,0.23943661971830985,0.13859732046429474
565,892ab2c7183ffff,87,42.4102234748426,-82.9957458532356,0.9800267373746242,Gratiot-Findlay,09,Gunston St & Charlemagne Ave,ASSAULT,21,0.2413793103448276,0.13855669220105682
566,892ab2cc00bffff,103,42.3434568505308,-83.21156732537702,0.8312730555065845,Warren Ave Community,06,Clayburn St & W Warren Ave,ASSAULT,19,0.18446601941747573,0.1384465379317179
567,892ab2ce04fffff,94,42.3858165045795,-83.1686112920769,0.9129633022750823,Northwest Community,02,Meyers Rd & W Davison St,ASSAULT,20,0.2127659574468085,0.13835418876243738
568,892ab2c1937ffff,154,42.4170358012199,-83.1570474709731,0.3599187902835231,Bagley,12,Wisconsin St & W McNichols Rd,ASSAULT,41,0.2662337662337662,0.13831308362443112
569,892ab2cc5dbffff,52,42.3583807557264,-83.1847468706336,1.298388059235247,We Care Community,02,Joy Rd & Strathmoor St,DAMAGE TO PROPERTY,11,0.21153846153846154,0.13825022227010356
570,892ab2d5b57ffff,144,42.445757807206,-82.98803976786482,0.4504486050356646,Conner Creek,09,Bringard Dr & Joann St,ASSAULT,30,0.20833333333333334,0.13819202751898046
571,892ab2ce42fffff,69,42.39809504566974,-83.1445642181832,1.1405548031811896,Chalfonte,10,Eaton St & Prairie St,ASSAULT,17,0.2463768115942029,0.1381501049780286
572,892ab2c756fffff,111,42.4153355146661,-82.99998677035005,0.7535042748356082,Gratiot-Findlay,09,Gunston St & Minden St,ASSAULT,21,0.1891891891891892,0.1381276035513823
573,892ab2c7447ffff,125,42.4404087054923,-83.0195655267677,0.6236124091795969,Nortown,11,Kempa St & Sirron St,BURGLARY,28,0.224,0.1380520354969928
574,892ab2d590bffff,92,42.447378651939,-82.9561101452402,0.9267812657382726,Regent Park,09,Bringard Dr & Redmond St,DAMAGE TO PROPERTY,18,0.1956521739130435,0.13799641626907777
575,892ab2c73dbffff,47,42.411897622338,-83.0404584675587,1.3411092755001095,Buffalo Charles,11,Dwyer St & Charles St,ASSAULT,10,0.2127659574468085,0.13799182179555533
576,892ab2c61cfffff,36,42.3982617317404,-82.9274269442117,1.4423594021469925,East English Village,05,Wallingford St & Grayton St,DAMAGE TO PROPERTY,8,0.2222222222222222,0.13798836085440494
577,892ab2cab7bffff,83,42.4276297665924,-83.2858459096261,1.0088302499481265,Five Points,08,Grand River Ave & Albert St,DAMAGE TO PROPERTY,13,0.1566265060240964,0.13793197310065047
578,892ab21b4dbffff,28,42.3097769365334,-83.0952301636094,1.5152508064779187,Delray,04,W Fort St & Ferdinand St,LARCENY,7,0.25,0.13792788664055436
579,892ab2c6693ffff,146,42.43601318526,-82.9523329510953,0.4284771011215838,Regent Park,09,Kelly Rd & Kingsville Ave,AGGRAVATED ASSAULT,21,0.14383561643835616,0.13791554029883168
580,892ab2c5e07ffff,124,42.338163477433625,-83.0641763232569,0.6301366310672376,Midtown,03,Grand River Ave & 5th St,LARCENY,43,0.3467741935483871,0.13784321898016028
581,892ab2c53c7ffff,43,42.3629239874731,-83.0876015444785,1.3756723517193743,Elijah McCoy,03,Hecla St & Marquette St,ASSAULT,11,0.2558139534883721,0.13781513618561822
582,892ab2c0953ffff,30,42.4180932070032,-83.0942857896027,1.4952969438264538,Greenfield Park,11,Oakland St & E McNichols Rd,DAMAGE TO PROPERTY,5,0.16666666666666666,0.13780835069536365
583,892ab2c188fffff,18,42.4452073695673,-83.1809861784652,1.6054404353441332,Blackstone Park,12,Schaefer Hwy & W 8 Mile Rd,AGGRAVATED ASSAULT,5,0.2777777777777778,0.13778036765019533
584,892ab2c625bffff,123,42.411085509793566,-82.9880388830389,0.6375789425714328,Eden Gardens,09,Roseberry St & Kilbourne Ave,ASSAULT,39,0.3170731707317073,0.13770582018188554
585,892ab2cf0d3ffff,86,42.40895759469164,-83.2387982253373,0.978077079770927,Miller Grove,08,Grand River Ave & Evergreen Rd,ASSAULT,20,0.23255813953488372,0.1376886969616985
586,892ab2ce643ffff,156,42.4072500470879,-83.1879219411399,0.333182719557271,Bethune Community,02,Hubbell St & Pilgrim St,ASSAULT,51,0.3269230769230769,0.13766596320518548
587,892ab2ca9abffff,99,42.4332437700775,-83.238976617544,0.8541739556950467,O'Hair Park,08,Evergreen Rd & Votrobeck Ct,ASSAULT,24,0.24242424242424243,0.13736265765306813
588,892ab2c083bffff,120,42.42614908966678,-83.1021196594498,0.6596464052456521,Grixdale Farms,12,John R St & W Savannah St,ASSAULT,18,0.15,0.1372734396063539
589,892ab2cee93ffff,162,42.35952211778352,-83.1383882429849,0.27260365938016357,Midwest,10,Joy Rd & Livernois Ave,ASSAULT,30,0.18518518518518517,0.1372515435748269
590,892ab2c091bffff,85,42.4182522924941,-83.0859121149747,0.9813179531101468,North Campau,11,Riopelle St & E McNichols Rd,FRAUD,24,0.2823529411764706,0.13722447045184366
591,892ab2c19a7ffff,136,42.42074553598221,-83.1502616519103,0.5110126258038277,Bagley,12,Santa Clara St & Roselawn St,DAMAGE TO PROPERTY,28,0.20588235294117646,0.1371726124850139
592,892ab2ce423ffff,95,42.40044128838395,-83.1402622325944,0.888338382701628,Chalfonte,10,Chalfonte St & Santa Rosa Dr,ASSAULT,27,0.28421052631578947,0.1371549613261364
593,892ab2c1a3bffff,123,42.43381685018908,-83.21303104004441,0.6295089203545796,Greenfield,08,Vassar Ave & Gilchrist St,ASSAULT,35,0.2845528455284553,0.13707805730880035
594,892ab2cf233ffff,48,42.390608888124,-83.2614319363983,1.3198906497256475,Eliza Howell,06,Lamphere St & Acacia St,ASSAULT,13,0.2708333333333333,0.13705756820001552
595,892ab2c627bffff,93,42.4036913884906,-82.9840349873281,0.9042355964026484,Wade,09,Roseberry St & Elmdale St,ASSAULT,22,0.23655913978494625,0.13695893263819497
596,892ab21b6abffff,17,42.2940929640053,-83.1104082587841,1.6040701750650666,Delray,04,W Jefferson Ave & S Solvay St,STOLEN PROPERTY,5,0.29411764705882354,0.13695744343039487
597,892ab2ce44bffff,147,42.4096793746092,-83.1610688163691,0.4069071466174482,Fitzgerald/Marygrove,12,Washburn St & Pilgrim St,ASSAULT,37,0.25170068027210885,0.13695395702230578
598,892ab2c420fffff,94,42.36067594613718,-83.02677661589223,0.8949073461412691,McDougall-Hunt,07,Saint Joseph St & Gratiot Ave,ASSAULT,24,0.2553191489361702,0.1369496252315971
599,892ab2c5e7bffff,19,42.3362053024551,-83.0761362853304,1.5844777733811892,North Corktown,03,Rosa Parks Blvd & Temple St,BURGLARY,4,0.21052631578947367,0.1368660253477606
600,892ab2c8d33ffff,25,42.407165075431706,-83.2820334443024,1.5288462180071192,South of Six,08,Fenton St & Puritan St,DAMAGE TO PROPERTY,7,0.28,0.13683646956861567
601,892ab2c6607ffff,92,42.42433501261764,-82.9593822684407,0.9113443173155048,Denby,09,Riad St & Grayton St,ASSAULT,28,0.30434782608695654,0.13679558399958203
602,892ab2c51abffff,86,42.3578459032704,-83.048119075588,0.9658932664020646,Forest Park,07,Russell St & E Canfield St,ASSAULT,23,0.26744186046511625,0.13674092439304336
603,892ab2ce30bffff,133,42.365932674055,-83.17160070356225,0.5326156293066088,Barton-McFarland,02,W Chicago St & Sorrento St,ASSAULT,32,0.24060150375939848,0.13670410186968088
604,892ab2c510fffff,90,42.3587446980601,-83.0564789099051,0.9277940655840352,Medical Center,03,E Hancock St & Saint Antoine St,ASSAULT,21,0.23333333333333334,0.1366425366911534
605,892ab2cc2bbffff,169,42.3432297256339,-83.22928795887624,0.19960945004632377,Warrendale,06,W Warren Ave & Grandville Ave,FRAUD,56,0.33136094674556216,0.1365876882622105
606,892ab2c523bffff,153,42.368055449353164,-83.1051602595775,0.34656382096526567,Virginia Park Community,10,Linwood St & W Euclid St,ASSAULT,27,0.17647058823529413,0.1365578750592641
607,892ab2ce5dbffff,36,42.4007186215495,-83.1331576068083,1.4239653226598163,Dexter-Fenkell,10,Chalfonte St & Wildemere St,ASSAULT,8,0.2222222222222222,0.13655749488200242
608,892ab2ce4dbffff,123,42.41708536405943,-83.1523553700298,0.6227690957310703,Bagley,12,W McNichols Rd & Northlawn St,ASSAULT,24,0.1951219512195122,0.13655376982159756
609,892ab2c1b67ffff,160,42.4141415678109,-83.19923547192448,0.2816754677291448,Crary/St Marys,08,Greenfield Rd & Verne St,ASSAULT,41,0.25625,0.13652457011887498
610,892ab2ce3cbffff,53,42.37548346725018,-83.1756342770842,1.2654055821819397,Pride Area Community,02,Hartwell St & Wadsworth St,ASSAULT,12,0.22641509433962265,0.13640086474065724
611,892ab2ca82fffff,39,42.4419401454985,-83.2642913252768,1.3941876543350462,Berg-Lahser,08,Hessel Ave & Alderton St,LARCENY,14,0.358974358974359,0.136390102529876
612,892ab2c5017ffff,72,42.3781210490732,-83.0710856661145,1.0902384514131374,North End,03,Mount Vernon St & Kingsley Ct,ASSAULT,17,0.2361111111111111,0.13638501901598668
613,892ab2ce443ffff,138,42.4097313038081,-83.1578262633684,0.4819000841277473,Fitzgerald/Marygrove,12,Puritan St & Kentucky St,ASSAULT,37,0.26811594202898553,0.1363406276141993
614,892ab2c0e0fffff,59,42.446505008957,-83.1249444682011,1.2085535326546817,State Fair,12,Woodward Ave & W 8 Mile Rd,LARCENY,17,0.288135593220339,0.13627636734975457
615,892ab2c0d2bffff,117,42.42579157473169,-83.0737923178453,0.6714376629188911,Northeast Central District,11,Maine St & E Nevada St,ASSAULT,27,0.23076923076923078,0.13604167833489855
616,892ab2d5b77ffff,123,42.4385803708893,-82.98525607409502,0.6150846087889624,Franklin,09,Liberal St & Schoenherr St,ASSAULT,18,0.14634146341463414,0.13595599753902698
617,892ab2c502fffff,46,42.366391369792815,-83.0709070338868,1.3228191983735293,Tech Town,03,Amsterdam St & Woodward Ave,DAMAGE TO PROPERTY,17,0.3695652173913043,0.13585271373501043
618,892ab2cd5dbffff,46,42.3667649794964,-83.26442315466727,1.3227247046787665,West Outer Drive,06,Beaverland St & Elmira St,ASSAULT,14,0.30434782608695654,0.13584536311914858
619,892ab2c19d3ffff,94,42.4349036881313,-83.167647645577,0.8790933988376206,McDowell,12,Monte Vista St & Saint Martins Ave,FRAUD,14,0.14893617021276595,0.1357194664132701
620,892ab2c1dbbffff,17,42.44603495213338,-83.1441804146675,1.5878960578161094,Garden Homes,12,Santa Rosa Dr & W 8 Mile Rd,STOLEN VEHICLE,5,0.29411764705882354,0.1356992671774698
621,892ab2c0b5bffff,54,42.4149311370243,-83.1303037365443,1.2431892194529255,Martin Park,12,Grove St & Lawton St,ASSAULT,21,0.3888888888888889,0.13538899770114635
622,892ab2c7443ffff,103,42.4436407046554,-83.0245840433821,0.7909995661026824,Sherwood,11,Milbank St & Stotter St,DAMAGE TO PROPERTY,20,0.1941747572815534,0.1353136839273557
623,892ab2c66c3ffff,151,42.4354482557225,-82.9654604105546,0.3484984270446001,Regent Park,09,Hayes St & E 7 Mile Rd,ASSAULT,23,0.152317880794702,0.13527570231362157
624,892ab2cc5d7ffff,80,42.35618225852063,-83.177383523779,0.9983141517853754,Joy-Schaefer,02,Schaefer Hwy & Van Buren St,ASSAULT,17,0.2125,0.13496493410452043
625,892ab2ce807ffff,116,42.3311480090235,-83.1244181405799,0.6651315657877146,Claytown,04,Cicotte St & Michigan Ave,FRAUD,24,0.20689655172413793,0.1348347979077794
626,892ab2c6e5bffff,121,42.3783033504452,-82.9490490944446,0.6187670615828742,Riverbend,05,Chalmers St & Kercheval St,ASSAULT,23,0.19008264462809918,0.1348097888893648
627,892ab2ce577ffff,132,42.3852680185102,-83.1278499209082,0.5161310444160514,Russell Woods,10,Sturtevant St & Dexter Ave,FRAUD,43,0.32575757575757575,0.13470544212054852
628,892ab2c5333ffff,123,42.3521213474691,-83.0787296400095,0.5984281576835323,Woodbridge,03,Trumbull St & W Warren Ave,LARCENY,25,0.2032520325203252,0.13466030078375515
629,892ab2c610bffff,22,42.3932244415104,-82.9266998808803,1.5255808461276985,East English Village,05,Yorkshire Rd & Mack Ave,ASSAULT,7,0.3181818181818182,0.13443346083674837
630,892ab2cf663ffff,99,42.4078861393589,-83.2646733951597,0.8160921874948681,Riverdale,08,Puritan St & Bramell St,AGGRAVATED ASSAULT,22,0.2222222222222222,0.13440029651265095
631,892ab2c661bffff,119,42.4293006823087,-82.9629053999059,0.6307316424529925,Mapleridge,09,Brock St & Mapleridge St,ASSAULT,31,0.2605042016806723,0.134307842718376
632,892ab2ce507ffff,151,42.38835202332923,-83.1222682134315,0.3357873270919441,Dexter-Linwood,10,Fullerton St & Lawton St,ASSAULT,38,0.25165562913907286,0.13428691239310706
633,892ab2cf56bffff,88,42.39390357970603,-83.2179107684057,0.9151550237804639,Grandmont,08,Lyndon St & N M 39,STOLEN VEHICLE,17,0.19318181818181818,0.13422668738050725
634,892ab2cc097ffff,62,42.3509032454988,-83.196651973569,1.1543143160803613,Fiskhorn,02,Tireman Ave & Greenfield,ASSAULT,14,0.22580645161290322,0.13420612375427204
635,892ab2ce3dbffff,85,42.3774271372285,-83.174491493392,0.9422421620389206,Pride Area Community,02,Capitol St & Cheyenne St,ASSAULT,24,0.2823529411764706,0.1341847847840989
636,892ab2c4207ffff,122,42.3613010216983,-83.0216010191385,0.5977558538585577,Gratiot-Grand,07,Mount Elliott St & Mack Ave,ASSAULT,40,0.32786885245901637,0.13389167023714857
637,892ab2d5b1bffff,152,42.446796856271,-82.9831495976862,0.32139183062592447,Mohican Regent,09,Collingham Dr & Reno St,ASSAULT,26,0.17105263157894737,0.13388342651331833
638,892ab2c40cbffff,62,42.3742063007064,-83.0028096490164,1.1495071345215238,Gratiot Woods,07,Burns St & E Canfield St,ASSAULT,15,0.24193548387096775,0.13383217557597388
639,892ab2c53dbffff,80,42.36659258751,-83.09216601320537,0.9835059921956987,Virginia Park Community,10,Churchill St & W Bethune St,DAMAGE TO PROPERTY,21,0.2625,0.1338130149945945
640,892ab2ce533ffff,127,42.3867582778349,-83.1206414292577,0.5502463472757274,Dexter-Linwood,10,Sturtevant St & Lawton St,LARCENY,24,0.1889763779527559,0.13377759207329898
641,892ab2cc4afffff,23,42.3583613150626,-83.1872361432825,1.5078936361471142,We Care Community,02,Hubbell St & Joy Rd,LARCENY,5,0.21739130434782608,0.13377391425752796
642,892ab2d5b43ffff,134,42.4456454131225,-82.9928220948334,0.4854202103614472,Conner Creek,09,Fairport St & Bringard Dr,ASSAULT,27,0.20149253731343283,0.13374912690855137
643,892ab2cc2b7ffff,158,42.3396759494977,-83.22302854589849,0.2635049043987741,Warrendale,06,Whitlock St & Brace St,ASSAULT,36,0.22784810126582278,0.1336784265967774
644,892ab2c70c3ffff,47,42.4294308623837,-83.0273684505452,1.2853686420729662,Grant,11,E Hildale St & Packard St,LARCENY,14,0.2978723404255319,0.13365578662148392
645,892ab2c76bbffff,87,42.438658991326,-83.0342071344274,0.916036867681685,Nortown,11,E Lantz St & Sherwood St,LARCENY,35,0.40229885057471265,0.13357895318530824
646,892ab2c4487ffff,140,42.3906958639887,-82.9735123151124,0.4264268473304055,Chandler Park,05,Drew Ct & Banneker Ct,ASSAULT,22,0.15714285714285714,0.1334580578427276
647,892ab2ce28bffff,64,42.3911239188274,-83.1840696448527,1.126120511041454,Grand River-I96,02,Ardmore St & Intervale St,AGGRAVATED ASSAULT,11,0.171875,0.13344560693341598
648,892ab2d594fffff,99,42.446309331083,-82.9658752198769,0.803103581691287,Regent Park,09,Hayes St & Bringard Dr,ASSAULT,21,0.21212121212121213,0.1333899195548776
649,892ab2cf1bbffff,138,42.3822191424378,-83.2075591220095,0.44366715725704853,Schoolcraft Southfield,06,Mettetal St & Glendale St,ASSAULT,38,0.2753623188405797,0.13336650791863225
650,892ab2c71afffff,52,42.39964715941009,-82.99211114308515,1.234336860190915,Wade,09,Wade St & Conner St,ASSAULT,12,0.23076923076923078,0.13326771247568794
651,892ab2c758bffff,138,42.431194724608666,-82.98985586283335,0.4409196738123892,Franklin,09,Joann St & Linnhurst St,RUNAWAY,34,0.2463768115942029,0.13315278259612057
652,892ab2c095bffff,51,42.4187505766384,-83.0974143522104,1.241447792061074,Greenfield Park,11,Edgevale St & Brush St,DANGEROUS DRUGS,22,0.43137254901960786,0.13310453582630516
653,892ab2c456bffff,110,42.363939556947,-82.9770286426273,0.6973323254157311,East Village,05,E Jefferson Ave & Saint Clair St,ASSAULT,23,0.20909090909090908,0.1330416841500924
654,892ab2c1b33ffff,109,42.4164697421709,-83.1895493155316,0.7053389516977379,Winship,12,Hubbell St & W McNichols Rd,FRAUD,35,0.3211009174311927,0.13294818310782425
655,892ab2c645bffff,15,42.4334881407086,-82.9457508575471,1.5709335249610803,Moross-Morang,09,Kingsville Ave & Lansdowne St,ASSAULT,3,0.2,0.13294709572404773
656,892ab2c5107ffff,114,42.3588676441231,-83.05244935590758,0.6589519212722341,Forest Park,03,E Forest Ave & N I 75 Service Drive,ASSAULT,26,0.22807017543859648,0.13292142178630276
657,892ab2c4287ffff,54,42.3666755787392,-83.01460802657864,1.2110161166344415,Gratiot-Grand,07,Sylvester St & E Grand Blvd,ASSAULT,16,0.2962962962962963,0.13288626859846575
658,892ab2c1b27ffff,100,42.4115419193359,-83.1881965210828,0.7869940646490617,Hubbell-Puritan,02,Florence St & Mark Twain St,ASSAULT,27,0.27,0.13285310089699578
659,892ab2c6697ffff,113,42.43369508713075,-82.9500809632607,0.6670775013123461,Moross-Morang,09,Moross Rd & Duchess St,DAMAGE TO PROPERTY,16,0.1415929203539823,0.13283717409562967
660,892ab2c5593ffff,15,42.389655638596814,-83.0337034930189,1.5684095721475113,Airport Sub,07,Farr St & Foster St,ASSAULT,5,0.3333333333333333,0.13275075873423517
661,892ab2c764fffff,144,42.4358363578894,-83.0568909275689,0.38035381742173907,Farwell,11,Eureka St & Emery St,ASSAULT,41,0.2847222222222222,0.13273939008151203
662,892ab2cab17ffff,96,42.433305536663,-83.2742132886745,0.8218421845037033,Seven Mile-Rouge,08,Verdun St & Appleton St,DAMAGE TO PROPERTY,21,0.21875,0.13269858868468887
663,892ab2cf51bffff,152,42.4031028660405,-83.2085720165899,0.3053353745717421,Crary/St Marys,08,Keeler St & Ferguson St,ASSAULT,30,0.19736842105263158,0.13263440306415236
664,892ab2cab77ffff,88,42.4250310322967,-83.2789653900099,0.893364550526347,Five Points,08,Grand River Ave & Woodbine St,LARCENY,27,0.3068181818181818,0.13253161768573946
665,892ab2c4203ffff,118,42.3645717624597,-83.02412353974375,0.6167946198152023,McDougall-Hunt,07,Superior St & Gratiot Ave,ASSAULT,23,0.19491525423728814,0.13250735652517523
666,892ab2c422bffff,16,42.3556641037156,-83.02526515477199,1.5552496628559833,McDougall-Hunt,07,Arndt St & Elmwood St,LARCENY,6,0.375,0.13244338854456017
667,892ab2cc59bffff,67,42.3562479033588,-83.17261921334271,1.0855426722335777,Aviation Sub,02,Ward St & Mackenzie St,ASSAULT,18,0.26865671641791045,0.1324380748802952
668,892ab2c1837ffff,74,42.4347255673135,-83.1763195032578,1.0204132237270542,Greenwich,12,Vassar Ave & Littlefield St,STOLEN VEHICLE,15,0.20270270270270271,0.13238601526295873
669,892ab2c668fffff,125,42.430842521998,-82.9559304686626,0.5499259443055375,Mapleridge,09,Casino St & Kelly Rd,ASSAULT,17,0.136,0.13232000333477284
670,892ab2c1bbbffff,107,42.4235885693522,-83.1862150851558,0.7146976759626658,Winship,12,Curtis St & Freeland St,ASSAULT,22,0.205607476635514,0.13224352869324402
671,892ab2c662bffff,176,42.4199869090258,-82.9611269351592,0.07906520667949599,Outer Drive-Hayes,09,Duchess St & Courville St,ASSAULT,28,0.1590909090909091,0.1322249402851464
672,892ab2c1d6bffff,71,42.43887131186209,-83.16664802907124,1.0459230409302327,McDowell,12,Pinehurst St & Pembroke Ave,STOLEN PROPERTY,16,0.22535211267605634,0.13222141367380513
673,892ab2c6063ffff,130,42.4044153492644,-82.9489175927609,0.5009516115901069,Morningside,05,Chatsworth St & E Outer Dr,ASSAULT,29,0.2230769230769231,0.13209197710029077
674,892ab2c5e73ffff,26,42.336970344854,-83.0732624685868,1.458346262267707,North Corktown,03,Harrison St & Temple St,LARCENY,11,0.4230769230769231,0.13206864668950566
675,892ab2cea97ffff,56,42.3375366883562,-83.14616264849948,1.1817933392156106,Claytown,04,Kirkwood St & Elmer St,AGGRAVATED ASSAULT,8,0.14285714285714285,0.13204570854598174
676,892ab2ce15bffff,149,42.3738001687864,-83.1507428126821,0.32523924754312333,Littlefield Community,02,Roselawn St & Oakman Blvd,ASSAULT,26,0.174496644295302,0.132033717959645
677,892ab2c0b0fffff,24,42.4080584629121,-83.1164084119813,1.4761659097103825,Pilgrim Village,12,Woodrow Wilson St & Pilgrim St,LARCENY,9,0.375,0.13202216313248807
678,892ab2ce393ffff,115,42.3766854020346,-83.1586787464286,0.6371667303049333,Littlefield Community,02,Grand River Ave & Indiana St,ASSAULT,17,0.14782608695652175,0.13194309537613005
679,892ab2c1aafffff,160,42.4339723495325,-83.2054543822479,0.22277422782522188,Greenfield,08,Mansfield St & Vassar Ave,ASSAULT,34,0.2125,0.13194267299433565
680,892ab2cc673ffff,127,42.357597963111,-83.2347281579616,0.5256996853638874,Franklin Park,06,Joy Rd & Plainview Ave,FRAUD,46,0.36220472440944884,0.13186811988197747
681,892ab2c7603ffff,148,42.4384549401626,-83.0437960762048,0.33100445896286507,Farwell,11,E Lantz St & Mound Rd,FRAUD,50,0.33783783783783783,0.1317658584093206
682,892ab2c5c23ffff,108,42.3347430541419,-83.0307762499702,0.6990411951907666,Lafayette Park,07,E Jefferson Ave & Riopelle St,FRAUD,32,0.2962962962962963,0.13174195149356754
683,892ab2ce44fffff,120,42.40790461077758,-83.15884320024,0.5882674358268578,Fitzgerald/Marygrove,12,Pilgrim St & Kentucky St,ASSAULT,32,0.26666666666666666,0.13172090632749553
684,892ab2cc44bffff,83,42.3651261063365,-83.2130346992054,0.9260378785869409,Joy Community,06,W Chicago St & Longacre St,ASSAULT,32,0.3855421686746988,0.13149159716132594
685,892ab2c5dd3ffff,54,42.3381752300059,-83.0188516285058,1.1924727434946685,Rivertown,07,Joseph Campau St & Franklin St,LARCENY,24,0.4444444444444444,0.13144378914969737
686,892ab2d5b17ffff,121,42.44511200652196,-82.9781049982309,0.5752269147778639,Mohican Regent,09,Fairmount Dr & Anvil St,ASSAULT,31,0.256198347107438,0.13142282328773558
687,892ab2c6047ffff,119,42.4092175240845,-82.9512897779444,0.5923178481208632,Outer Drive-Hayes,09,Harper Ave & Berkshire St,DAMAGE TO PROPERTY,21,0.17647058823529413,0.1313196534361109
688,892ab2c5c93ffff,129,42.3519362371849,-83.0264911070628,0.499741478693896,Elmwood Park,07,Joseph Campau St & E Vernor Hwy,ASSAULT,32,0.24806201550387597,0.1312815091071549
689,892ab2c4567ffff,22,42.3623619637802,-82.9704699608425,1.4849051555317765,Marina District,05,Lisette St & Lillibridge St,LARCENY,6,0.2727272727272727,0.13126931980874781
690,892ab2cf1cfffff,67,42.38656308926341,-83.2235459079197,1.0690928510340356,Grandmont #1,08,Penrod St & Schoolcraft St,DAMAGE TO PROPERTY,12,0.1791044776119403,0.131158451759011
691,892ab2c604bffff,142,42.41161151405934,-82.9582205195951,0.37828459228487343,Outer Drive-Hayes,09,Wayburn St & Berkshire St,DAMAGE TO PROPERTY,24,0.16901408450704225,0.13114576136708905
692,892ab2c6633ffff,123,42.4226504777594,-82.9553311314944,0.5531303898255487,Denby,09,Grayton St & Lansdowne St,ASSAULT,28,0.22764227642276422,0.1311366107453945
693,892ab2ce06fffff,143,42.3797311667052,-83.16622512949496,0.36681419487054795,Grand River-I96,02,Grand River Ave & Manor,FRAUD,48,0.3356643356643357,0.13096981743643096
694,892ab2c7533ffff,97,42.4190632937994,-82.9876859173545,0.789481829341042,Eden Gardens,09,Park Dr & August St,LARCENY,16,0.16494845360824742,0.13089762569679236
695,892ab2c5277ffff,56,42.3690358554073,-83.1093275964374,1.1667520171428005,Jamison,10,Carter St & Lawton St,ASSAULT,14,0.25,0.13087565184654565
696,892ab2cebabffff,108,42.3114533991606,-83.1310120661393,0.6851391176691556,Springwells,04,W Vernor Hwy & Pearl St,DAMAGE TO PROPERTY,20,0.18518518518518517,0.130660516041185
