precinct_norm,offense_category,previous_28d,current_28d,change_28d,pct_change_28d,recent_movement,city_previous_28d,city_current_28d,city_change_28d,city_pct_change_28d,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,pct_change_vs_previous,trend_class,city_gap_28d,priority_score,priority_signal
12,FAMILY OFFENSE,5,5,0,0.0,No Change,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,27.94,17.3,Monitor
10,WEAPONS OFFENSES,21,19,-2,-9.52,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,7.68,17.2,Monitor
11,STOLEN VEHICLE,18,16,-2,-11.11,Decreasing,470,370,-100,-21.28,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-33.333333333333336,Improving,10.170000000000002,17.1,Monitor
11,WEAPONS OFFENSES,13,3,-10,-76.92,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,100.0,Worsening,-59.72,16.9,Monitor
03,RUNAWAY,2,2,0,0.0,No Change,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,37.68,16.7,Monitor
11,DANGEROUS DRUGS,11,9,-2,-18.18,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,16.65,16.4,Monitor
09,ROBBERY,7,7,0,0.0,No Change,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,19.74,16.2,Monitor
09,DANGEROUS DRUGS,16,12,-4,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,9.829999999999998,15.7,Monitor
10,SEXUAL ASSAULT,5,4,-1,-20.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,24.9,15.4,Monitor
07,ROBBERY,5,5,0,0.0,No Change,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,19.74,14.8,Monitor
11,ROBBERY,5,5,0,0.0,No Change,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,19.74,14.8,Monitor
12,ROBBERY,5,5,0,0.0,No Change,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,19.74,14.8,Monitor
02,DANGEROUS DRUGS,6,5,-1,-16.67,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,18.159999999999997,14.3,Monitor
06,OBSTRUCTING THE POLICE,14,14,0,0.0,No Change,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,2.65,14.2,Monitor
08,RUNAWAY,11,8,-3,-27.27,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,10.41,14.0,Monitor
02,STOLEN PROPERTY,15,15,0,0.0,No Change,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-12.8,13.7,Monitor
02,HEALTH AND SAFETY,0,2,2,,Increasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
02,HOMICIDE,0,2,2,,Increasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
02,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
04,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
06,INVASION OF PRIVACY -OTHER,0,2,2,,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
07,FORGERY,0,2,2,,Increasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
07,OUIL,0,2,2,,Increasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
10,MISCELLANEOUS,0,2,2,,Increasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,13.4,Monitor
09,OBSTRUCTING THE POLICE,17,13,-4,-23.53,Decreasing,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.880000000000003,13.1,Monitor
08,OBSTRUCTING THE POLICE,11,11,0,0.0,No Change,113,110,-3,-2.65,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,2.65,13.1,Monitor
09,SEXUAL ASSAULT,4,3,-1,-25.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,19.9,12.8,Monitor
11,SEXUAL ASSAULT,4,3,-1,-25.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,19.9,12.8,Monitor
03,WEAPONS OFFENSES,16,12,-4,-25.0,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-7.800000000000001,12.7,Monitor
07,DANGEROUS DRUGS,8,6,-2,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,9.829999999999998,12.6,Monitor
10,OBSTRUCTING JUDICIARY,11,10,-1,-9.09,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-12.54,11.9,Monitor
03,ROBBERY,11,9,-2,-18.18,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,1.5599999999999987,11.9,Monitor
02,SEX OFFENSES,7,4,-3,-42.86,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,13.020000000000003,11.9,Monitor
10,INVASION OF PRIVACY -OTHER,3,3,0,0.0,No Change,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,14.63,11.3,Monitor
06,OBSTRUCTING JUDICIARY,11,8,-3,-27.27,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-30.72,10.9,Monitor
10,RUNAWAY,4,3,-1,-25.0,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,12.68,10.7,Monitor
08,DANGEROUS DRUGS,4,3,-1,-25.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,9.829999999999998,9.8,Monitor
12,STOLEN PROPERTY,6,6,0,0.0,No Change,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-12.8,9.6,Monitor
02,RUNAWAY,6,4,-2,-33.33,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,4.350000000000001,9.3,Monitor
06,FAMILY OFFENSE,8,5,-3,-37.5,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-9.559999999999999,8.9,Monitor
06,ROBBERY,7,5,-2,-28.57,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-8.830000000000002,8.9,Monitor
07,WEAPONS OFFENSES,7,5,-2,-28.57,Decreasing,186,154,-32,-17.2,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-11.370000000000001,8.9,Monitor
07,SEXUAL ASSAULT,3,2,-1,-33.33,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,11.57,8.9,Monitor
12,SEXUAL ASSAULT,3,2,-1,-33.33,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,11.57,8.9,Monitor
04,ARSON,2,2,0,0.0,No Change,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,9.09,8.2,Monitor
05,OUIL,4,4,0,0.0,No Change,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,0.0,8.0,Monitor
07,INVASION OF PRIVACY -OTHER,5,4,-1,-20.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-5.369999999999999,8.0,Monitor
09,ARSON,6,4,-2,-33.33,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-24.24,8.0,Monitor
09,OBSTRUCTING JUDICIARY,8,4,-4,-50.0,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-53.45,8.0,Monitor
11,FAMILY OFFENSE,7,4,-3,-42.86,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-14.919999999999998,8.0,Monitor
11,OUIL,4,4,0,0.0,No Change,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,0.0,8.0,Monitor
05,INVASION OF PRIVACY -OTHER,1,1,0,0.0,No Change,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,14.63,7.8,Monitor
09,KIDNAPPING,2,2,0,0.0,No Change,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,6.67,7.4,Monitor
02,JUSTIFIABLE HOMICIDE,0,1,1,,Increasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
03,JUSTIFIABLE HOMICIDE,0,1,1,,Increasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
03,KIDNAPPING,0,1,1,,Increasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
05,DISORDERLY CONDUCT,0,1,1,,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
05,FORGERY,0,1,1,,Increasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
05,MISCELLANEOUS,0,1,1,,Increasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
06,DISORDERLY CONDUCT,0,1,1,,Increasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
09,INVASION OF PRIVACY -OTHER,0,1,1,,Increasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
0W,FRAUD,0,1,1,,Increasing,571,449,-122,-21.37,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
10,FORGERY,0,1,1,,Increasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
12,HEALTH AND SAFETY,0,1,1,,Increasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,,7.4,Monitor
08,SEX OFFENSES,4,2,-2,-50.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,0.0,Stable,5.880000000000003,7.2,Monitor
02,FAMILY OFFENSE,9,3,-6,-66.67,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-38.730000000000004,6.9,Monitor
02,ROBBERY,16,3,-13,-81.25,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-61.510000000000005,6.9,Monitor
04,OBSTRUCTING JUDICIARY,7,3,-4,-57.14,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-60.59,6.9,Monitor
05,RUNAWAY,11,3,-8,-72.73,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-35.050000000000004,6.9,Monitor
07,OBSTRUCTING JUDICIARY,4,3,-1,-25.0,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-28.45,6.9,Monitor
07,STOLEN PROPERTY,4,3,-1,-25.0,Decreasing,125,141,16,12.8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-37.8,6.9,Monitor
08,FAMILY OFFENSE,5,3,-2,-40.0,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-12.059999999999999,6.9,Monitor
09,SEX OFFENSES,16,3,-13,-81.25,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-25.369999999999997,6.9,Monitor
11,ARSON,4,3,-1,-25.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-15.91,6.9,Monitor
10,LIQUOR,2,1,-1,-50.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,7.140000000000001,5.6,Monitor
02,ARSON,4,2,-2,-50.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-40.91,5.4,Monitor
02,INVASION OF PRIVACY -OTHER,4,2,-2,-50.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-35.37,5.4,Monitor
03,SEXUAL ASSAULT,9,2,-7,-77.78,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-32.88,5.4,Monitor
05,ARSON,3,2,-1,-33.33,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-24.24,5.4,Monitor
05,OBSTRUCTING JUDICIARY,7,2,-5,-71.43,Decreasing,87,90,3,3.45,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-74.88000000000001,5.4,Monitor
05,SEXUAL ASSAULT,5,2,-3,-60.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-15.100000000000001,5.4,Monitor
08,ROBBERY,9,2,-7,-77.78,Decreasing,76,61,-15,-19.74,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-58.040000000000006,5.4,Monitor
08,SEXUAL ASSAULT,5,2,-3,-60.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-15.100000000000001,5.4,Monitor
09,OUIL,4,2,-2,-50.0,Decreasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,5.4,Monitor
10,DANGEROUS DRUGS,8,2,-6,-75.0,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-40.17,5.4,Monitor
10,DISORDERLY CONDUCT,4,2,-2,-50.0,Decreasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-128.57,5.4,Monitor
11,RUNAWAY,4,2,-2,-50.0,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-12.32,5.4,Monitor
02,KIDNAPPING,1,1,0,0.0,No Change,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,6.67,5.4,Monitor
11,KIDNAPPING,1,1,0,0.0,No Change,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,6.67,5.4,Monitor
03,DANGEROUS DRUGS,7,1,-6,-85.71,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.879999999999995,3.4,Monitor
03,FAMILY OFFENSE,4,1,-3,-75.0,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-47.06,3.4,Monitor
03,MISCELLANEOUS,2,1,-1,-50.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-16.67,3.4,Monitor
04,SEXUAL ASSAULT,3,1,-2,-66.67,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-21.770000000000003,3.4,Monitor
05,DANGEROUS DRUGS,6,1,-5,-83.33,Decreasing,89,58,-31,-34.83,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-48.5,3.4,Monitor
05,KIDNAPPING,3,1,-2,-66.67,Decreasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-60.0,3.4,Monitor
07,FAMILY OFFENSE,7,1,-6,-85.71,Decreasing,68,49,-19,-27.94,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-57.769999999999996,3.4,Monitor
08,DISORDERLY CONDUCT,1,1,0,0.0,No Change,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.57,3.4,Monitor
09,DISORDERLY CONDUCT,2,1,-1,-50.0,Decreasing,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-128.57,3.4,Monitor
09,SOLICITATION,5,1,-4,-80.0,Decreasing,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-13.329999999999998,3.4,Monitor
11,DISORDERLY CONDUCT,1,1,0,0.0,No Change,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.57,3.4,Monitor
12,DISORDERLY CONDUCT,1,1,0,0.0,No Change,14,25,11,78.57,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.57,3.4,Monitor
12,INVASION OF PRIVACY -OTHER,6,1,-5,-83.33,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-68.7,3.4,Monitor
12,KIDNAPPING,2,1,-1,-50.0,Decreasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-43.33,3.4,Monitor
12,SEX OFFENSES,13,1,-12,-92.31,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-36.43,3.4,Monitor
02,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-42.86,0.0,Monitor
02,SEXUAL ASSAULT,5,0,-5,-100.0,Decreasing,49,27,-22,-44.9,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-55.1,0.0,Monitor
03,ARSON,3,0,-3,-100.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-90.91,0.0,Monitor
03,EXTORTION,2,0,-2,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.0,0.0,Monitor
03,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.95,0.0,Monitor
03,SOLICITATION,1,0,-1,-100.0,Decreasing,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-33.33,0.0,Monitor
04,EXTORTION,1,0,-1,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.0,0.0,Monitor
04,FORGERY,1,0,-1,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
04,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.95,0.0,Monitor
04,INVASION OF PRIVACY -OTHER,1,0,-1,-100.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-85.37,0.0,Monitor
04,RUNAWAY,1,0,-1,-100.0,Decreasing,69,43,-26,-37.68,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-62.32,0.0,Monitor
04,SEX OFFENSES,1,0,-1,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-44.12,0.0,Monitor
05,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.95,0.0,Monitor
05,HOMICIDE,1,0,-1,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
05,JUSTIFIABLE HOMICIDE,1,0,-1,-100.0,Decreasing,1,2,1,100.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-200.0,0.0,Monitor
05,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-42.86,0.0,Monitor
05,SOLICITATION,1,0,-1,-100.0,Decreasing,9,3,-6,-66.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-33.33,0.0,Monitor
06,FORGERY,1,0,-1,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
06,HOMICIDE,3,0,-3,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
06,OUIL,6,0,-6,-100.0,Decreasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-100.0,0.0,Monitor
06,SEX OFFENSES,6,0,-6,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-44.12,0.0,Monitor
07,ARSON,2,0,-2,-100.0,Decreasing,33,30,-3,-9.09,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-90.91,0.0,Monitor
07,EXTORTION,2,0,-2,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.0,0.0,Monitor
07,HEALTH AND SAFETY,1,0,-1,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.95,0.0,Monitor
07,LIQUOR,1,0,-1,-100.0,Decreasing,7,3,-4,-57.14,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-42.86,0.0,Monitor
07,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-66.67,0.0,Monitor
07,SEX OFFENSES,5,0,-5,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-44.12,0.0,Monitor
08,HEALTH AND SAFETY,3,0,-3,-100.0,Decreasing,19,15,-4,-21.05,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-78.95,0.0,Monitor
08,INVASION OF PRIVACY -OTHER,2,0,-2,-100.0,Decreasing,41,35,-6,-14.63,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-85.37,0.0,Monitor
08,MISCELLANEOUS,1,0,-1,-100.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-66.67,0.0,Monitor
09,FORGERY,2,0,-2,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
09,HOMICIDE,1,0,-1,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
10,EXTORTION,1,0,-1,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.0,0.0,Monitor
10,HOMICIDE,2,0,-2,-100.0,Decreasing,10,5,-5,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,Worsening,-50.0,0.0,Monitor
10,KIDNAPPING,3,0,-3,-100.0,Decreasing,15,14,-1,-6.67,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-93.33,0.0,Monitor
10,OUIL,2,0,-2,-100.0,Decreasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-100.0,0.0,Monitor
11,EXTORTION,1,0,-1,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,-100.0,Improving,-20.0,0.0,Monitor
11,FORGERY,4,0,-4,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
11,MISCELLANEOUS,2,0,-2,-100.0,Decreasing,6,4,-2,-33.33,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-66.67,0.0,Monitor
11,SEX OFFENSES,4,0,-4,-100.0,Decreasing,68,30,-38,-55.88,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-44.12,0.0,Monitor
12,EXTORTION,1,0,-1,-100.0,Decreasing,10,2,-8,-80.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-20.0,0.0,Monitor
12,FORGERY,2,0,-2,-100.0,Decreasing,12,6,-6,-50.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-50.0,0.0,Monitor
12,OUIL,4,0,-4,-100.0,Decreasing,34,34,0,0.0,2025-11-07,2025-12-04,2025-12-05,2026-01-01,,,-100.0,0.0,Monitor
