precinct_norm,incidents_previous,incidents_current,change,pct_change
08,33,50,17,51.515151515151516
06,40,34,-6,-15.0
03,38,33,-5,-13.157894736842104
12,44,31,-13,-29.545454545454547
09,37,30,-7,-18.91891891891892
02,35,29,-6,-17.142857142857142
07,21,28,7,33.333333333333336
05,26,25,-1,-3.8461538461538463
11,33,24,-9,-27.272727272727273
04,19,23,4,21.05263157894737
10,30,22,-8,-26.666666666666668
