period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end,neighborhood_scope
YTD,05,Crime Type,STOLEN PROPERTY,74,Tuesday,17,10,11,Day Shift (06:00-13:59),40,06:00-11:59,31,2026-01-01,2026-09-15,ALL
YTD,05,Crime Type,STOLEN VEHICLE,329,Sunday,56,22,40,Night Shift (22:00-05:59),145,18:00-23:59,138,2026-01-01,2026-09-15,ALL
YTD,05,Crime Type,WEAPONS OFFENSES,113,Thursday,20,22,13,Evening Shift (14:00-21:59),55,18:00-23:59,55,2026-01-01,2026-09-15,ALL
YTD,05,Category Focus,Gun-Related,113,Thursday,20,22,13,Evening Shift (14:00-21:59),55,18:00-23:59,55,2026-01-01,2026-09-15,ALL
YTD,05,Category Focus,Property Crime,1622,Tuesday,262,12,102,Evening Shift (14:00-21:59),617,12:00-17:59,476,2026-01-01,2026-09-15,ALL
YTD,05,Category Focus,Larceny,464,Thursday,90,12,46,Evening Shift (14:00-21:59),189,12:00-17:59,166,2026-01-01,2026-09-15,ALL
YTD,06,All,All,5686,Friday,860,18,336,Evening Shift (14:00-21:59),2299,18:00-23:59,1838,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,AGGRAVATED ASSAULT,533,Sunday,98,18,37,Evening Shift (14:00-21:59),220,18:00-23:59,190,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,ARSON,39,Monday,8,12,5,Night Shift (22:00-05:59),17,00:00-05:59,13,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,ASSAULT,1362,Sunday,220,0,78,Evening Shift (14:00-21:59),552,18:00-23:59,446,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,BURGLARY,379,Friday,65,17,30,Evening Shift (14:00-21:59),154,12:00-17:59,122,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,DAMAGE TO PROPERTY,710,Sunday,134,23,44,Night Shift (22:00-05:59),258,18:00-23:59,221,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,DANGEROUS DRUGS,61,Wednesday,15,20,9,Evening Shift (14:00-21:59),34,12:00-17:59,27,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,DISORDERLY CONDUCT,5,Saturday,2,0,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,EXTORTION,10,Monday,4,0,2,Night Shift (22:00-05:59),4,00:00-05:59,3,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,FAMILY OFFENSE,68,Saturday,20,13,8,Evening Shift (14:00-21:59),30,18:00-23:59,24,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,FORGERY,6,Wednesday,3,23,2,Day Shift (06:00-13:59),2,18:00-23:59,3,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,FRAUD,387,Monday,67,12,45,Day Shift (06:00-13:59),179,12:00-17:59,169,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,HEALTH AND SAFETY,9,Thursday,3,21,2,Evening Shift (14:00-21:59),6,18:00-23:59,6,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,HOMICIDE,14,Thursday,4,13,2,Evening Shift (14:00-21:59),6,18:00-23:59,7,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,INVASION OF PRIVACY -OTHER,22,Friday,6,11,4,Day Shift (06:00-13:59),13,06:00-11:59,10,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,JUSTIFIABLE HOMICIDE,1,Tuesday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,KIDNAPPING,21,Tuesday,6,12,3,Day Shift (06:00-13:59),7,12:00-17:59,7,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,LARCENY,691,Friday,125,12,55,Evening Shift (14:00-21:59),266,12:00-17:59,238,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,LIQUOR,2,Wednesday,2,1,1,Night Shift (22:00-05:59),2,00:00-05:59,1,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,MISCELLANEOUS,6,Saturday,2,16,2,Evening Shift (14:00-21:59),5,12:00-17:59,4,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,OBSTRUCTING JUDICIARY,87,Friday,15,18,11,Evening Shift (14:00-21:59),37,18:00-23:59,28,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,OBSTRUCTING THE POLICE,147,Wednesday,29,20,14,Evening Shift (14:00-21:59),75,18:00-23:59,62,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,OUIL,36,Friday,10,19,6,Evening Shift (14:00-21:59),24,18:00-23:59,18,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,ROBBERY,78,Saturday,17,23,7,Evening Shift (14:00-21:59),35,18:00-23:59,28,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,RUNAWAY,82,Monday,21,22,10,Night Shift (22:00-05:59),33,18:00-23:59,35,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,SEX OFFENSES,53,Wednesday,21,15,12,Evening Shift (14:00-21:59),34,12:00-17:59,21,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,SEXUAL ASSAULT,35,Monday,9,0,7,Night Shift (22:00-05:59),14,00:00-05:59,12,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,SOLICITATION,20,Wednesday,20,15,10,Evening Shift (14:00-21:59),11,12:00-17:59,19,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,STOLEN PROPERTY,136,Tuesday,35,11,15,Day Shift (06:00-13:59),57,12:00-17:59,45,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,STOLEN VEHICLE,438,Thursday,69,22,51,Night Shift (22:00-05:59),193,18:00-23:59,192,2026-01-01,2026-09-15,ALL
YTD,06,Crime Type,WEAPONS OFFENSES,248,Friday,48,20,34,Evening Shift (14:00-21:59),132,18:00-23:59,132,2026-01-01,2026-09-15,ALL
YTD,06,Category Focus,Gun-Related,248,Friday,48,20,34,Evening Shift (14:00-21:59),132,18:00-23:59,132,2026-01-01,2026-09-15,ALL
YTD,06,Category Focus,Property Crime,2354,Friday,372,22,134,Evening Shift (14:00-21:59),885,18:00-23:59,716,2026-01-01,2026-09-15,ALL
YTD,06,Category Focus,Larceny,691,Friday,125,12,55,Evening Shift (14:00-21:59),266,12:00-17:59,238,2026-01-01,2026-09-15,ALL
YTD,07,All,All,3632,Sunday,569,23,227,Evening Shift (14:00-21:59),1554,18:00-23:59,1241,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,AGGRAVATED ASSAULT,287,Sunday,50,19,26,Evening Shift (14:00-21:59),122,18:00-23:59,104,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,ARSON,21,Saturday,6,9,3,Night Shift (22:00-05:59),10,00:00-05:59,7,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,ASSAULT,682,Saturday,122,17,44,Evening Shift (14:00-21:59),288,12:00-17:59,207,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,BURGLARY,177,Friday,34,18,12,Evening Shift (14:00-21:59),62,12:00-17:59,52,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,DAMAGE TO PROPERTY,492,Sunday,100,23,37,Evening Shift (14:00-21:59),215,18:00-23:59,182,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,DANGEROUS DRUGS,52,Tuesday,11,16,6,Evening Shift (14:00-21:59),27,18:00-23:59,19,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,DISORDERLY CONDUCT,13,Sunday,4,19,2,Evening Shift (14:00-21:59),7,18:00-23:59,7,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,EXTORTION,2,Saturday,1,14,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,FAMILY OFFENSE,33,Friday,10,15,5,Evening Shift (14:00-21:59),18,12:00-17:59,18,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,FORGERY,6,Monday,2,10,2,Day Shift (06:00-13:59),3,06:00-11:59,3,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,FRAUD,271,Monday,54,12,39,Day Shift (06:00-13:59),118,12:00-17:59,138,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,HEALTH AND SAFETY,7,Saturday,3,15,2,Evening Shift (14:00-21:59),4,12:00-17:59,3,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,HOMICIDE,8,Wednesday,3,17,2,Day Shift (06:00-13:59),4,06:00-11:59,3,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,INVASION OF PRIVACY -OTHER,38,Wednesday,8,16,8,Evening Shift (14:00-21:59),22,12:00-17:59,14,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,KIDNAPPING,6,Monday,3,0,2,Night Shift (22:00-05:59),3,00:00-05:59,3,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,LARCENY,811,Sunday,130,20,55,Evening Shift (14:00-21:59),355,18:00-23:59,292,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,MISCELLANEOUS,6,Tuesday,3,16,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,OBSTRUCTING JUDICIARY,27,Friday,6,15,4,Evening Shift (14:00-21:59),14,12:00-17:59,11,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,OBSTRUCTING THE POLICE,67,Sunday,15,17,10,Night Shift (22:00-05:59),32,00:00-05:59,24,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,OUIL,38,Monday,10,11,6,Evening Shift (14:00-21:59),14,18:00-23:59,18,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,ROBBERY,33,Monday,6,17,4,Evening Shift (14:00-21:59),16,12:00-17:59,12,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,RUNAWAY,39,Sunday,8,16,5,Evening Shift (14:00-21:59),17,12:00-17:59,16,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,SEX OFFENSES,20,Friday,8,18,4,Evening Shift (14:00-21:59),10,18:00-23:59,9,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,SEXUAL ASSAULT,20,Friday,5,23,3,Night Shift (22:00-05:59),12,00:00-05:59,8,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,STOLEN PROPERTY,43,Tuesday,10,10,5,Day Shift (06:00-13:59),21,06:00-11:59,18,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,STOLEN VEHICLE,321,Monday,50,22,30,Evening Shift (14:00-21:59),148,18:00-23:59,154,2026-01-01,2026-09-15,ALL
YTD,07,Crime Type,WEAPONS OFFENSES,112,Saturday,22,21,17,Evening Shift (14:00-21:59),52,18:00-23:59,61,2026-01-01,2026-09-15,ALL
YTD,07,Category Focus,Gun-Related,112,Saturday,22,21,17,Evening Shift (14:00-21:59),52,18:00-23:59,61,2026-01-01,2026-09-15,ALL
YTD,07,Category Focus,Property Crime,1844,Sunday,301,23,123,Evening Shift (14:00-21:59),791,18:00-23:59,685,2026-01-01,2026-09-15,ALL
YTD,07,Category Focus,Larceny,811,Sunday,130,20,55,Evening Shift (14:00-21:59),355,18:00-23:59,292,2026-01-01,2026-09-15,ALL
YTD,08,All,All,6909,Monday,1019,0,449,Evening Shift (14:00-21:59),2675,18:00-23:59,2128,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,AGGRAVATED ASSAULT,719,Sunday,125,0,55,Night Shift (22:00-05:59),287,18:00-23:59,233,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,ARSON,40,Sunday,8,1,6,Night Shift (22:00-05:59),28,00:00-05:59,23,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,ASSAULT,1373,Sunday,213,12,87,Evening Shift (14:00-21:59),532,12:00-17:59,411,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,BURGLARY,415,Wednesday,74,12,31,Evening Shift (14:00-21:59),148,12:00-17:59,129,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,DAMAGE TO PROPERTY,842,Monday,140,0,51,Evening Shift (14:00-21:59),315,18:00-23:59,255,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,DANGEROUS DRUGS,27,Tuesday,9,13,5,Evening Shift (14:00-21:59),13,12:00-17:59,18,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,DISORDERLY CONDUCT,15,Saturday,4,21,2,Evening Shift (14:00-21:59),8,18:00-23:59,8,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,EXTORTION,9,Thursday,3,10,2,Evening Shift (14:00-21:59),5,18:00-23:59,5,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,FAMILY OFFENSE,93,Saturday,17,16,10,Evening Shift (14:00-21:59),41,12:00-17:59,35,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,FORGERY,7,Sunday,3,21,1,Evening Shift (14:00-21:59),4,12:00-17:59,3,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,FRAUD,590,Thursday,100,12,57,Day Shift (06:00-13:59),242,12:00-17:59,233,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,HEALTH AND SAFETY,15,Sunday,5,21,3,Evening Shift (14:00-21:59),8,18:00-23:59,7,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,HOMICIDE,17,Sunday,4,23,2,Night Shift (22:00-05:59),10,00:00-05:59,7,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,INVASION OF PRIVACY -OTHER,28,Saturday,7,20,4,Evening Shift (14:00-21:59),13,18:00-23:59,12,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,JUSTIFIABLE HOMICIDE,3,Sunday,2,2,2,Night Shift (22:00-05:59),3,00:00-05:59,2,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,KIDNAPPING,17,Monday,4,3,3,Day Shift (06:00-13:59),6,00:00-05:59,5,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,LARCENY,905,Tuesday,151,12,62,Evening Shift (14:00-21:59),361,12:00-17:59,313,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,LIQUOR,4,Friday,3,22,1,Evening Shift (14:00-21:59),2,18:00-23:59,3,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,MISCELLANEOUS,3,Tuesday,2,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,2,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,OBSTRUCTING JUDICIARY,122,Saturday,27,16,12,Evening Shift (14:00-21:59),50,12:00-17:59,50,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,OBSTRUCTING THE POLICE,152,Friday,30,23,14,Evening Shift (14:00-21:59),70,18:00-23:59,62,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,OUIL,12,Sunday,4,17,4,Evening Shift (14:00-21:59),6,12:00-17:59,6,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,ROBBERY,84,Saturday,20,1,8,Night Shift (22:00-05:59),38,00:00-05:59,28,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,RUNAWAY,137,Sunday,25,22,10,Evening Shift (14:00-21:59),62,18:00-23:59,49,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,SEX OFFENSES,53,Friday,19,22,7,Evening Shift (14:00-21:59),24,18:00-23:59,21,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,SEXUAL ASSAULT,50,Monday,14,2,9,Night Shift (22:00-05:59),21,00:00-05:59,17,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,SOLICITATION,2,Friday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,2,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,STOLEN PROPERTY,171,Sunday,28,10,14,Evening Shift (14:00-21:59),69,12:00-17:59,53,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,STOLEN VEHICLE,652,Monday,107,23,62,Night Shift (22:00-05:59),321,18:00-23:59,256,2026-01-01,2026-09-15,ALL
YTD,08,Crime Type,WEAPONS OFFENSES,352,Wednesday,61,21,52,Evening Shift (14:00-21:59),170,18:00-23:59,191,2026-01-01,2026-09-15,ALL
YTD,08,Category Focus,Gun-Related,352,Wednesday,61,21,52,Evening Shift (14:00-21:59),170,18:00-23:59,191,2026-01-01,2026-09-15,ALL
YTD,08,Category Focus,Property Crime,2985,Tuesday,472,22,187,Evening Shift (14:00-21:59),1094,18:00-23:59,909,2026-01-01,2026-09-15,ALL
YTD,08,Category Focus,Larceny,905,Tuesday,151,12,62,Evening Shift (14:00-21:59),361,12:00-17:59,313,2026-01-01,2026-09-15,ALL
YTD,09,All,All,6867,Friday,1046,22,429,Evening Shift (14:00-21:59),2731,18:00-23:59,2195,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,AGGRAVATED ASSAULT,774,Saturday,131,0,54,Evening Shift (14:00-21:59),299,18:00-23:59,230,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,ARSON,44,Tuesday,9,0,6,Night Shift (22:00-05:59),27,00:00-05:59,24,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,ASSAULT,1353,Saturday,223,0,82,Evening Shift (14:00-21:59),532,18:00-23:59,418,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,BURGLARY,472,Tuesday,78,12,37,Evening Shift (14:00-21:59),182,12:00-17:59,168,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,DAMAGE TO PROPERTY,837,Sunday,142,0,51,Night Shift (22:00-05:59),301,18:00-23:59,238,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,DANGEROUS DRUGS,115,Wednesday,24,17,16,Evening Shift (14:00-21:59),71,12:00-17:59,69,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,DISORDERLY CONDUCT,25,Friday,8,19,6,Evening Shift (14:00-21:59),15,18:00-23:59,15,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,EXTORTION,10,Friday,4,9,3,Day Shift (06:00-13:59),5,06:00-11:59,4,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,FAMILY OFFENSE,79,Tuesday,17,16,11,Evening Shift (14:00-21:59),49,18:00-23:59,32,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,FORGERY,5,Wednesday,3,16,3,Evening Shift (14:00-21:59),3,12:00-17:59,3,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,FRAUD,372,Wednesday,68,12,47,Day Shift (06:00-13:59),169,12:00-17:59,175,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,HEALTH AND SAFETY,28,Thursday,8,16,7,Evening Shift (14:00-21:59),19,12:00-17:59,19,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,HOMICIDE,10,Saturday,2,3,3,Night Shift (22:00-05:59),5,18:00-23:59,4,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,INVASION OF PRIVACY -OTHER,17,Wednesday,6,12,3,Day Shift (06:00-13:59),9,12:00-17:59,6,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,JUSTIFIABLE HOMICIDE,1,Wednesday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,KIDNAPPING,20,Wednesday,5,17,3,Evening Shift (14:00-21:59),10,12:00-17:59,8,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,LARCENY,670,Tuesday,107,12,46,Evening Shift (14:00-21:59),265,12:00-17:59,226,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,LIQUOR,1,Saturday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,MISCELLANEOUS,11,Wednesday,5,12,3,Day Shift (06:00-13:59),5,12:00-17:59,9,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,OBSTRUCTING JUDICIARY,91,Thursday,18,11,9,Evening Shift (14:00-21:59),39,18:00-23:59,29,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,OBSTRUCTING THE POLICE,186,Thursday,35,1,18,Night Shift (22:00-05:59),82,18:00-23:59,66,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,OUIL,56,Thursday,16,22,8,Evening Shift (14:00-21:59),26,18:00-23:59,28,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,ROBBERY,105,Wednesday,21,20,8,Evening Shift (14:00-21:59),46,18:00-23:59,32,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,RUNAWAY,121,Friday,25,19,14,Evening Shift (14:00-21:59),60,18:00-23:59,44,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,SEX OFFENSES,179,Friday,95,22,28,Evening Shift (14:00-21:59),97,18:00-23:59,117,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,SEXUAL ASSAULT,52,Thursday,11,20,4,Evening Shift (14:00-21:59),18,12:00-17:59,18,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,SOLICITATION,6,Friday,4,20,2,Evening Shift (14:00-21:59),4,18:00-23:59,4,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,STOLEN PROPERTY,241,Monday,45,11,19,Day Shift (06:00-13:59),93,18:00-23:59,73,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,STOLEN VEHICLE,508,Sunday,94,23,49,Night Shift (22:00-05:59),250,18:00-23:59,216,2026-01-01,2026-09-15,ALL
YTD,09,Crime Type,WEAPONS OFFENSES,478,Saturday,87,22,63,Night Shift (22:00-05:59),232,18:00-23:59,248,2026-01-01,2026-09-15,ALL
YTD,09,Category Focus,Gun-Related,478,Saturday,87,22,63,Night Shift (22:00-05:59),232,18:00-23:59,248,2026-01-01,2026-09-15,ALL
YTD,09,Category Focus,Property Crime,2728,Sunday,412,22,164,Evening Shift (14:00-21:59),1021,18:00-23:59,808,2026-01-01,2026-09-15,ALL
YTD,09,Category Focus,Larceny,670,Tuesday,107,12,46,Evening Shift (14:00-21:59),265,12:00-17:59,226,2026-01-01,2026-09-15,ALL
YTD,10,All,All,5460,Wednesday,811,12,353,Evening Shift (14:00-21:59),2277,12:00-17:59,1719,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,AGGRAVATED ASSAULT,554,Sunday,114,0,41,Evening Shift (14:00-21:59),238,18:00-23:59,188,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,ARSON,35,Friday,11,21,4,Night Shift (22:00-05:59),16,18:00-23:59,12,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,ASSAULT,1274,Sunday,206,15,77,Evening Shift (14:00-21:59),519,18:00-23:59,399,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,BURGLARY,394,Monday,66,15,33,Evening Shift (14:00-21:59),161,12:00-17:59,138,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,DAMAGE TO PROPERTY,636,Saturday,102,20,42,Evening Shift (14:00-21:59),246,18:00-23:59,198,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,DANGEROUS DRUGS,64,Wednesday,17,14,9,Evening Shift (14:00-21:59),33,12:00-17:59,36,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,DISORDERLY CONDUCT,29,Thursday,7,16,4,Evening Shift (14:00-21:59),17,18:00-23:59,14,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,EXTORTION,5,Thursday,1,12,3,Day Shift (06:00-13:59),4,12:00-17:59,3,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,FAMILY OFFENSE,58,Saturday,12,10,5,Evening Shift (14:00-21:59),24,18:00-23:59,21,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,FORGERY,14,Wednesday,4,15,3,Evening Shift (14:00-21:59),8,12:00-17:59,9,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,FRAUD,508,Tuesday,97,12,56,Day Shift (06:00-13:59),219,12:00-17:59,220,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,HEALTH AND SAFETY,12,Thursday,6,17,4,Evening Shift (14:00-21:59),8,12:00-17:59,8,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,HOMICIDE,8,Sunday,2,3,2,Evening Shift (14:00-21:59),5,18:00-23:59,4,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,INVASION OF PRIVACY -OTHER,78,Tuesday,16,16,8,Evening Shift (14:00-21:59),44,18:00-23:59,33,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,JUSTIFIABLE HOMICIDE,1,Tuesday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,KIDNAPPING,21,Saturday,5,8,2,Evening Shift (14:00-21:59),9,12:00-17:59,6,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,LARCENY,736,Thursday,116,12,60,Evening Shift (14:00-21:59),312,12:00-17:59,242,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,LIQUOR,6,Friday,4,12,4,Day Shift (06:00-13:59),5,12:00-17:59,5,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,MISCELLANEOUS,3,Friday,2,5,1,Night Shift (22:00-05:59),3,00:00-05:59,3,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,OBSTRUCTING JUDICIARY,68,Tuesday,14,22,7,Evening Shift (14:00-21:59),34,18:00-23:59,29,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,OBSTRUCTING THE POLICE,115,Thursday,24,20,11,Evening Shift (14:00-21:59),53,18:00-23:59,48,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,OUIL,48,Tuesday,12,12,6,Evening Shift (14:00-21:59),24,12:00-17:59,24,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,ROBBERY,85,Saturday,13,21,10,Evening Shift (14:00-21:59),42,18:00-23:59,26,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,RUNAWAY,52,Friday,13,14,5,Evening Shift (14:00-21:59),23,12:00-17:59,20,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,SEX OFFENSES,35,Friday,7,16,5,Evening Shift (14:00-21:59),16,12:00-17:59,13,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,SEXUAL ASSAULT,49,Sunday,11,0,8,Night Shift (22:00-05:59),26,00:00-05:59,21,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,STOLEN PROPERTY,109,Wednesday,28,16,10,Evening Shift (14:00-21:59),44,12:00-17:59,42,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,STOLEN VEHICLE,291,Tuesday,50,22,40,Night Shift (22:00-05:59),131,18:00-23:59,135,2026-01-01,2026-09-15,ALL
YTD,10,Crime Type,WEAPONS OFFENSES,172,Friday,32,0,19,Evening Shift (14:00-21:59),77,18:00-23:59,83,2026-01-01,2026-09-15,ALL
YTD,10,Category Focus,Gun-Related,172,Friday,32,0,19,Evening Shift (14:00-21:59),77,18:00-23:59,83,2026-01-01,2026-09-15,ALL
YTD,10,Category Focus,Property Crime,2166,Saturday,328,12,141,Evening Shift (14:00-21:59),872,18:00-23:59,668,2026-01-01,2026-09-15,ALL
YTD,10,Category Focus,Larceny,736,Thursday,116,12,60,Evening Shift (14:00-21:59),312,12:00-17:59,242,2026-01-01,2026-09-15,ALL
YTD,11,All,All,4619,Sunday,721,0,288,Evening Shift (14:00-21:59),1861,18:00-23:59,1415,2026-01-01,2026-09-15,ALL
YTD,11,Crime Type,AGGRAVATED ASSAULT,572,Sunday,114,20,43,Evening Shift (14:00-21:59),249,18:00-23:59,206,2026-01-01,2026-09-15,ALL
